Tweet ID,Text,Final Decision,date,username,date_source,date_match_status,matched_dates
mz6t6gnd8,"April Fools

Shaykh ibn Uthaymeen",Salafi taklidi,31/03/2026 14:07,mk_muwahid,twitter_data_full_ALL3.csv,matched,31/03/2026 14:07
l0r4mtaqx,"There are people who claim/think they have knowledge from the Surooris. 

They read into big topics 
-      
-  

Then they come out concluding that Sh Fawzan has contradictory opinions or that he doesnt understand the topic.

Then you see these people come on twitter and say this about the Shaykh, and the others begin to insult him

Even though I am a nobody, I know for a fact he doesnt have contradictory opinions on both topics, you just dont understand it!

Wallahul Mustaan",Salafi taklidi,31/03/2026 12:48,mk_muwahid,twitter_data_full_ALL3.csv,matched,31/03/2026 12:48
gskxdp45w,"Shaving your beard is not from cleanliness

Al-Allamah Muhammad ibn Adam al-Ethiopi",Salafi taklidi,30/03/2026 02:49,mk_muwahid,twitter_data_full_ALL3.csv,matched,30/03/2026 02:49
zvf2tybas,"Response to those who speak about a Man hitting his Wife in Islam

Sh Sulayman ar-Ruhayli   
-
Simple explanation free from 
- what the feminists make up
- what the disgusting teenager boys say on tiktok lives.",Salafi taklidi,30/03/2026 02:13,mk_muwahid,twitter_data_full_ALL3.csv,matched,30/03/2026 02:13
o2rtr9jih,"Reflect upon the Quran

Al-Allamah Abdulaziz ar-Rajihi",Salafi taklidi,28/03/2026 11:56,mk_muwahid,twitter_data_full_ALL3.csv,matched,28/03/2026 11:56
1zaxp7f7t,"If Gaza isnt helped, they will continue until they overpower the other countries

Shaykh Yahya al-Hajoori",Salafi taklidi,27/03/2026 23:38,mk_muwahid,twitter_data_full_ALL3.csv,matched,27/03/2026 23:38
o1qf4pt2a,"Imam al-Albani makes Dua for Allah to guide or break the back of those who speak ill of 
- Muqbil ibn Hadi al-Wadii
- Rabi ibn Hadi al-Madkhali",Salafi taklidi,26/03/2026 01:43,mk_muwahid,twitter_data_full_ALL3.csv,matched,26/03/2026 01:43
ae3fh83jk,"""Abdurrahman Al-Barrak publicly apologising to one of the noble scholars and instructors at Masjid An-Nabawi, Sulayman Ar-Ruhayli.",Salafi taklidi,25/03/2026 21:18,mk_muwahid,twitter_data_full_ALL3.csv,matched,25/03/2026 21:18
y5xjyks81,"The Importance of knowing the people of innovation.

Sh Muhammad Ramzan al-Hajiri

Unfortunately the manhaj of Tamyi is being spread because they wanted to counter the Ghulaat. Now we have two extremes, may Allah protect us",Salafi taklidi,25/03/2026 15:38,mk_muwahid,twitter_data_full_ALL3.csv,matched,25/03/2026 15:38
gdtft9qg7,"""Nobody insults muawiyah except a munafiq

Nobody with faith in his heart insults him (muawiyah)

- the late grand mufti of KSA, sheikh Abdulaziz bin Abdullah Al al-Sheikh 

May Allah have mercy on him",Salafi taklidi,25/03/2026 04:07,mk_muwahid,twitter_data_full_ALL3.csv,matched,25/03/2026 04:07
7h9uv3tq7,"Truth Before Ties

Adh-Dhahabi, in his biography of Al-Husayn ibn Abi As-Surri Al-'Asqalani, said: Abu 'Arubah Al-Harrani said:
    . 
 He (Al-Husayn) is the maternal uncle of my mother, and he is a liar. [Mzn Al-Itidl (1/536)] 

Adh-Dhahabi, in his biography of Yay ibn Abi Unaysah Al-Jazari, said: Ubaydullh ibn Amr said: Zayd ibn Abi Unaysah told me: 
     .  
Do not write from my brother, for he is a liar. [Mzn Al-Itidl (4/364)] 

And he said in the biography of Al-Husayn ibn Abi As-Surri Al-Asqalani: Abu Dwd declared him weak. And his brother Muhammad said: 
     . 
Do not write from my brother, for he is a liar. [Mzn al-Itidl (1/536)] 

Adh-Dhahabi, may Allah have mercy on him, said in the biography of Abdullh ibn Jafar ibn Naj, the father of Al ibn Al-Madn: Ibn Al-Madn said: 
 . 
My father is weak. [Mzn al-Itidl (2/401)] 

Imam Abu Dwd Sulaymn ibn Al-Ashath said about his son Abdullh:
 . 
My son is a liar. [Mzn al-Itidl (2/433)] 

Adh-Dhahabi clarified: As for his fathers statement about him, it appears that if it is authentically attributed to him, he meant that he was a liar in his everyday speech, not regarding prophetic adth. It seems he said this when Abdullh was still a young man, but later he grew older and became a leading scholar. [Tadhkirat Al-uffdh (2/238)] 

Adh-Dhahabi said in the biography of Sad ibn Shubah ibn Al-ajjj:
 .
He is truthful.

Shubah said: 
      .
I named my son Sad, but he neither succeeded nor prospered. [Mzn Al-Itidl (2/122)] 

Adh-Dhahabi said about his son Ab Hurayrah:
       .
He memorised the Quran, then preoccupied himself with other matters until he forgot it. [Fat Al-Mughth (4/356)] 

Adh-Dhahabi said in the biography of Hishm ibn assn, Ab Abdillh Al-Qards:
   
He is trustworthy, a great and eminent Imam. Ibn Ad said: Amad ibn Muammad ibn Shabb narrated to us: Amad ibn Asad narrated to us: Shuayb ibn arb narrated to us: I heard Shubah say: 
           . 
If I were to show favoritism to anyone, it would be to Hishm ibn assnhe was my brother-in-lawbut he did not have strong memory. [Mzn Al-Itidl (4/495496)] 

Imam Muslim mentions in the introduction to his a:
ajjj ibn Ash-Shir narrated to me: Sulaymn ibn arb narrated to us: ammd ibn Zayd narrated to us: Ayyb said: 
                . 
I have a neighbour, and he is a man of virtue, but if he were to testify for me about two dates, I would not consider his testimony acceptable.

Al-fidh said in the biography of Al-Abbs ibn Mabb, known as Ibn Shnah: Maslamah ibn Qsim said:
       .
He is weak in adth; his narrations should not be written. He was a friend of mine. [Lisn al-Mzn (3/244)]

Source:",Salafi taklidi,25/03/2026 03:59,mk_muwahid,twitter_data_full_ALL3.csv,matched,25/03/2026 03:59
ckvmy5riy,"The Legacy of Shaykh Ehsan Elahi Zahir and his war against the Rafidha!

Sh. Ibrahim Al-Muhaymid",Salafi taklidi,24/03/2026 23:37,mk_muwahid,twitter_data_full_ALL3.csv,matched,24/03/2026 23:37
zbzuyxkf4,"""Mashaaikh that are involved with their sons from the students 

May Allah shower his blessing upon all the Salafi scholars of this Ummah",Salafi taklidi,24/03/2026 13:33,mk_muwahid,twitter_data_full_ALL3.csv,matched,24/03/2026 13:33
acbp5goki,"Warning from the fitnah of those who hide behind some of the scholars such as Fawzan to attack other scholars

Sh Rabi Al-Madkhali  
-
The Fitnah of the Hadaddiyyah on Social media is increasing - be aware of them ikhwa guard your religion!",Salafi taklidi,23/03/2026 20:49,mk_muwahid,twitter_data_full_ALL3.csv,matched,23/03/2026 20:49
x1g6rwprw,"""""The Prophet  said: If you have no shame then do as you wish 

Would Menk be happy with his daughter dancing with this man? Would he be thinking of the lyrics they dance to? 

Then why is it ok for the rest of the daughters of the Ummah? 

@muftimenk acts with impunity and no shame by endorsing the lyrics of an open sinner, a singer who dances with women in public. 

This is a sick and deranged version of Ill be kind to everyone 

Just like Shareea along with hikma dictates when and where to be harsh, likewise; kindness and tolerance is measured.

May Allah guide this man and stop him from his despicable actions.""
""
--------------

Alhamdulillah a much needed response, may Allah reward you.

Many people will reply with ""Why waste your time... why are you judging others..."" 

Read below, and you will realise why this response was necessary:

Ab Idrs al-Khawln ( ):

              .

For me to see a blazing fire in the masjid is more beloved than to see an innovation (bidah) in it that has not been changed.

[Al-Shar wa al-Ibnah: 254]

Shaykh al-Islam Ibn Taymiyyah ( ) said:

""The one who refutes the innovators is a mujahid.""

Al-Awz   said:

If an innovation becomes apparent and the people of knowledge do not repudiate it, then it is [perceived as] a Sunnah!

[Sharaf Ashb Al-Hadth: 1/22]

Ibn Abbs    said:

A man from Ahlus-Sunnah calls to the Sunnah and forbids from innovation!

[Sharh Usl I'tiqd: No.11]",Salafi taklidi,23/03/2026 19:41,mk_muwahid,twitter_data_full_ALL3.csv,matched,23/03/2026 19:41
zq2dstxer,"What Imam Ibn Uthaymeen said regarding Sayyid Qutb

Sh. Saeed Al-Umar",Salafi taklidi,23/03/2026 12:31,mk_muwahid,twitter_data_full_ALL3.csv,matched,23/03/2026 12:31
nugnpvccm,"Shaykh al-Allamah Abd al-Azz l Ash-Shaykh     said:

Shaykh Abd al-Azz al-Rji is one of our virtuous brothers, one of the scholars, and one of the God-fearing people (al-atqiy) who is known for worship and the recitation of the Qurn. He is recognized for his knowledge, purity of tongue, and chastity of speech. He is among the students of Shaykh Abd al-Azz bin Bz (may Allah have mercy upon him), had a strong connection to him, and was influenced by the Shaykhs character.

The person is well-known to everyone for the ilm nfi (beneficial knowledge) and steadfastness he possesses, his memorization of the Book of Allah, his constant recitation of the Qurn, his night prayers (qiym al-layl), his fasting of voluntary days, and the knowledge he has disseminated. May Allah grant him success and grant him a goodly enjoyment; he is among the best of the Muslim scholars. We ask Allah for thabt (steadfastness) for us, for you, and for him.

[From an audio clip]",Salafi taklidi,23/03/2026 12:14,mk_muwahid,twitter_data_full_ALL3.csv,matched,23/03/2026 12:14
dgwmg1dop,"Fasting 6 Days of Shawwal

Imam ibn Baz, Imam al-Fawzan",Salafi taklidi,22/03/2026 23:12,mk_muwahid,twitter_data_full_ALL3.csv,matched,22/03/2026 23:12
cm1y0r88c,"Doubt: Shaykh Muqbil ibn Haadi, was a takfiri or made Takfir on Saudi

Responded by his student, Shaykh AbdulHameed az-Zukuri  :

Yahya Silmi As-Saylani (the Sri Lankan) says:
Sheikh Muqbils initial opinion, which caused a great uproar, was: The Kingdom of Saudi Arabia is a kafir country. He was firmly set on this statement, announcing it in Friday sermons. Then, when he went to Saudi Arabia before his death, he sat with its scholars, and they convinced him that it is a Salafi country, so he retracted and acknowledged that it is a pure Muslim country. [From the tape: Explanation of My Advice to Ahlus-Sunnah].

Sheikh Abdulhamid Az-Zukari responds:
So on Friday, the twenty-fifth of Rajab, in the year 1433 AH, we respond to this false statement, falsely and aggressively attributed to our sheikh, our father, and our teacher, Imam Muqbil ibn Hadi Al-Wadii, may Allah Almighty have mercy on himthe one whom Allah, may He be glorified and exalted, blessed and favoured by making him a reviver of this religion alongside other revivers, such as Sheikh Al-Albani, may Allah have mercy on him, Sheikh Ibn Baz, may Allah have mercy on him, and Sheikh Al-Uthaymin, may Allah have mercy on him. We have spoken about his way, his methodology, his biography, and some of what he adhered to in our book Al-Bayan Al-Hasan fi Tarjamat Al-Imam Al-Wadii wa Ma Ahyahu min As-Sunan. And we have responded to those who claim that Sheikh Muqbil, may Allah Almighty have mercy on him, was a takfiri at any time or period in the book Awn Al-Bari li Bayan Hizbiyyati Ibnay Mari wa Man Jara Majrahum wa Radd Takharusat Abdullah Al-Bukhari. In that book, we explained the gist: that Sheikh Muqbil, may Allah Almighty have mercy on him, was never a Haruri or a Khariji; rather, he was a Sunni Salafi ever since Allah, may He be glorified and exalted, blessed him with the knowledge of the creed of the Salaf, Ahlus-Sunnah wal-Jamaah. Thus, he became a caller to it and a reviver of it. 

Among the evidence that shows the falsehood of Yahya Silmis statementthat Sheikh Muqbil, may Allah Almighty have mercy on him, said about the Kingdom of Saudi Arabia that it is a kafir countryare the following matters:

First: Sheikh Muqbil, may Allah Almighty have mercy on him, refuted Osama ibn Laden, refuted Abu Muhammad Al-Maqdisi, refuted Al-Masari, and spoke against Salman, Safar, and those similar to them who hold takfiri statements and deviant methodologies.

Second: We are certain and convinced that our sheikh, may Allah have mercy on him, never said this statement at any time because it contradicts reality, and Sheikh Muqbil was among the people most aware of the condition of the Kingdom of Saudi Arabiamay Allah grant it success and protect it with Tawhid.

Third: Sheikh Muqbil, may Allah have mercy on him, did not apply this description to countries that are less upright and less devoted to spreading good, let alone countries containing graves and shrines worshipped besides Allah, despite his belief that those who engage in grave-worship, those who call upon another god alongside Allah, those who slaughter for other than Allah, and those who make vows for other than Allah are disbelievers.

Fourth: Such an absolute statement is questionable. Even if we were to suppose that in that country there are acts of disbelief, or in Yemen there are acts of disbelief, or in Sudan there are acts of disbelief, or in Iraq there are acts of disbelief, this kind of absolute statementcalling any of the Muslim countries a kafir country outrightis questionable. This claim is contradicted by Sheikh Muqbils tapes, contradicted by the actual stance of Sheikh Muqbil, and contradicted by the students of Sheikh Muqbil.

Fifth: If Sheikh Muqbil had ever uttered this statement or something similar, the scholars would have condemned him for it.",Salafi taklidi,26/03/2026 18:51,mk_muwahid,twitter_data_full_ALL3.csv,matched,26/03/2026 18:51
jxl4biaxu,"Either Yahya Silmi received this statement from idle, malicious opponents of the call of Imam Muqbil ibn Hadi Al-Wadii, which has filled the plains and mountains, or he heard something similar to what Abdullah Al-Bukhari statedthat Sheikh Muqbil repented from the methodology of khuruj in the sense of his words two months before his deathand due to his poor command of Arabic and ignorance, he assumed they were accusing Sheikh Muqbil of saying that Saudi Arabia is a kafir country. It is sufficient to show a persons misguidance that he be a liar in what he transmits or inarticulate in his speech, for the inarticulate cannot express what is in his heart nor clarify what he intends, thus falling into something worse than what he wishes to deny. His situation is like what some of the Salaf said about Umar ibn Ubayd: Your shortcoming came from your poor Arabic, when he said, It is incumbent upon Allah, may He be glorified and exalted, to fulfill the threat. So I advise Yahya Silmi to fear Allah, may He be glorified and exalted, and I advise him to be humble and to seek knowledge.

The second matter: His statement, He sat with its scholars and they convinced himwhat did they convince him of? The fact is that it was conveyed to him, may Allah have mercy on him, that there was some injustice in Saudi Arabia and such things, so he would condemn that specific injustice that was reported to him; otherwise, he remained upon the Salafi creed. Evidence for this is that Sheikh Ibn Baz, Sheikh Ibn Uthaymin, Sheikh Rabee, Sheikh An-Najmi, and Sheikh Al-Albaninone of them, not in a single letter, accused Sheikh Muqbil of holding the opinion of the Khawarij or the takfiris, despite their knowledge of what he said or uttered, whether in what he wrote in Gharat Al-Ashirat or what he wrote in Al-Makhraj min Al-Fitnah or what he stated in other books. Then he retracted, may Allah have mercy on him, before his death; he retracted from all statements he had made about Saudi Arabia in that tape entitled My Observations in the Kingdom of Saudi Arabia when he saw and heard the good in the country, as he explained the reason for his retraction.

The point of this introduction is: I declare this transmission and this statement from Yahya Silmi to be false. Sheikh Muqbil did not declare the Saudi government to be disbelievers nor did he say it is a kafir country. Scholars condemned Sayyid Qutb when he called it the Jahiliyyah of the twentieth century, and then Yahya Silmi comes and attributes such a statement to an imam of the Salafi call and a reviver of the Prophetic Sunnah, claiming that he used to say Saudi Arabia is a disbelieving country. So check your sources, O you who fabricates! 
{ } 
Cursed be the liars! 
Review the Arabic language and master it. If something is unclear to you, be humble and ask until you understand. But to become a fabricator who falsely attributes statementsand to whom?! To an imam known for the soundness of his creed and methodology! We did not accept from Abdullah Al-Bukhari nor from anyone else who claims that Sheikh Muqbil repented from khuruj. We say that Sheikh Muqbil never held the view of khuruj, nor do we accept that, neither at the beginning of his pursuit of knowledge nor at the end. Sheikh Muqbil was a Sunni Salafi from the time Allah, may He be glorified and exalted, enlightened him with the Book and the Sunnah. He denied this about himself, truthfully in what he said and conveyed, that he was never with Juhayman at any time, nor was he a supporter of him; rather, he condemned him, and so on. I refer to what I wrote in my book Awn Al-Bari fi Bayan Hizbiyyati Ibnay Mari wa Man Jara Majrahum wa Radd Takharusat Abdullah Al-Bukhari, and added to it is the refutation of the fabrications of Yahya Silmi Al-Saylani.

Source:",Salafi taklidi,26/03/2026 18:52,mk_muwahid,twitter_data_full_ALL3.csv,matched,26/03/2026 18:52
bmezhfqmh,"""NEW: ""The Salafi Dawah: Creed and Methodology.""

(Free PDF Book)

Read and share freely:",Salafi taklidi,11/03/2026 05:08,AbuIdrees,twitter_data_full_ALL3.csv,matched,11/03/2026 05:08
coe50pyn0,"""Alhamdulillah! 17,304 has now been raised for #AstonMasjid.

May Allah reward every single person who has donated so far!

As we enter the last 10 nights of #Ramadan, lets keep the momentum going and reach our 60,000 goal together.",Salafi taklidi,11/03/2026 05:05,AbuIdrees,twitter_data_full_ALL3.csv,matched,11/03/2026 05:05
dmniq9tnv,"""A heartfelt encouragement from Shaikh Abu Idrees Muhammad Khan @AbuIdrees to aid the Masjid Imam Ibn Taymiyyah Project in Islamabad, Pakistan , and the rest of the Dawah efforts.

Watch this video, share and donate at:

 
or",Salafi taklidi,11/03/2026 05:01,AbuIdrees,twitter_data_full_ALL3.csv,matched,11/03/2026 05:01
0ksxy3ntv,"""DuSunnah are losing their premises. 

Listen to Shaykh Abu Idrees (@AbuIdrees) encouraging the people of Sunnah to come together and help the brothers at Masjid Daar us Sunnah acquire a new masjid.

Donate at: 
Or Buy a Brick at:  
Donate using LaunchGood. Help us climb the leaderboard so we can get additional funding:",Salafi taklidi,,AbuIdrees,twitter_data_full_ALL3.csv,ambiguous_same_user,04/03/2026 06:29; 17/03/2026 16:00
ekgj6lcd9,"""Markaz us-Sunnah URGENT APPEAL:

Markaz us-Sunnah has only 17 days to secure our property or we may lose it and have nowhere to pray, do lessons or Madrasah.*l

RAISED: 230,000
REMAINING: 770,000

Target: 1M to secure our future BY THE END OF RAMADAN.

DONATE NOW

GoFundMe:


*Website:*",Salafi taklidi,04/03/2026 06:28,AbuIdrees,twitter_data_full_ALL3.csv,matched,04/03/2026 06:28
cb2hvprdc,"This dunya is but a fleeting enjoyment, while the Hereafter is everlasting.
Will we trade the eternal for what is perishing?
A hard reminder to awaken the heart.
Click to listen 

@albaseerah",Salafi taklidi,03/03/2026 09:59,AbuIdrees,twitter_data_full_ALL3.csv,matched,03/03/2026 09:59
csu39k1nb,""" YOUTH ANNOUNCEMENT 

 Masjid As-Sunnah | Bradford | UK

2ND YOUTH ITIKAAF NIGHT 2026

For Boys Aged 1018

 Only 20 Places Available

 20 per participant
(Includes food, desserts, and learning resources)

 Online registration:",Salafi taklidi,03/03/2026 07:53,AbuIdrees,twitter_data_full_ALL3.csv,matched,03/03/2026 07:53
yfls5kopz,""" Were well into Ramadan dont miss this reward! 

Alhamdulillah, the blessed days are passing quickly. As we enter the latter part of Ramadan, now is the time to increase in sadaqah and invest in your Akhirah.

 Masjid Daar us Sunnah needs your help.

 Buy a brick.
 Buy a wall.
 Build your Jannah.

The Prophet  said: Whoever builds a mosque for Allah, Allah will build for him a house like it in Paradise. - Sahih al-Bukhari & Sahih Muslim

Imagine the reward of every salah prayed, every Quran lesson taught, every dua made within those walls - all written in your scale of good deeds.

Dont let Ramadan slip away without taking part.

 Sponsor your brick today:",Salafi taklidi,03/03/2026 07:52,AbuIdrees,twitter_data_full_ALL3.csv,matched,03/03/2026 07:52
kbymy02yw," GET READY  STARTING THIS FRIDAY!!!

 Three-day schedule packed with highly beneficial topics! 

 @SalafiBookstore will be open throughout the conference [10am - 10pm].

 We will have a huge selection of food, drinks and cakes available [all proceeds to da'wah].

We look forward to hosting all our guests from around the UK and beyond, WELCOME!",Salafi taklidi,,,,unmatched,
5mjbxpa8i,""" National Summer Conference:
Fri 26, Sat 27 &amp; Sun 28 July 2024.
Birmingham.

 UK Dawah Tour:
Mon 29, Tue 30 &amp; Wed 31.
Bradford, Manchester, Cardiff.

 More venues to come, insh'-Allh.

@AbuKhadeejahSP @IbnAkhdar @AbuIyaadSP @AbuIdrees @AbuHafsahKK @uwaysT @Abdulilah_UK",Salafi taklidi,,,,unmatched,
p3qenkqox,"""A new series of lessons beginning tonight insh-Allh with Shaykh 'Abdulilah Lahmami @Abdulilah_UK  (may Allh protect him)",Salafi taklidi,,,,unmatched,
zzsx6bghw,"The Messenger of Allah (may Allah raise his rank and grant him peace) said: 

The best women of the people of Jannah are Khadijah bint Khuwaylid (the Prophets wife), Fatimah bint Muhammad (the Prophets daughter) Maryam bint Imran (Prophet Isas mother) and Asiyah bint Muzahim - the wife of Firawn. 

[Silsilah al-Ahadith al-Sahihah of al-Albani (v. 4 p. 13 no. 1508)]",Salafi taklidi,,,,unmatched,
zex20ermn,"""  

#Salafi #Salafirecording #Salaf #Muslim #Islam #Quran #Sunnah #Salafiyyah",Salafi taklidi,04/04/2026 22:14,ZahoorYousaf,python/FullData_round4/full_data_Taklid_ALL.csv,matched,04/04/2026 22:14
zex20ermn,"""  

#Salafi #Salafirecording #Salaf #Muslim #Islam #Quran #Sunnah #Salafiyyah",Salafi taklidi,,zeyyxx_,twitter_data_full_ALL3.csv,ambiguous_same_user,11/01/2025 17:41; 16/11/2024 11:40; 19/12/2024 21:35; 24/11/2024 14:55; 31/12/2024 13:26
ql2ao860o,"""LIVE LECTURE: 

Loving for the Sake of Allah and Holding Firm to the Rope of Allah | by Shaykh Rabi' ( ) 

Read by Abu Inayah Seif ( ) 

This Sunday (24th Nov) after isha 7:30pm 

All Welcome",Salafi taklidi,22/11/2024 19:55,zeyyxx_,twitter_data_full_ALL3.csv,matched,22/11/2024 19:55
fhesb6uqo,"""   

#Salafi #Salafirecording #Salaf #Muslim #Islam #Quran #Sunnah #Salafiyyah",Salafi taklidi,04/04/2026 22:14,ZahoorYousaf,python/FullData_round4/full_data_Taklid_ALL.csv,matched,04/04/2026 22:14
fhesb6uqo,"""   

#Salafi #Salafirecording #Salaf #Muslim #Islam #Quran #Sunnah #Salafiyyah",Salafi taklidi,,zeyyxx_,twitter_data_full_ALL3.csv,ambiguous_same_user,11/01/2025 17:41; 16/11/2024 11:40; 19/12/2024 21:35; 24/11/2024 14:55; 31/12/2024 13:26
2ivek4jkw,"LIVE LECTURE: 

The Life of the Heart

Ustadh Abu Maymunah Sa'id Ali ( ) 

This Saturday (16th Nov) at 6:30pm 

All Welcome",Salafi taklidi,,,,unmatched,
dlnehlkp2,"""A very important piece of advice from our Shaykh @Abdulilah_UK. May Allah rectify our affairs. 

#istiqaamah #tawheed #sunnah #ikhlaas #beneficialknowledge #naseehah #advice #taqwa #ilm #salafiyyah",Salafi taklidi,03/11/2024 15:45,zeyyxx_,twitter_data_full_ALL3.csv,matched,03/11/2024 15:45
nl59vf0fg,""" :  
 Usool-Us-Sunnah of Imm Ahmad  
Abu Ukkshah Abdul-Hakeem 
 
 
 Stifford Centre, E1 3JG
 Brothers and sisters welcome 
 Tune in live via:",Salafi taklidi,17/10/2024 12:23,zeyyxx_,twitter_data_full_ALL3.csv,matched,17/10/2024 12:23
06db4stto,"""No one can obtain this knowledge...

 Markaz Ar-Raziyayn Melbourne",Salafi taklidi,14/10/2024 11:21,zeyyxx_,twitter_data_full_ALL3.csv,matched,14/10/2024 11:21
j2fbj1koc,"""Tazkiyah Of Ash-Shaykh Al-Allmah Ubayd Al-Jbir   For Salafi Publications And Defence Of It in 2006
He advised his sons in the West in Canada Europe &amp; the US to cooperate with them aid each other in strengthening the bonds of truth &amp; guidance
You can't rewrite history",Salafi taklidi,13/10/2024 10:58,zeyyxx_,twitter_data_full_ALL3.csv,matched,13/10/2024 10:58
ojmudg0wk,"Imam al-Albani makes Dua for Allah to guide or break the back of those who speak ill of 
- Muqbil ibn Hadi al-Wadii
- Rabi ibn Hadi al-Madkhali",Salafi taklidi,26/03/2026 01:43,mk_muwahid,twitter_data_full_ALL3.csv,matched,26/03/2026 01:43
g5ipamc9l,"""""You didnt answer my tweet 

My tweet to you is not about me or whether we should come to a conclusion that Im Suroori

Put me aside. I asked you honestly, and be honest with me, what do you think Ehsan Elahi Zahir would think of what your speaker said about comparing Tahara from Urine to being aware of the suffering of Mathloomeen in Palestine 

I thought you would be a person of honour, and realise that the people you promote, are nothing but government shills who dishonour the oppressed. 

Alhamdulillah, I know exactly how our Shaykh, the lion of Ahlus Sunnah Ehsan Elahi Zahir would make of that insolent man on your video.""
""
--------------

Deception, arrogance and lies - Surooriyyah

If you watch the video - the Shaykh is asked regarding those who made an ERROR when speaking about the Palestine issue so he advised them to:

- seek knowledge
- concern themselves with themselves  
- leave the affair of the masses for the Ulema or the senior students of knowledge. 

And he is absolutely not wrong, We all know many many people who speak about Palestine, Iran, politics yet they dont even know how to make Wudu correctly! Wallahi a lot of them dont pray. Except those who Allah has mercy on

But you and your likes deceive the people into thinking the Shaykh is saying that you cannot support the Palestine people or talk about it etc

As for you warning against the Shaykh and telling me not to post him, I will gladly stop if you bring me the Ulema saying this 

Moreso, which government shills do I promote. 
Name them, show us where the Ulema have refuted them along with the evidence",Salafi taklidi,26/03/2026 01:40,mk_muwahid,twitter_data_full_ALL3.csv,matched,26/03/2026 01:40
6uek9makd,"""Abdurrahman Al-Barrak publicly apologising to one of the noble scholars and instructors at Masjid An-Nabawi, Sulayman Ar-Ruhayli.",Salafi taklidi,25/03/2026 21:18,mk_muwahid,twitter_data_full_ALL3.csv,matched,25/03/2026 21:18
5oe8v36c3,"The Importance of knowing the people of innovation.

Sh Muhammad Ramzan al-Hajiri

Unfortunately the manhaj of Tamyi is being spread because they wanted to counter the Ghulaat. Now we have two extremes, may Allah protect us",Salafi taklidi,25/03/2026 15:38,mk_muwahid,twitter_data_full_ALL3.csv,matched,25/03/2026 15:38
9felkm9le,"""Nobody insults muawiyah except a munafiq

Nobody with faith in his heart insults him (muawiyah)

- the late grand mufti of KSA, sheikh Abdulaziz bin Abdullah Al al-Sheikh 

May Allah have mercy on him",Salafi taklidi,25/03/2026 04:07,mk_muwahid,twitter_data_full_ALL3.csv,matched,25/03/2026 04:07
4ggrfnghu,"The Legacy of Shaykh Ehsan Elahi Zahir and his war against the Rafidha!

Sh. Ibrahim Al-Muhaymid",Salafi taklidi,24/03/2026 23:37,mk_muwahid,twitter_data_full_ALL3.csv,matched,24/03/2026 23:37
muixuagtf,"""Mashaaikh that are involved with their sons from the students 

May Allah shower his blessing upon all the Salafi scholars of this Ummah",Salafi taklidi,24/03/2026 13:33,mk_muwahid,twitter_data_full_ALL3.csv,matched,24/03/2026 13:33
dx4qcid7j,"Warning from the fitnah of those who hide behind some of the scholars such as Fawzan to attack other scholars

Sh Rabi Al-Madkhali  
-
The Fitnah of the Hadaddiyyah on Social media is increasing - be aware of them ikhwa guard your religion!",Salafi taklidi,23/03/2026 20:49,mk_muwahid,twitter_data_full_ALL3.csv,matched,23/03/2026 20:49
fbnrl3xeh,"""""The Prophet  said: If you have no shame then do as you wish 

Would Menk be happy with his daughter dancing with this man? Would he be thinking of the lyrics they dance to? 

Then why is it ok for the rest of the daughters of the Ummah? 

@muftimenk acts with impunity and no shame by endorsing the lyrics of an open sinner, a singer who dances with women in public. 

This is a sick and deranged version of Ill be kind to everyone 

Just like Shareea along with hikma dictates when and where to be harsh, likewise; kindness and tolerance is measured.

May Allah guide this man and stop him from his despicable actions.""
""
--------------

Alhamdulillah a much needed response, may Allah reward you.

Many people will reply with ""Why waste your time... why are you judging others..."" 

Read below, and you will realise why this response was necessary:

Ab Idrs al-Khawln ( ):

              .

For me to see a blazing fire in the masjid is more beloved than to see an innovation (bidah) in it that has not been changed.

[Al-Shar wa al-Ibnah: 254]

Shaykh al-Islam Ibn Taymiyyah ( ) said:

""The one who refutes the innovators is a mujahid.""

Al-Awz   said:

If an innovation becomes apparent and the people of knowledge do not repudiate it, then it is [perceived as] a Sunnah!

[Sharaf Ashb Al-Hadth: 1/22]

Ibn Abbs    said:

A man from Ahlus-Sunnah calls to the Sunnah and forbids from innovation!

[Sharh Usl I'tiqd: No.11]",Salafi taklidi,23/03/2026 19:41,mk_muwahid,twitter_data_full_ALL3.csv,matched,23/03/2026 19:41
1l9zq3cz8,"What Imam Ibn Uthaymeen said regarding Sayyid Qutb

Sh. Saeed Al-Umar",Salafi taklidi,23/03/2026 12:31,mk_muwahid,twitter_data_full_ALL3.csv,matched,23/03/2026 12:31
