Tweet ID,Text,Final Decision,Assigned To,Label_eden,Reasons_eden,Label_lior,Reasons_lior,Label_ofek,Reasons_ofek,Label_אורי כהן,Reasons_אורי כהן,Label_אילון כהן,Reasons_אילון כהן,Label_אריאל כהן,Reasons_אריאל כהן,Label_בנימין ווליך,Reasons_בנימין ווליך,Label_הודיה עופרי,Reasons_הודיה עופרי,Label_הילי חכמי,Reasons_הילי חכמי,Label_זיו חסון,Reasons_זיו חסון,Label_ענה-יה אך,Reasons_ענה-יה אך,Label_צבי גופרי,Reasons_צבי גופרי,Label_תומר חוכימה,Reasons_תומר חוכימה
cswx5zxp7,"As every genocide amongst the Muslims become apparent, it exposes the madakhilah even more and the heresy they stand for .",Salafi jihadi,אריאל כהן;ענה-יה אך,,,,,,,,,,,Salafi jihadi,ביקורת על סלאפים תקלידיים,,,,,,,,,Salafi jihadi,ביקורת על סלאפים תקלידיים,,,,
52p5lnd2w,"""Subcontinent Madkhalis that LARP as Khaleejis online.",Irrelevant,הודיה עופרי;אילון כהן,,,,,,,,,Irrelevant,,,,,,Irrelevant,,,,,,,,,,,
b6ak8hkfe,A close brother of mine has been  severely affected by sihr to the point where he is needed to be restrained in hospital unless he will cause harm to himself and others . I request for all of you to keep him in your duas . BarakAllah feekum,Irrelevant,הילי חכמי;אריאל כהן,,,,,,,,,,,Salafi taklidi,,,,,,Irrelevant,,,,,,,,,
lf2m07z69,"""Everyone already knows that shaykh doesn't give udhr on major shirk but your jahil self  in that tweet of yours claimed that the statements of this individual in that vid matched the principles of Shaykh Musa""",Salafi jihadi,צבי גופרי;הילי חכמי,,,,,,,,,,,,,,,,,Salafi jihadi,ד. תמיכה בתכפיר קולקטיבי; ו. תמיכה או ציטוט של דמויות סלפיות ג׳האדיות מוכרות,,,,,Salafi jihadi,ד. תמיכה בתכפיר קולקטיבי; ב. ביטויי גנאי או האשמה בכפירה של חכמי הלכה,,
r0c121u8m,"""Tell me Madakhila Mazbalah are R3tarded without saying so 

""AMJ Claims he can read intentions""

Shaykh Ahmed Musa Jibril Hafidullah

""And Allah knows best""

R3etard Madkhali Zindeeq you can judge someone based on his actions and Saudis actions is submission to America""",Salafi jihadi,אילון כהן;זיו חסון,,,,,,,,,Salafi jihadi,ו. תמיכה או ציטוט של דמויות סלפיות ג׳האדיות מוכרות; ביקורת על סלאפים תקלידיים,,,,,,,,,Salafi jihadi,ביקורת על סלאפים תקלידיים,,,,,,
kbs5319s7,"""Ahmad Ms Jibril Regarding the Attacks Against Him on Social Media:

""I know my reputation is tarnished beyond what can be redeemed, and I accept that. May Allah make it a means for me to enter al-Firdaws.""""",Salafi jihadi,אריאל כהן;ענה-יה אך,,,,,,,,,,,Salafi jihadi,ו. תמיכה או ציטוט של דמויות סלפיות ג׳האדיות מוכרות,,,,,,,,,Skip,שוב דמות ג'יהדית אבל הפוסט עצמו לא אז איך לאפיין אותו,,,,
vlh339fp8,"Imm Ahmad   said:

So let a servant fear Allah regarding himself and regarding his Muslim brothers; and let him not endanger himself or them. Either he speaks with knowledge and gains, or he stays silent and [remains] safe. 

[Ibtl al-Hiyal]",Irrelevant,בנימין ווליך;צבי גופרי,,,,,,,,,,,,,Salafi taklidi,,,,,,,,,,Irrelevant,,,
wn4716300,"Al-Hasan al-Basr said:

Indeed this truth has withheld people and stood between them and their desires. 
By Allah, no one remains patient upon it except one who recognises its virtue and hopes for its outcome.

[Imam Ahmad, Kitb az-Zuhd]",Irrelevant,הודיה עופרי;אילון כהן,,,,,,,,,Irrelevant,,,,,,Irrelevant,,,,,,,,,,,
ws639t1ku,"Talq ibn Habb used to say in his Du:

O Allah, establish for the Muslims a rightly guided affair, in which Your ally (wal) is honoured, Your enemy is humiliated, disobedience to You is stopped, and obedience to You is acted upon.

[Imm Ahmad, Kitb az-Zuhd]",Irrelevant,הילי חכמי;אריאל כהן,,,,,,,,,,,Irrelevant,,,,,,Salafi jihadi,ח. אחר,,,,,,,,
4bkku7n2y,"""Imam Ibn Rajab al-Hanbali said:

Whoevers heart actualizes the word of Tawhid will expel from it everything other than Allah that is loved, revered, held in awe, feared, hoped for, and relied on, and then all his sins will burn up even if they were like the foam of the sea.",Irrelevant,זיו חסון;בנימין ווליך,,,,,,,,,,,,,Salafi taklidi,,,,,,Irrelevant,,,,,,,
f9e17tq6i,"Ibn al-Qayyim said:

If the servant is going to be questioned about everything including his hearing, sight and heart as Allah said [in this Ayah] then it is better for him to take account of himself before he is questioned.

[Ighthat al-Lahfn]",Irrelevant,ענה-יה אך;הודיה עופרי,,,,,,,,,,,,,,,Irrelevant,,,,,,Irrelevant,,,,,
8tpo949nz,"This is just another way of compromised organisations like the MCB channelling acts of worship into support for their political friends. 

Fear Allh and stop using Islm as emotional fuel for projects that fundamentally oppose Islm. 

@MuslimCouncil",Irrelevant,צבי גופרי;הילי חכמי,,,,,,,,,,,,,,,,,Irrelevant,,,,,,Irrelevant,,,
iko0u0khr,"al-Mward commented: 

For one may refrain [from sin] even if he does not narrate, while another may narrate though he does not refrain [from sin] himself.",Irrelevant,אריאל כהן;ענה-יה אך,,,,,,,,,,,Irrelevant,,,,,,,,,,Irrelevant,,,,,
3v9297m6t,"""Murji Haddadi: Who from the Salaf makes takfir on replacing the Shariah?

Muslim: Well Imam Tabari is very clear on this",Salafi jihadi,הודיה עופרי;אילון כהן,,,,,,,,,Salafi jihadi,ד. תמיכה בתכפיר קולקטיבי,,,,,Salafi jihadi,ח. אחר,,,,,,,,,,
kkj0eb1cg,"""The Wahhb assault on Karbal in 1802

 Sad Ibn Abd al-Azz said:

And [as for] your statement: We took Karbal, slaughtered its people, and seized their wealththen praise be to Allh, Lord of the worlds. We do not make excuses for that, and we say: {And for the disbelievers there are similar [punishments]}. [47:10]

 (Al-Durar al-Sanyyah F Ajwibat al-Najdyyah 9/284)""",Salafi taklidi,הילי חכמי;אריאל כהן,,,,,,,,,,,Irrelevant,,,,,,Salafi jihadi,ו. תמיכה או ציטוט של דמויות סלפיות ג׳האדיות מוכרות,,,,,,,,
3g6ng3qwz,"""""New Publication (2026)

Defending the Scholars from the Accusation of Irj

Refuting the claims of the adddiyyah (Abd Allh al-Jarb, Amad al-zim, Hishm al-Beely etc.), that Shks. al-Albn,  Rab and others are upon Irj.

140 pages, A5
 
""
--------------

Madkhalis are finished",Salafi jihadi,ענה-יה אך;הודיה עופרי,,,,,,,,,,,,,,,Salafi jihadi,ביקורת על סלאפים תקלידיים,,,,,Salafi jihadi,ביקורת על סלאפים תקלידיים,,,,
zbbmuo27z,"""Shaykh Bakr Ab Zayd said :

Indeed, the calamity of calling to mix the religion of Islm with other false religions such as Judaism and Christianity, for which the nations of disbelief hold successive conferences under the names bringing religions closer together, unity of religions, brotherhood between religions, and dialogue of civilizations is among the most hideous pillars of the two dark caves: the New World Order and globalization, both of which aim to :

 Spread disbelief
 Spread atheism
 Propagate immorality
 Erase the features of Islam
 Alter the natural disposition (al-firah).

        """,Salafi taklidi,בנימין ווליך;צבי גופרי,,,,,,,,,,,,,Salafi taklidi,,,,,,,,,,Salafi taklidi,,,
x5kyefb3v,"""""When Shaykh Taqi al-Din al-Hilali met Adolf Hitler, he asked him:

Can you, O leader, help the people of Palestine in their cause? Hitler replied: Yes, its possible. 
""
--------------

Memes imitate life",Irrelevant,הודיה עופרי;אילון כהן,,,,,,,,,Irrelevant,,,,,,Irrelevant,,,,,,,,,,,
ttmbkptq4,"""""Salafi/Madkhali publications affiliated Sudani Shaykh Nizar ibn Hashim al-Abbas regarding the UAEs actions in Sudan. Imagine if someone else said this, he would be labelled a Takfiri Khaariji Ikhwaani Qutbi immediately. 
""
--------------

When a person online says the UAE is waging war on Islam they get refuted, but when one of Salafi Publications' own scholars says the same thing, they dont even mention it &amp; they continue quoting him. One rule for me &amp; another for thee.",Salafi jihadi,זיו חסון;בנימין ווליך,,,,,,,,,,,,,Salafi jihadi,ביקורת על סלאפים תקלידיים; ב. ביטויי גנאי או האשמה בכפירה של חכמי הלכה,,,,,Salafi jihadi,ביקורת על סלאפים תקלידיים,,,,,,
0ykjdlc0q,"""Salafi/Madkhali publications affiliated Sudani Shaykh Nizar ibn Hashim al-Abbas regarding the UAEs actions in Sudan. Imagine if someone else said this, he would be labelled a Takfiri Khaariji Ikhwaani Qutbi immediately.",Irrelevant,ענה-יה אך;הודיה עופרי,,,,,,,,,,,,,,,Irrelevant,,,,,,Skip,שוב פעם שימוש בקללה תקלידית בלי סימן ברור האם זה תקלידי או ג'יהדי,,,,
ajkvt1whq,"""Sheikh Saeed al-Kamali mentions:

The great scholar, the eminent Shaykh, Bakr Abu Zayd, said regarding Shaykh Muhammad al-Amin al-Shinqiti, that he would be the most deserving of the title Shaykh Al-Islam if there were to be one in our time.

(    )",Salafi taklidi,אריאל כהן;ענה-יה אך,,,,,,,,,,,Salafi taklidi,,,,,,,,,,Irrelevant,,,,,
8vyptfb25,"Allamah Abdurrahman al Muallami explains how when the people of musa wanted something like an idol for worship, musa AS didnt consider them mushrikeen due to impediments.

May Allah guide our brothers who have read, not",Salafi taklidi,הודיה עופרי;אילון כהן,,,,,,,,,Salafi taklidi,,,,,,Salafi taklidi,,,,,,,,,,,
wxv2ptm59,Surah tawbah in taraweeeh hits different,Irrelevant,ענה-יה אך;הודיה עופרי,,,,,,,,,,,,,,,Irrelevant,,,,,,Irrelevant,,,,,
4i534xc89,"A prime example of nationalism, a vast reason why the ummah is so weak.",Irrelevant,צבי גופרי;הילי חכמי,,,,,,,,,,,,,,,,,Irrelevant,,,,,,Irrelevant,,,
056o65bob,"""I dont know why people are shocked about Mishari al-Afaasys recent behaviour. Its been known for a long time now that he is a modern day equivalent of a court jester. Below is his Nasheed in praise of MBS. The Salaf are far removed from such nonsense.",Salafi taklidi,אילון כהן;זיו חסון,,,,,,,,,Irrelevant,,,,,,,,,,Salafi jihadi,ח. אחר,,,,,,
c37ih1g89,"""A Madkhali will tell you their sheikh who didnt even kill a single kaffir soldier is a mujahid, but the men who actually did all happen to be evil ikhwani kharijis and arent following islam.""",Salafi jihadi,אריאל כהן;ענה-יה אך,,,,,,,,,,,Salafi jihadi,ביקורת על סלאפים תקלידיים,,,,,,,,,Salafi jihadi,ביקורת על סלאפים תקלידיים; ז. תמיכה בארגוני טרור,,,,
94og4oq4r,"""Ibn al-Mibrad: Najd has always been the stronghold of the anbilah",Salafi taklidi,בנימין ווליך;צבי גופרי,,,,,,,,,,,,,Salafi taklidi,,,,,,,,,,Salafi taklidi,,,
om0ej33p1,"""Si ibn Taymiyyah tait vivant aujourdhui il taurait dclar mcrant""",Salafi jihadi,הודיה עופרי;אילון כהן,,,,,,,,,Salafi jihadi,ח. אחר,,,,,Salafi jihadi,ח. אחר,,,,,,,,,,
qe6qu6a1x,"The murjiah continue to sow seeds of disunity amongst themselves, just as they attempted to sow seeds of disunity amongst the ummah",Salafi jihadi,הילי חכמי;אריאל כהן,,,,,,,,,,,Salafi jihadi,ביקורת על סלאפים תקלידיים,,,,,Salafi jihadi,ביקורת על סלאפים תקלידיים,,,,,,,,
q80qb44c4,"""Ahmad Ms Jibril Regarding the Attacks Against Him on Social Media:

""I know my reputation is tarnished beyond what can be redeemed, and I accept that. May Allah make it a means for me to enter al-Firdaws.""""",Salafi jihadi,צבי גופרי;הילי חכמי,,,,,,,,,,,,,,,,,Salafi jihadi,ו. תמיכה או ציטוט של דמויות סלפיות ג׳האדיות מוכרות,,,,,Salafi jihadi,ו. תמיכה או ציטוט של דמויות סלפיות ג׳האדיות מוכרות,,
r1xr7vgla,""" A Kashmiri Muslim has been lynched to death by a mob of Dogra Hindu fanatics in Ramban",Irrelevant,אילון כהן;זיו חסון,,,,,,,,,Irrelevant,,,,,,,,,,Irrelevant,,,,,,,
u37z0igmk,"""Ali ibn al-Ja'd narrated to us: Mahbb az-Zhid nformed: al-Hasan [al-Basri] said:

Indeed, I encountered people (Sahba) for whom a garment was never folded (i.e. stored away carefully or possessed in excess), nor did any one of them ever crave a desire upon his family (for worldly pleasures), nor did any of them ever order (his family) to prepare food (for himself) , nor did any one of them ever divide an inheritance with his brother. Indeed, one of them would have an inheritance share between him and his brother and he would say: 'It is yours.' He did not love to occupy himself with anything from worldly affairs. Indeed, one of them would eat a meal and wish that it would remain in his stomach (undigested) just as a brick remains in water, so that it would be his provision from the world.

{Kitb al-J [109]}""",Irrelevant,בנימין ווליך;צבי גופרי,,,,,,,,,,,,,Irrelevant,,,,,,,,,,Irrelevant,,,
bkyr8r729,"Do not be deceived by this world


Fath al-Mawil said:

We were a people belonging to Jannah, but Ibls took us captive to this world. So we have nothing here but worry and sorrow, until we return to the abode from which we were expelled.

[Tafsr Ibn Kathr]",Irrelevant,הודיה עופרי;אילון כהן,,,,,,,,,Irrelevant,,,,,,Irrelevant,,,,,,,,,,,
yp8o5jx1p,Ibn Tln (d.953) narrates some lines of poetry about the different types of Shuhad and in it he includes the Murbitn of Asqaln (Palestine):,Irrelevant,הילי חכמי;אריאל כהן,,,,,,,,,,,Irrelevant,,,,,,Irrelevant,,,,,,,,,
lh6x076u7,"or one who dies in Asqaln while stationed for rib,

granted this distinction due to the amount of enemies there,

and like one who passes away during a time of corruption in his era,

holding firmly to the pure, radiant Sunnah.",Salafi jihadi,זיו חסון;בנימין ווליך,,,,,,,,,,,,,Irrelevant,,,,,,Salafi jihadi,ח. אחר,,,,,,
5ajllmxbe,"This is one of the greatest blessings of Allah upon this Ummah, and we ask Allah to bestow upon us the ability to thank Him for this blessing, we ask Him to give firmness and success in that which brings us closer and nearer to Him, and to make us adhere to His obedience",Irrelevant,ענה-יה אך;הודיה עופרי,,,,,,,,,,,,,,,Irrelevant,,,,,,Irrelevant,,,,,
8wg24z78l,"Indeed He is the Helper and Praiseworthy.

[Sharaf Ashab al-Hadith]",Irrelevant,צבי גופרי;הילי חכמי,,,,,,,,,,,,,,,,,Irrelevant,,,,,,Irrelevant,,,
auvlibt3l,"""#NEW | THE DEBATE CHALLENGE: Abdullah Jarbu

By: Ash-Shaykh Ahmad Musa Jibril (  )""",Salafi jihadi,אריאל כהן;ענה-יה אך,,,,,,,,,,,Salafi jihadi,ו. תמיכה או ציטוט של דמויות סלפיות ג׳האדיות מוכרות,,,,,,,,,Salafi jihadi,ו. תמיכה או ציטוט של דמויות סלפיות ג׳האדיות מוכרות,,,,
j0q29ymwf,"""The brothers in the comments and QT already debunked this buffoon in regards to his lack of comprehension of defensive Jihad and obeying a MUSLIM ruler. That being said, my challenge still stands. 

If you truly believe he is a Khariji, then lets come forward and invoke Allahs curse upon the liar and ask Allah to destroy the slanderer and publicly expose the falsehood of the Manhaj they claim to follow. 

I say hes not a Khariji. You claim he is. Lets ask Allah to curse the liar. Say Ameen in the comments so I may say likewise.""",Salafi taklidi,בנימין ווליך;צבי גופרי,,,,,,,,,,,,,Salafi taklidi,,,,,,,,,,Salafi taklidi,,,
azgs8ieiz,"""Shaykh Al Islam, the Imam of the Imams, Ibn Khuzaymah Al-Shfii Al-Wahhbiyy (d. 311 AH) said about the quoted Mushrik fellow and his Jahmi cult:

Whoever does not affirm that Allah the Mighty and Majestic has Rose above His Throne above His seven heavens  he is a disbeliever in his Lord, his blood is lawful. He is to be called to repent; if he repents, well and good, otherwise his neck is to be struck, and he is to be thrown onto some of the rubbish heaps so that neither the Muslims nor the dhimms are harmed by the putrid stench of his corpse. And his wealth becomes fay  no Muslim inherits from him, for a Muslim does not inherit from a disbeliever, as the Prophet  said: A Muslim does not inherit from a disbeliever, nor a disbeliever from a Muslim.""",Salafi jihadi,הודיה עופרי;אילון כהן,,,,,,,,,Salafi jihadi,ד. תמיכה בתכפיר קולקטיבי,,,,,Salafi jihadi,ח. אחר,,,,,,,,,,
2l6x9kpxb,"""srail bu bebei bugn ldrd..
(Lbnan..)",Irrelevant,זיו חסון;בנימין ווליך,,,,,,,,,,,,,Irrelevant,,,,,,Irrelevant,,,,,,,
eef54m268,"""Youre a Kafir, and hes a Kafir, and whoever knows of him and his actions, yet doesnt label him a Kafir, is also a Kafir who hasnt smelt the scent of Islam. The Muslims get closer to Allah by Takfiring you and your likes, as well as your filthy Tawagheet.""",Salafi jihadi,צבי גופרי;הילי חכמי,,,,,,,,,,,,,,,,,Salafi jihadi,ד. תמיכה בתכפיר קולקטיבי; א. האשמה בכפירה של שליטי ערב,,,,,Salafi jihadi,ד. תמיכה בתכפיר קולקטיבי,,
dfxwte4ax,"""I dont like to comment on spubs minions too much, since it can be likened to abusing the mentally handicapped, but some instances its a must to highlight just how illiterate they are. This Zindq Madkhali is attempting to refute a brother for allegedly misrepresenting, only to misrepresent it himself and refute himself. This is standard Madkhali refutation protocol. Copy and paste, cringe flex on social media, and hope the audience is just as illiterate as him.

This idiot fails to read the two words before the highlighted word. Which say:     meaning, Even if he doesnt believe [that this system of governance] is better than the governance of the Shariah].

This brain dead kid saw the word  and thought the author is conditioning believing a certain system of governance is better than the Shariah, for it to be Major Kufr, when in fact the author does the opposite. Lol, Miskeen. The real kicker for this illiterate kid, and perhaps the pen is lifted from him  is when you read the statement as a whole, when the author (Ibn Baz) is describing nullifiers of Islam:

      (1)                (2)                                       .

And included in that also is everyone who believes that it is permissible to govern by other than the Sharah of Allah in transactions, or prescribed punishments, or other than them  Even if he doesnt believe that [this system of governance] is better than the governance of the Shariah  because by that he would have permitted what Allah has forbidden by consensus. And everyone who deems permissible what Allah has forbidden  from that which is known of the religion by necessity, such as fornication, wine, usury, and judging [between the people] by other than The Sharah of Allah  then he is a disbeliever by the consensus of the Muslims.

Perhaps the Madkhali will persist in his idiocy and illiteracy, because they notice the word  again here at the beginning. The Madkhali trope is to say that  in this passage [and others] can only mean  with respect to the Shariah of Allah. The response to this only requires 3rd grade reading comprehension.

When the author first uses it, its (1)  , and when he uses it later on (2) its referring to  , and the proof for that, is he distinguishes between two different shariahs by using them to contrast one another.

The Madkhali reading of the text, and I use reading very loosely here: 

Its Kufr only if someone believes its allowed within the Shariah, to govern by other than the Shariah even if they dont believe their [innovated] shariah is better than the Shariah of Allah.

How can you ascribe something to the Shariah, yet at the same time distinguish the same thing you attributed to the Shariah, to another shariah?! The statement doesnt even make sense if read this way.

The reality is, the author distinguishes between two shariahs, so by basic reading comprehension, the use of  cant be the same for both instances, because if so, the latter use would contradict its former use.  Rather what is obvious and clearly the intent, is that the latter use of  qualifies the use of the former .

In this statement alone, the author highlights the mere action of [permanently] governing by other shariahs as Kufr, even if only in some matters, and that such an action is Kufr by consensus. He also highlights how scholars have used , which will be highlighted in a future video InshaAllah.

Madkhalis are by far the most intellectually handicapped of the claimants of Islam, only rivaled by Jahmis (modern-day Asharis).""",Salafi jihadi,אילון כהן;זיו חסון,,,,,,,,,Salafi jihadi,א. האשמה בכפירה של שליטי ערב; ביקורת על סלאפים תקלידיים,,,,,,,,,Salafi jihadi,ביקורת על סלאפים תקלידיים,,,,,,
0pxeg9e1r,"""Pitchside Adhaan at Old Trafford.

Led by Qari Ibrahim Idris.",Irrelevant,בנימין ווליך;צבי גופרי,,,,,,,,,,,,,Irrelevant,,,,,,,,,,Irrelevant,,,
fpex3jjva,"Shaykh Saalih al-Luhaydaans Du'a in 2011 for Syria, Libya &amp; other lands &amp; his Du'a for Ali Abdullah Saleh (ruler of Yemen at the time) to either quickly resign or to be removed/toppled &amp; replaced.",Irrelevant,ענה-יה אך;הודיה עופרי,,,,,,,,,,,,,,,Irrelevant,,,,,,Irrelevant,,,,,
0dhkwfgtv,"""Ibn Taymiyyah   said;

Non-Mahrams can't be trusted even if they were the most fearing of Allah.

For indeed, hearts change rapidly and the Shaytan is on the lookout, verily the Prophet  said;

A man is not alone with a woman except that the third of them is the Shaytan""",Irrelevant,צבי גופרי;הילי חכמי,,,,,,,,,,,,,,,,,Salafi taklidi,,,,,,Irrelevant,,,
txy87sn98,"""Update on Sheikh Ali Al-Timimi:

Five years ago, Dr. Ali was released into home confinement, where he remains. At that time, he had served 15 years of a life plus 70-year sentence, all of which was in solitary confinement and under SAMS. 

In the summer of 2024, the lower court finally ruled in his favour and removed the life and 30 years from his sentence, leaving approximately 25 years of the original sentence. Since then, Dr. Ali has finally been allowed to appeal the original conviction and the remaining 25 years of that sentence. 

This is the first time in US legal history that a person has had to wait 20 years to have the opportunity to appeal his convictions.

Depending on how the appellate court rules, Dr. Ali will be cleared of the charges against him or compelled to return to prison to complete the remaining 25 years.

Given that he is in his 60s, a 25-year sentence is an effective death sentence. Please keep him in your prayers and inform as many well-wishers as possible.

 Idris Palmer (@AIdrisPalmer)""",Salafi jihadi,אילון כהן;זיו חסון,,,,,,,,,Irrelevant,,,,,,,,,,Salafi jihadi,ו. תמיכה או ציטוט של דמויות סלפיות ג׳האדיות מוכרות,,,,,,
0l4gponyd,"""Ibn al-Jawzi   :

Be kind to those who are unkind to you, conclude your affairs in private, and make people your acquaintances and not your friends.

[Sayd al-Khtir, 953]""",Irrelevant,אריאל כהן;ענה-יה אך,,,,,,,,,,,Irrelevant,,,,,,,,,,Irrelevant,,,,,
dm62ur93z,"""Imam Ahmad was asked about the meaning of the hadith:

The believer is not stung twice from the same hole.

Imam Ahmad bin Hanbal said:

If he falls into a sin once, he does not return to it [again].

[Tabaqat al-Hanabilah]",Irrelevant,בנימין ווליך;צבי גופרי,,,,,,,,,,,,,Irrelevant,,,,,,,,,,Irrelevant,,,
o4aje7vqu,"""He was clearly being consistent with the ones who accuse Ibn Abd al Barr of kufr. 

Those who accuse the students of imam Ahmad as mujassima 

Those who say the salaf were logically incoherent 

All Asharis, maybe the same as the kid in the video..""",Salafi taklidi,הודיה עופרי;אילון כהן,,,,,,,,,Salafi taklidi,,,,,,Salafi taklidi,,,,,,,,,,,
qk6fw8a6v,"""The only hypocrite here is you.

I have made not one, but SEVERAL posts stating that the scholars of the Asha'irah and Maturidiyyah are not deviants. 

Perhaps you don't know how to read, or you're purposely lying to people. We will not spare you in the court of Allah.""",Irrelevant,זיו חסון;בנימין ווליך,,,,,,,,,,,,,Irrelevant,,,,,,Irrelevant,,,,,,,
13xrdcqiq,"""""While majority of the Muslims fight on dates regarding Ramadan, or Eid, or many follow Saudis, I was looking at Ahmadis calendar and they have it all sorted out for the next 10 years. No telescopes, no last minute suspense. Science nd Logic. Thats what Fawad Ch was fighting for. 
""
--------------

Thank you Qaddianis for fasting with us, many kuffar do take part voluntarily but not like you guys, making a calendar for the blessed month and everything",Irrelevant,צבי גופרי;הילי חכמי,,,,,,,,,,,,,,,,,Irrelevant,,,,,,Irrelevant,,,
764fx1379,"Saw one akhi at the mosque with 2 lucozade sports and a redbull, it's only taraweeh salah mate not 5 sets with Carlos Alcaraz",Irrelevant,אילון כהן;זיו חסון,,,,,,,,,Irrelevant,,,,,,,,,,Irrelevant,,,,,,,
kw8tt5lka,""""" Abu Obaida is not a Martyr!

Rather he is a pure Nasibi with conclusive evidence, and his abode is Hell, and what an evil destination

 Read the article in the replies""
""
--------------

Nasibi means someone who hates the Prophets family.

Filthy rafidhah use this term to label anyone that loves the sahabah as a nasibi

If you do not love the sahabah, you do not love the Prophets family

Abu Obaida   

Rawafid",Salafi taklidi,אריאל כהן;ענה-יה אך,,,,,,,,,,,Salafi taklidi,,,,,,,,,,Irrelevant,,,,,
at2rb3cnv,"""""By this logic Hafez and Bashar al Assad were both Sunnis and not Nusayri Alawites

This is what their scholars also said
Exactly this

Adnan sit this one out, youre doing yourself no favour in long term 

We will not forget where you stood
With the Juice and the oppressors""
""
--------------

Look at this @MrAdnanRashid, ""Sunni"" Bashar.",Irrelevant,בנימין ווליך;צבי גופרי,,,,,,,,,,,,,Irrelevant,,,,,,,,,,Irrelevant,,,
zztdltpm6,"""""@nahafghan LoL

""
--------------

What's wrong with having ties with Mujahideen whom are fighting the corrupt global order of disbelievers?",Salafi jihadi,הילי חכמי;אריאל כהן,,,,,,,,,,,Salafi jihadi,ג. קריאה לג׳האד התקפי (לא הגנתי),,,,,Irrelevant,,,,,,,,,
duvn0e9p3,"""@abulmaali_ Indian Ikhwanis will rather slander IEA on X""",Irrelevant,זיו חסון;בנימין ווליך,,,,,,,,,,,,,Irrelevant,,,,,,Irrelevant,,,,,,,
sts5iubai,"""Maahir al-Qahtaani whining about Shaykh Abdur Rahman al-Barrak because he doesnt speak against Sururis and Ikhwaanis.",Salafi jihadi,צבי גופרי;הילי חכמי,,,,,,,,,,,,,,,,,Salafi taklidi,,,,,,Salafi jihadi,ביקורת על סלאפים תקלידיים,,
t4y8qkmmt,"""Ali al-Hudhayfi your fellow Salafi brother would make bara from you 

We will listen to him and al-Shuraym recite Quran. You can listen to Abu Khadijah.",Salafi taklidi,אילון כהן;זיו חסון,,,,,,,,,Salafi taklidi,,,,,,,,,,Salafi taklidi,,,,,,,
2pl8g9k57,"""I do really want to add on, I dont understand how anyone here who claims they adhere to the Salaf can honour Rasln or take him seriously.

The clip of him literally praising and exaggerating the rank of some Ashar Sufi deviant just because the ruler did, is enough to make anyone cringe.

Its genuinely goosebumps cringe worthy if youve actually seen the clip.

We see why the Salaf were very clear on disliking those who enter upon the rulers frequently.""",Salafi taklidi,אריאל כהן;ענה-יה אך,,,,,,,,,,,Salafi jihadi,ביקורת על סלאפים תקלידיים,,,,,,,,,Salafi taklidi,,,,,
i9ndnga8z,"""""Crazy Egyptian Madkhali Ahmad bin Amarah says that the money given to Trump &amp; other Kuffar by the Muslim countries comes under the legitimate Zakat category Bringing the hearts together to repel their evil &amp; the evil of Iran.""
""
--------------

Salafis mayn",Salafi jihadi,בנימין ווליך;צבי גופרי,,,,,,,,,,,,,Salafi jihadi,א. האשמה בכפירה של שליטי ערב; ביקורת על סלאפים תקלידיים,,,,,,,,,Irrelevant,,,
02vvb1l7y,""" This is Why anaf Scholars Took So Much Caution with Takfr (Obv other Madhabs too)

1 Mull Al al-Qr al-anaf   (d. 1014 AH) said:

The scholars have stated regarding the matter of declaring someone a disbeliever (takfr): if there are 99 possible interpretations indicating kufr (disbelief) and only one that is not kufr, it is better for the muft and the judge to adopt the interpretation that is not kufr.

He further explained that this principle is derived from the saying of the Prophet :

Avert punishments from the Muslims as much as you can. If you find a way out for a Muslim, then let him go.

 [Shar al-Shif al-Q Iy, 2/502]

2 Imm Ibn bidn al-anaf   (d. 1252 AH) said:

The act of disbelief is a grave matter, so I do not declare a believer as a disbeliever. Whenever I find a narration stating [kufr], he is not to be declared as a kfir.

In summary: If there are aspects in an issue that necessitate declaring takfr [excommunication] and one aspect prevents him [from committing kufr], then the muft should lean towards the aspect that prevents declaring takfr on the Muslim, in order to maintain a good opinion towards the Muslim.

Additionally, in al-Bazzyyah, it is added: Except if one explicitly states an intention affirming kufr [disbelief], interpretation [which protected him from takfr] does not benefit them.

 [Radd al-Mutr al al-Durr al-Mukhtr, 4/408]""",Irrelevant,הודיה עופרי;אילון כהן,,,,,,,,,Irrelevant,,,,,,Irrelevant,,,,,,,,,,,
be9rxutjk,Marxists will never forgive salafi jihadis for being more competent than them in literally everything,Salafi jihadi,הילי חכמי;אריאל כהן,,,,,,,,,,,Salafi jihadi,ח. אחר,,,,,Salafi jihadi,ח. אחר,,,,,,,,
om0f6j9t5,"Imm at-Tabar said about the Awbn in this yah:

""The best view is of those who said that it refers to the one who repents after committing sin, who comes back from disobedience to obedience and who leaves that which Allah hates for that which He loves and is pleased with.""",Irrelevant,זיו חסון;בנימין ווליך,,,,,,,,,,,,,Irrelevant,,,,,,Irrelevant,,,,,,,
w0dl5n9ed,"Awn ibn Abdillah said:

      

Someone who remembers Allah among the heedless is like someone who fights after those who flee (the battlefield).

[Musannaf Ibn Ab Shaybah, #34961]",Irrelevant,ענה-יה אך;הודיה עופרי,,,,,,,,,,,,,,,Irrelevant,,,,,,Irrelevant,,,,,
