Tweet ID,Text,Final Decision,Assigned To,Label_eden,Reasons_eden,Label_lior,Reasons_lior,Label_ofek,Reasons_ofek,Label_אורי כהן,Reasons_אורי כהן,Label_אילון כהן,Reasons_אילון כהן,Label_אריאל כהן,Reasons_אריאל כהן,Label_בנימין ווליך,Reasons_בנימין ווליך,Label_הודיה עופרי,Reasons_הודיה עופרי,Label_הילי חכמי,Reasons_הילי חכמי,Label_זיו חסון,Reasons_זיו חסון,Label_ענה-יה אך,Reasons_ענה-יה אך,Label_צבי גופרי,Reasons_צבי גופרי,Label_תומר חוכימה,Reasons_תומר חוכימה
bdk097vw6,"""Finding Joy In Your Ibdah (Worship)

Shaykh Ahmad Musa Jibril","Salafi jihadi","צבי גופרי;הילי חכמי","","","","","","","","","","","","","","","","","Salafi jihadi","ו. תמיכה או ציטוט של דמויות סלפיות ג׳האדיות מוכרות","","","","","Salafi jihadi","ו. תמיכה או ציטוט של דמויות סלפיות ג׳האדיות מוכרות","",""
4llwrgxws,"""Supporters of Majid Freeman have come together outside Birmingham Crown Court to in solidarity as he faces trial for his support for Palestine.

This is a pivotal case, not just for Majid, but for everyone who speaks on the right of Palestinians to resist, especially during an ongoing genocide.

The trial is expected to last three weeks. Please keep Majid in your duas and pray for him to win his case and for justice to prevail.

 Birmingham Crown Court
 20-30th April","Irrelevant","אורי כהן;זיו חסון","","","","","","","Irrelevant","","","","","","","","","","","","Irrelevant","","","","","","",""
jhw84zbom,"""Fear of the future, contentment with the decree of Allah &amp; certainty of faith

- Shaykh Abdus-Salaam ash-Shuway'ir   

(English subtitles)","Salafi taklidi","אילון כהן;ענה-יה אך","","","","","","","","","Salafi taklidi","","","","","","","","","","","","Salafi taklidi","","","","",""
vb3ot8df7,"""""a pitbull could be mauling you to death and these subhumans would blame you for existing in the thing's vicinity. Dogs to Americans are what cows are to Indians.""
""
--------------

Its not an American thing 
Most Europeans are the same
They sleep with their dog in bed and have more empathy for dogs than humans
See when a dog is killed etc 
This is a punishment in itself 
Going out with dogs and cleaning their poo and living with them 
Disgusting people","Irrelevant","אריאל כהן;צבי גופרי","","","","","","","","","","","Irrelevant","","","","","","","","","","","","Irrelevant","","",""
5riq4boxe,"Russia will never come through for you lmao","Irrelevant","בנימין ווליך;אורי כהן","","","","","","","Irrelevant","","","","","","Irrelevant","","","","","","","","","","","","",""
7rdj63mk3,"""This treacherous Rafidi set fire to the body of a Muslim who had no sin except that he testifies that there is none worthy of worship but Allah and that Muhammad is the Messenger of Allah.
So after this, do you still say that Muslims and the Shia, the children of Muta fornication, are brothers?!!""","Salafi jihadi","הודיה עופרי;אילון כהן","","","","","","","","","Salafi jihadi","ד. תמיכה בתכפיר קולקטיבי","","","","","Salafi jihadi","ח. אחר","","","","","","","","","",""
q16oobs9m,"""Do They Seek Honour &amp; Power Through The Disbelievers?  
Abu Hanzala
A good reminder for the sellouts and traitors","Salafi jihadi","הילי חכמי;אריאל כהן","","","","","","","","","","","Salafi jihadi","ו. תמיכה או ציטוט של דמויות סלפיות ג׳האדיות מוכרות","","","","","Salafi jihadi","ו. תמיכה או ציטוט של דמויות סלפיות ג׳האדיות מוכרות","","","","","","","",""
aeup9imvq,"""A statement of the Murjiah:

Aiding kuffr in killing Muslims is only kufr if it stems from love for their religion.

 Shaykh Abdullh al-unaymn
 Shaykh Sulaymn al-Alwn
 Shaykh Khlid al-Fulayj
 Faial al-Jsim","Salafi jihadi","זיו חסון;בנימין ווליך","","","","","","","","","","","","","Salafi jihadi","ו. תמיכה או ציטוט של דמויות סלפיות ג׳האדיות מוכרות","","","","","Salafi jihadi","ו. תמיכה או ציטוט של דמויות סלפיות ג׳האדיות מוכרות","","","","","",""
1i30cmyw0,"Muhammad ibn Nasr al-Marwaz : 

All the Ulama are in agreement to do Raf al-Yadayn except kufa (Ahnaf).","Irrelevant","ענה-יה אך;הודיה עופרי","","","","","","","","","","","","","","","Irrelevant","","","","","","Skip","מה שכתוב בפוסט לא בהרכח תקלידי אבל יש כאן סוגיה על תנועות בתפילה וההוא שכותב כנראה מגן על זה שהסלפים צודקים בתנועות אז ספק האם זה מספיק כדי להגיד שזה סלפי תקלידי","","","",""
b637gfnlu,""".@MichaelJBooks has signed @BegumNadiya's new cookbook, Nadiyas Simple Spices, which will be published in September to coincide with her latest BBC series.

Read here:","Irrelevant","צבי גופרי;הילי חכמי","","","","","","","","","","","","","","","","","Irrelevant","","","","","","Irrelevant","","",""
240qadebe,"Before sheikh Uthaymeen was compromised and changed his views (according to the ruler inclined salafis)
He said it in plain and simple terms that if the ruler permits alcohol or Zina they should be removed even through violence.
This view is the ijama of the salaf.","Salafi jihadi","אורי כהן;זיו חסון","","","","","","","Salafi jihadi","ב. ביטויי גנאי או האשמה בכפירה של חכמי הלכה; ביקורת על סלאפים תקלידיים","","","","","","","","","","","Salafi jihadi","ח. אחר","","","","","",""
s7xf13rfd,"""03 | #Ramadan1447 | THE CONDITIONS OF LA ILAHA ILLA ALLAH p.2 | Shaykh Musa Jibril (  )
PDF:
SRT:","Salafi jihadi","אילון כהן;ענה-יה אך","","","","","","","","","Salafi jihadi","ו. תמיכה או ציטוט של דמויות סלפיות ג׳האדיות מוכרות","","","","","","","","","","","Salafi jihadi","ו. תמיכה או ציטוט של דמויות סלפיות ג׳האדיות מוכרות","","","",""
cdms9pd6e,"""Ibn ajar al-Asqaln ( ) said:

It is well known that a sensible  person finds it distressing that a stranger (non-maram) would see the face of his wife or his daughter, and the like.

(Fat al-Br)","Irrelevant","אריאל כהן;צבי גופרי","","","","","","","","","","","Irrelevant","","","","","","","","","","","","Irrelevant","","",""
80cje3wx8,"""Dr Waleed al Maneesee reciting Musnad al Shafie in the presence of the Allamah and Muhaddith Abdullah al Obaid

Scholars of the Ummah","Irrelevant","בנימין ווליך;אורי כהן","","","","","","","Irrelevant","","","","","","Irrelevant","","","","","","","","","","","","",""
f08xdef7l,"""Haqiqatjou is an enemy of the Muslims.""","Irrelevant","הודיה עופרי;אילון כהן","","","","","","","","","Irrelevant","","","","","","Irrelevant","","","","","","","","","","",""
eyv3ewnjz,"He said when asked about this ayah,    it is enough kufr (to expel one from the millah) 

With that being said , we do not hastily make takfir on the believers like the khawarij and we do not excuse the disbelievers/apostates like the murjiah -","Salafi jihadi","הילי חכמי;אריאל כהן","","","","","","","","","","","Salafi taklidi","","","","","","Irrelevant","","","","","","","","",""
2fjgrrjpq,"""""The challenge of shaykh Muqbil   in Madinah University

These statements we heard from some of the people whilst we were in Al-Jmiah Al-Islmiyyah [Madinah University] and they were saying:

Those who call to the Dall [evidence] call the people to division. 
""
--------------

Sheikh Muqbil's (RH) challenge at Madina University!!

Is there anyone who can bring me evidence that we are obliged to follow a specific mahab.

There was not one who able to bring me evidence. And we were in Al-Jmiah Al-Islmiyyah. So the matter is clear","Salafi taklidi","זיו חסון;בנימין ווליך","","","","","","","","","","","","","Salafi taklidi","","","","","","Salafi taklidi","","","","","","",""
qrf8n7sfd,"Mufti Muhammad bin Ibrahim:

 Regards to Tawagheet : 
by making takfr of them, and doing inkr and avoid them. 

However, (people) reversed the matter and believed in them  made them their rulers over them &amp; substituted the Book &amp; Sunnah or equited them with it. Thus they are +","Salafi jihadi","ענה-יה אך;הודיה עופרי","","","","","","","","","","","","","","","Salafi jihadi","ח. אחר","","","","","Salafi jihadi","ב. ביטויי גנאי או האשמה בכפירה של חכמי הלכה; ד. תמיכה בתכפיר קולקטיבי","","","",""
knkbpwog4,"Uthaymeen praised usama bin ladin, would he be considered khawarij?","Salafi jihadi","צבי גופרי;הילי חכמי","","","","","","","","","","","","","","","","","Salafi jihadi","ו. תמיכה או ציטוט של דמויות סלפיות ג׳האדיות מוכרות","","","","","Salafi jihadi","ביקורת על סלאפים תקלידיים; ו. תמיכה או ציטוט של דמויות סלפיות ג׳האדיות מוכרות","",""
jlsu84u9x,"""""@GBPolitcs Were talking about the Bangladeshi National Party? Right?""
""
--------------","Irrelevant","אורי כהן;זיו חסון","","","","","","","Irrelevant","","","","","","","","","","","","Irrelevant","","","","","","",""
skksxwlz6,"Allah swt is punishing the ummah with useless scholars like rabi al madkhali and his likes who only cause the ummah more difficulty and cast us deeper into this black hole.","Salafi jihadi","אילון כהן;ענה-יה אך","","","","","","","","","Salafi jihadi","ביקורת על סלאפים תקלידיים","","","","","","","","","","","Salafi jihadi","ביקורת על סלאפים תקלידיים","","","",""
x4x03jwu4,"""The filthy Jews should be referred to as Jews and not Israelis. 


#Salafi #ThePiousones #Jews #Palestine","Salafi taklidi","אריאל כהן;צבי גופרי","","","","","","","","","","","Salafi taklidi","","","","","","","","","","","","Salafi taklidi","","",""
xquf07evd,"""What is to be done when there is a conflict between the Jar (Disparagement) and Tadeel (Praise) of a person?
By the Imm and Muhaddith of his era, Muhammad Nsir ad-Deen al-Albn (Allahs mercy be upon him)

Read here:","Salafi taklidi","בנימין ווליך;אורי כהן","","","","","","","Salafi taklidi","","","","","","Salafi taklidi","","","","","","","","","","","","",""
o304jk3ah,"""O Allah, he has transgressed throughout the land and spread corruption, so unleash upon him every form of severe punishment.
Protect our brothers and sisters in Al-Fashir, and safeguard all those oppressed around the world.

Ahmad Musa Jibril
6Jumd alUl1447 AH""","Salafi jihadi","הודיה עופרי;אילון כהן","","","","","","","","","Salafi jihadi","ו. תמיכה או ציטוט של דמויות סלפיות ג׳האדיות מוכרות","","","","","Salafi jihadi","ח. אחר","","","","","","","","","",""
t0xjwqrtd,"""""What Is the Muslims Position Toward These Wars? || Sheikh Aziz Bin Farhan || Ramadan Drops || Day 11 
""
--------------

This is some awful advice sorry, this advice of what Muslims have been doing for decades and it has made the situation of the ummah worse","Irrelevant","הילי חכמי;אריאל כהן","","","","","","","","","","","Irrelevant","","","","","","Irrelevant","","","","","","","","",""
3w392hzns,"""""Just a reminder for Christian's celebrating Easter this week. Jesus looked like the guy in the first picture - not the second. 
""
--------------

I saw Jesus son of Mary
He was of medium height with a reddish complexion and his hair was lank as though water was dripping from it, though it wasnt wet.
-the Prophet Muhammad 

So he is fair skinned and has long smooth hair 
Not like the Gad Saad looking fella on the left","Irrelevant","זיו חסון;בנימין ווליך","","","","","","","","","","","","","Irrelevant","","","","","","Irrelevant","","","","","","",""
juaxyvek2,"""The adversaries of tawd, the promoters of moral decay, and those calling for liberation from values, ethics, and divine commands and prohibitions; such people are increasing in this age, not diminishing. They proclaim that whoever merely says l ilha ill Allh is a believer, even if he abandons the Sharah of Allah entirely!

In their view and creed, rulings pertain only to what lies in the heart, not to outward actions. And the more pretentious among them insist that l ilha ill Allh does not encompass all aspects of life. The result of this corrupt ideology has been the spread of wickedness across the earth, the suspension of jihd in the path of Allah, and the rise of shirk, biddah, and political, economic, intellectual, and social deviations among the Muslims, whereby the true meanings of the Sharah have been lost.

Thus the Murji doctrine fused with the secular mindset that seeks to sever religion from life and life from religion. Many people came to believe that worship is confined to ritual acts performed in the home and the mosque, and that religion has no place in governance or politics. They roll off their tongues the word of unbelief: Render unto Allah what is Allahs, and unto Caesar what is Caesars.

al-Allmah Sulaymn al-Alwn - Al inna nasra Allhi qarb""","Salafi jihadi","ענה-יה אך;הודיה עופרי","","","","","","","","","","","","","","","Salafi jihadi","ו. תמיכה או ציטוט של דמויות סלפיות ג׳האדיות מוכרות","","","","","Salafi jihadi","ו. תמיכה או ציטוט של דמויות סלפיות ג׳האדיות מוכרות; ג. קריאה לג׳האד התקפי (לא הגנתי); ביקורת על סלאפים תקלידיים","","","",""
0oii4ap4p,"""Imam al-Dhahabi: May Allah Curse Those Who Spread Slander and Namimah

Certain individuals conveyed false reports to Imam Ibn Khuzaymah concerning some of his companions and students, leading him to declare them liars and to warn against them on the basis of what had reached him.

After mentioning this story and what Ibn Khuzaymah said about them, Imam al-Dhahabi commented: 

They are not liars; rather, they are reliable Imams. The Shaykh only spoke according to what was conveyed to him about them. So may Allah curse those who spread slander, and those who go about with namimah (tale-carrying).

(Siyar Alam al-Nubala 14/380)""","Irrelevant","צבי גופרי;הילי חכמי","","","","","","","","","","","","","","","","","Irrelevant","","","","","","Irrelevant","","",""
izm1ngshr,"""One of the first things I ever heard our bro Hasan Sumali say is: The 1st call of every innovator is 2 separate the people from the Scholars""","Salafi taklidi","אורי כהן;זיו חסון","","","","","","","Irrelevant","","","","","","","","","","","","Salafi taklidi","","","","","","",""
6zuulxipp,"Eid Mubarak","Irrelevant","אילון כהן;ענה-יה אך","","","","","","","","","Irrelevant","","","","","","","","","","","","Irrelevant","","","","",""
5lka4sl7u,"Madkhalis not going to like this one  #salafi","Salafi jihadi","אריאל כהן;צבי גופרי","","","","","","","","","","","Salafi jihadi","ביקורת על סלאפים תקלידיים","","","","","","","","","","","Salafi jihadi","ביקורת על סלאפים תקלידיים","",""
rzqvpowzv,"I find it hilarious that these madkhali scum would call the mujahideen takfeeris for merely labelling the rulers as disbelievers with legitimate reason, and then go on to make mass takfeer on groups uselessly.
This cancer biiznillah needs to be removed with their false gods.","Salafi jihadi","בנימין ווליך;אורי כהן","","","","","","","Salafi jihadi","ביקורת על סלאפים תקלידיים","","","","","Salafi jihadi","ביקורת על סלאפים תקלידיים; א. האשמה בכפירה של שליטי ערב","","","","","","","","","","","",""
2ohhqed73,"My patron saint is saint hamudi","Irrelevant","הודיה עופרי;אילון כהן","","","","","","","","","Irrelevant","","","","","","Irrelevant","","","","","","","","","","",""
t6xn31buo,"The ruler Is like an attractive woman to the scholar, if the scholar doesnt interact with the ruler cautiously, the ruler will seduce them and take advantage of them like we see today.
Many scholars have ignored the warnings of the salaf in interacting with rulers.","Salafi jihadi","הילי חכמי;אריאל כהן","","","","","","","","","","","Salafi jihadi","ב. ביטויי גנאי או האשמה בכפירה של חכמי הלכה","","","","","Salafi jihadi","ביקורת על סלאפים תקלידיים","","","","","","","",""
fowhsllnb,"""@joebradford @farasat_latif This is due to Yasir sheer ignorance on tbe topic, he has been refuted and he himself also clarified the misunderstanding, which off course was being ignorant.



This is why you see pagan Christians and Atheists using that as an argument.""","Irrelevant","זיו חסון;בנימין ווליך","","","","","","","","","","","","","Irrelevant","","","","","","Irrelevant","","","","","","",""
bmhcyt3ss,"""Masjid al-Aqsa - Inside &amp; Outside [6] @taqwatravels","Irrelevant","ענה-יה אך;הודיה עופרי","","","","","","","","","","","","","","","Irrelevant","","","","","","Irrelevant","","","","",""
8ydi4e32t,"""Increase sending salawat upon the Prophet 

Shaykh Sulayman al-Alwan said:

Abundant Salawat upon the Prophet  are a sign of love for him. And the more the heart increases in love for the Prophet , the more it strives to embody his character and follow his actions.","Salafi jihadi","צבי גופרי;הילי חכמי","","","","","","","","","","","","","","","","","Salafi jihadi","ו. תמיכה או ציטוט של דמויות סלפיות ג׳האדיות מוכרות","","","","","Salafi jihadi","ו. תמיכה או ציטוט של דמויות סלפיות ג׳האדיות מוכרות","",""
mqaw3e1gi,"""""What an absolute retarded way to deal with the ulema of Ahle tashayyu. Extremely unbecoming of an army chief to make statements befitting of some online troll. Tell the ulema who cheered groups beheading your soldiers to go to xyz country first.""
""
--------------

These Rawafidh are ungrateful honestly.

Sunni protestors in October last year were killed in hundreds for protesting against Trump's plan while Shias who literally rioted and had armed individuals were served iftar by state.

Yahud level gaslighting Rawafidh got.","Irrelevant","אורי כהן;זיו חסון","","","","","","","Irrelevant","","","","","","","","","","","","Irrelevant","","","","","","",""
08hl4rg2n,"""May 2024: A formal signed document publicly listing Abu Muadh Taqweems shortcomings  distributed network-wide.
April 2026: Abu Khadeejah posts Shaykh al-Fawzan on the impermissibility of publicising peoples shortcomings.
The dates speak for themselves.""","Salafi taklidi","אילון כהן;ענה-יה אך","","","","","","","","","Skip","לא הצלחתי להכריע בוודאות מוחלטת אם מדובר בביקורת ג'יהאדיסטית על סלפים תקלידי, או שמדובר בכלל בויכוח אידיאולוגי פנים-סלפי","","","","","","","","","","","Salafi taklidi","","","","",""
j0tu03qbo,"""Focus, my dear brothers and sisters, on simply learning, gaining knowledge, understanding, memorizing. Dont allow the entertainment industry setup by pseudo scholars in the west to turn you away from Albaani, Bin Baz, Uthaymin, Muqbil, Fawzan, Rabee, Abdul Muhsin, Ubayd.""","Salafi taklidi","אריאל כהן;צבי גופרי","","","","","","","","","","","Salafi taklidi","","","","","","","","","","","","Salafi taklidi","","",""
n3kn41a9a,"""The abandonment by Muslims of supporting the oppressed is evidence of the sickness or death of hearts. And a day will come for the silent ones when they will be dragged to prisons in chains, finding no one to defend them.

Shaykh Sulaymaan al-Alwaan (May Allah free him)""","Salafi jihadi","בנימין ווליך;אורי כהן","","","","","","","Salafi jihadi","ו. תמיכה או ציטוט של דמויות סלפיות ג׳האדיות מוכרות","","","","","Salafi jihadi","ו. תמיכה או ציטוט של דמויות סלפיות ג׳האדיות מוכרות","","","","","","","","","","","",""
uiehjd24r,"Abu Bakr at-Tutl (d.270AH) said:

How ugly and disgraceful it is for one who is learned, practicing, insightful, discerning, and truly knowledgeable, to be exposed because of a lack of patience, seeking to hasten the reward, inclining toward the world, and preferring its desires and pleasures.

[Kitb az-Zuhd]","Irrelevant","הודיה עופרי;אילון כהן","","","","","","","","","Irrelevant","","","","","","Irrelevant","","","","","","","","","","",""
66auxqv1z,"No, hes not Salafi

Abu Kahdeejah doing AK things lol","Salafi taklidi","הילי חכמי;אריאל כהן","","","","","","","","","","","Salafi taklidi","","","","","","Irrelevant","","","","","","","","",""
xq7xs58ed,"""""Mujahideen hiding in mosques ""
""
--------------

Your Shia leaders dont even know how to pray","Irrelevant","זיו חסון;בנימין ווליך","","","","","","","","","","","","","Irrelevant","","","","","","Irrelevant","","","","","","",""
g3oozbxrn,"""Alhamdulillah, the wait is over!

The ""70 Hadeeth Refuting Khawarij"" book has been finally translated! Read and share; the khawarij have no excuse now!","Salafi taklidi","ענה-יה אך;הודיה עופרי","","","","","","","","","","","","","","","Salafi taklidi","","","","","","Salafi taklidi","","","","",""
2iqqq7d2e,"""Same thing all the time:

Madkhali: ""we follow the salaf and person X, Y and Z is a Khaariji""

Random guy: ""do you have any proof that this person is a Kharaji?""

Madkhali: ""shaykh Abu Khadeeja said"".

Random guy: ""But you claim to follow the Salaf and the Salaf defined the Khawaarij as those who make Takfir on major sins. These people X, Y and Z dont do that.""

Madkhali: ""You are an innovator and a Kharaaji for defending the Khawaarij. You are blocked.""""","Salafi taklidi","צבי גופרי;הילי חכמי","","","","","","","","","","","","","","","","","Irrelevant","","","","","","Salafi taklidi","","",""
7h7ycfhyi,"Abdullah ibn Jibrn says:

              

Also, due to interpretation, scholars have not declared some of who exaggerate in venerating the dead and ask them as disbelievers 

Tashl al-Aqdah al-Islmiyyah","Salafi taklidi","אורי כהן;זיו חסון","","","","","","","Irrelevant","","","","","","","","","","","","Salafi taklidi","","","","","","",""
bt1sdbr57,"The ruler permitting it is disbelief in and of itself his position and status isnt like the father.
This whole comparison is a fallacy, a better comparison is like an imam in a masjid who tells the congregation that homosexuality is permissible in Islam, however the ruler still","Salafi jihadi","אילון כהן;ענה-יה אך","","","","","","","","","Salafi jihadi","א. האשמה בכפירה של שליטי ערב","","","","","","","","","","","Salafi jihadi","ביקורת על סלאפים תקלידיים; ד. תמיכה בתכפיר קולקטיבי","","","",""
edrn7dxhe,"""Shaykh Al al-udhayf ( ): 

Advice to Ahl al-Sunnah Regarding Oppression, Upholding Truth and Loyalty to Personalities

Audio and translation:","Salafi taklidi","אריאל כהן;צבי גופרי","","","","","","","","","","","Irrelevant","","","","","","","","","","","","Salafi taklidi","","",""
o268xzbmg,"The munafiqeen are one and the same as the Shia they take the rabbis and monks as gods besides Allah, they will label you khariji for repeating what their scholars who they claim to take from but dont in reality, hijacking these scholars who have nothing to do with them.","Irrelevant","בנימין ווליך;אורי כהן","","","","","","","Irrelevant","","","","","","Irrelevant","","","","","","","","","","","","",""
n12vre5ok,"The Rfidah of our time  are Kuffar Bil-Umm 

Anyone who disagrees with this , being aware of their kufriyat and shirk , is a foolish zindq with an ikhwani mindset 

                            ""         

Anas Bin Mlik RadiAllahu Anhu reported that Nabi  

said: The Dajjal would be followed by seventy thousand Jews of ( )Isfahan wearing Persian shawls. 

I wonder what Jews are in asbahn","Salafi jihadi","הודיה עופרי;אילון כהן","","","","","","","","","Salafi jihadi","ד. תמיכה בתכפיר קולקטיבי","","","","","Irrelevant","","","","","","","","","","",""
wvqp9r40t,"An Afghan warrior was excuted during the Second Anglo-Afghan War in 1879 at the gate of Peshawar.

The title of the news was :

 "" The execution of a Ghazi, or Mussulman fanatic "" 

( May Allah have mercy on him Ameen)","Irrelevant","הילי חכמי;אריאל כהן","","","","","","","","","","","Irrelevant","","","","","","Irrelevant","","","","","","","","",""
suy4ji9xp,"""Shaykh Saalih al-Luhaydaans Du'a in 2011 for Syria, Libya &amp; other lands &amp; his Du'a for Ali Abdullah Saleh (ruler of Yemen at the time) to either quickly resign or to be removed/toppled &amp; replaced.","Salafi taklidi","זיו חסון;בנימין ווליך","","","","","","","","","","","","","Salafi jihadi","ביקורת על סלאפים תקלידיים","","","","","Salafi taklidi","","","","","","",""
w0kscskeo,"""A rare photo of Shaykh Slih al-Luhaydn   with his close friend and companion who he studied with and shared scholarly circles with, Shaykh Abdullah Ibn Jibrn   

This was before Ibn Jibrns death, surprisingly, al-Luhaydn somehow didnt know he was an Ikhwani""","Salafi taklidi","ענה-יה אך;הודיה עופרי","","","","","","","","","","","","","","","Salafi taklidi","","","","","","Salafi taklidi","","","","",""
mji13jn1x,"""Manners of Students Toward Their Deceased Teacher.

Ibn al-Ar mentions that shortly before his (al-Nawaws) death, he accompanied al-Naww (may Allh have mercy on him) to the graves of his mashyikh. al-Naww visited them, recited some Qurn, made supplication, and wept.

  Tufat al-Tlibn & Umdat al-libn.""","Irrelevant","צבי גופרי;הילי חכמי","","","","","","","","","","","","","","","","","Irrelevant","","","","","","Irrelevant","","",""
box7emzng,"Khaythamah [ibn Abdur Rahman] said:

It used to be said (by the Sahba): Whoever fasts Ramadan and then dies within that year will enter Jannah.

[Abdul Ghan al-Maqdis, Fadil Shahr Ramadn, #40]","Irrelevant","אורי כהן;זיו חסון","","","","","","","Irrelevant","","","","","","","","","","","","Irrelevant","","","","","","",""
kf9lxmu6u,"I dont know why people are shocked about Mishari al-Afaasys recent behaviour. Its been known for a long time now that he is a modern day equivalent of a court jester. Below is his Nasheed in praise of MBS. The Salaf are far removed from such nonsense.","Salafi jihadi","אילון כהן;ענה-יה אך","","","","","","","","","Salafi jihadi","ביקורת על סלאפים תקלידיים","","","","","","","","","","","Skip","סלפי אבל ספק אם תקלידי","","","",""
zdrhq1nin,"Alhamdulillah, I haven't had any fried or oily desi/Afghan food. Kept it clean this Ramadan.","Irrelevant","אריאל כהן;צבי גופרי","","","","","","","","","","","Irrelevant","","","","","","","","","","","","Irrelevant","","",""
a4qjd8nvd,"""Come, bring a knife and cleave apart
This solitude within my heart 
Then lay my love within the tear And stitch it up with tender care.

- Al Hajjaj Ibn Yusuf","Irrelevant","בנימין ווליך;אורי כהן","","","","","","","Irrelevant","","","","","","Irrelevant","","","","","","","","","","","","",""
q3vv30ohn,"""""Cant make this shit up these niggas gotta burn 
""
--------------","Irrelevant","הודיה עופרי;אילון כהן","","","","","","","","","Irrelevant","","","","","","Irrelevant","","","","","","","","","","",""
v8v8iyd0s,"""Imam Ibn al-Qayyim (may Allah have mercy on him) said:
No matter how long a trial lasts, it will come to an end.
Allah has made hardships, pains, and evils in this world cut off (they do not last forever).
[Mukhtaar al-Sawaaiq al-Mursalah (p. 268)]
Abdulilah lahmami""","Salafi taklidi","הילי חכמי;אריאל כהן","","","","","","","","","","","Salafi taklidi","","","","","","Salafi taklidi","","","","","","","","",""
ilgs77kfl,"""Our Hearts Bleed For Palestine | Shaykh Abu Hakeem Bilal Davis (@AbuHakeemBilal)
#Palestine #islam","Salafi taklidi","זיו חסון;בנימין ווליך","","","","","","","","","","","","","Salafi taklidi","","","","","","Salafi taklidi","","","","","","",""
ety7xroea,"Also, attempting to argue that your side must be on the truth solely due to someones burnout doesnt work, because there are plenty of people on both sides of the spectrum or from different groups who have left Islam.","Irrelevant","ענה-יה אך;הודיה עופרי","","","","","","","","","","","","","","","Irrelevant","","","","","","Irrelevant","","","","",""
09qrgdibn,"""An entire family of five - husband, wife &amp; children entered Islam today 

           

Alhamdu lillah! 

This was @iiinaudio with @hikmahpubs Hassan Somali 

May Allah bless them and make them firm.","Salafi taklidi","צבי גופרי;הילי חכמי","","","","","","","","","","","","","","","","","Salafi taklidi","","","","","","Salafi taklidi","","",""
03013rx3k,"""""The below 3 are among the greatest Islamic scholars of modern times which every Muslim should know:

1. Shaykh Ibn Uthaymeen
2. Shaykh Ibn Baz
3. Shaykh Saleh al-Fawzan

Benefit from their works, lessons and reminders! 
""
--------------

All I see is 6 kuffar","Salafi jihadi","אורי כהן;זיו חסון","","","","","","","Salafi jihadi","ב. ביטויי גנאי או האשמה בכפירה של חכמי הלכה","","","","","","","","","","","Salafi jihadi","ב. ביטויי גנאי או האשמה בכפירה של חכמי הלכה","","","","","",""
tbtdr71c6,"""Anak2 Palestina disiksa, termasuk yg dewasa, kaki diamputasi dan mata dibutakan pake besi. Kek gini yg dibela siwo2. Ikut dosa lu. Jahanam.","Irrelevant","אילון כהן;ענה-יה אך","","","","","","","","","Irrelevant","","","","","","","","","","","","Irrelevant","","","","",""
42avsn3kz,"What income is worse and more evil than the income of selling the religion of Allah by palace scholars, and we thought selling drugs or alcohol was bad","Salafi jihadi","אריאל כהן;צבי גופרי","","","","","","","","","","","Salafi jihadi","ב. ביטויי גנאי או האשמה בכפירה של חכמי הלכה","","","","","","","","","","","Salafi jihadi","ב. ביטויי גנאי או האשמה בכפירה של חכמי הלכה","",""
cagy6hzoj,"""Shiites are not Muslim and I stay by my word.. you will see them making sajoud to anything other than to Allah . There is no tawheed in Shiism.. they call out to anyone other than Allah Almighty.  

Here shiites prostrating to the killers of the sunnah .""","Irrelevant","בנימין ווליך;אורי כהן","","","","","","","Irrelevant","","","","","","Irrelevant","","","","","","","","","","","","",""
m1cbbntni,"@ibnalwaily","Irrelevant","הודיה עופרי;אילון כהן","","","","","","","","","Irrelevant","","","","","","Irrelevant","","","","","","","","","","",""
de9ws9ss0,"Weighing Words By The Truth.
Ibn al-Qayyim:
Shaykh al-Islm (Ab Ism'l al-Haraw) is beloved to us, but the truth...","Salafi taklidi","הילי חכמי;אריאל כהן","","","","","","","","","","","Salafi taklidi","","","","","","Salafi taklidi","","","","","","","","",""
bhrw2a0bv,"Al-Hasan al-Basr said:

       

They pile mountains upon mountains [of wealth] while the people around them are in misery. 

[Imm Ahmad, Kitb az-Zuhd]","Irrelevant","זיו חסון;בנימין ווליך","","","","","","","","","","","","","Irrelevant","","","","","","Irrelevant","","","","","","",""
42291rprh,"""UAE is killing Sudanese People 
UAE is Killing Sudanese People 
UAE is killing Sudanese People
UAE is killing Sudanese People
UAE is killing Sudanese People""","Irrelevant","ענה-יה אך;הודיה עופרי","","","","","","","","","","","","","","","Irrelevant","","","","","","Irrelevant","","","","",""
f0755buxd,"""When a Scholar Makes an Error, the Whole World Makes an Error!

Sh Bad-ud-dn writes in the Muqaddimah of his Tafsr after explaining that requests were made of him to author a tafsr:

""So I began to ponder over the affair, and consider what I had to offer and the reality of the task at hand. If they had entrusted me to move a towering mountain, it would have been easier for me. I took a step forward and back again.

Another consideration: man is prone to making mistakes and forgetting, and I feared that I would make a mistake or an error, for when a scholar makes an error, the whole world makes an error, to the point that I intended to excuse myself.""

We cannot fathom the weight on a scholar's shoulders. This great imm, with a level of knowledge acknowledged by the likes of Al-Albni, Muqbil, Rab, would not start writing his Tafsr because he feared making mistakes.""","Salafi taklidi","צבי גופרי;הילי חכמי","","","","","","","","","","","","","","","","","Salafi taklidi","","","","","","Salafi taklidi","","",""
