text,label_Irrelevant,label_Salafi jihadi,label_Salafi taklidi,max_prob,model_decision,uncertainty_score
"""This weekend, I discussed the call of Shaykh Abd Allah al-Qarawi. Before his arrival in the southern region of the Kingdom of Saudi Arabia, he purchased 20,000 rials worth of books, including Kitab al-Tawhid, Al-Usul al-Thalathah, masahif, and others. One of the first things he did after settling was open a small shop to sell his wares. He also established lessons there. Students came to learn the fundamentals of the faith. That small shop became the fountainhead of his call in the region.

This shows that the most effective dawah can spread from the simplest places. While many of our centers and masjids may be humble, they are beacons in cities across the country. I am reminded of this each time I visit our brothers at @Masjid_IbnAbbas in College Park, Georgia. From that masjid in a strip mall, our brothers have established the call to Salafiyyah. May Allah bless them for their efforts. It always brings us joy to visit them. This weekend was no exception.

We gathered, travelers and residents, to read passages from the classical work Ighathah al-Lahfan by Imam Ibn al-Qayyim al-Jawziyyah, a work that clarifies the devils deceptions. Al-Allamah Salih al-Fawzan likens it to Ibn al-Jawzis Talbis Iblis. Both works clarify the deviations of misguided groups, such as the Sufis and the people of rhetoric. The English version, Purification of the Heart, is a translation of the books introduction, in which the author discusses how to protect the heart from the diseases of doubts and desires, how to arm it against deviation and disbelief. 

It was a wonderful three-day event, full of warm encounters and benefit. May Allah reward the community for their invitation and hospitality. May He continue to bless them to spread the Salafi call in the Atlanta area. Indeed, Allah is merciful to His servants.""",0.05735799,0.19699027,0.6284181,0.6284181,Salafi taklidi,0.12841809999999998
"""Today I received word that one of our elders, Shaykh Muhammad Amin, has passed away. I knew him for many years and grew close to him in the 90s. He was one of the pioneers of @GtownMasjid who worked tirelessly to support the masjid and the community. What I remember most is his smile and the warmth of his greetings.

May Allah have mercy on him and admit him into Paradise. May He grant his family and loved ones patience. To Allah we belong, and to Him we shall return.""",0.036384508,0.06301638,0.88087374,0.88087374,Salafi taklidi,0.38087373999999996
"""Imam Muqbil al-Wdi ( ) said: 

Those who attack the scholars, their call will eventually cease, while the scholars remain. [Questions from Morocco]

A warning to us all. 

He said: 

Returning to the scholars is a path of salvation. 

Sincere advice and direction.""",0.6154853,0.15145561,0.055604413,0.6154853,Irrelevant,0.11548530000000001
"""The Etiquettes of Jumu'ah - Mustafa George @Mustafa_George 

Khutbah: 14th of July 2023",0.07480213,0.02629879,0.84596634,0.84596634,Salafi taklidi,0.34596634000000004
"""The Reality of Saudi Arabia &amp; Alcohol
#islam #SaudiArabia #Saudi

Credit: @HammaadBYunus",0.782119,0.13686338,0.03347381,0.782119,Irrelevant,0.282119
"""Now don't come to me with the 8th naqid al Islam, shaykh an najmee has already refuted this doubt

Subhaan Allah, this video really pierces  into the heart! The one living in kaafir countries, suffering oppression would understand

- Shaykh Abu khadeejah  ( )",0.01879743,0.16393827,0.89980805,0.89980805,Salafi taklidi,0.33606173
"""Yasir Qadhi misses the mark againhe contradicts the Quran and opposes the Messenger of Allah () in his end justifies the means political philosophy. He screams out in exultation of the Rabbis and Jews, These are our brethren! These are our brethren! They are the REAL followers of Moses! They are the ones who make the Children of Israel proud!
This is not the belief of the Muslimsthis is not what the Qur'an teaches, nor is it from the teachings of the Prophet Muhammad (). The REAL followers of Moses (peace be upon him) believe in Jesus son of Mary as the servant and Messenger of God, and they believe in Muhammad () as the servant and final Messenger of Godthat is the religion of Islam. 
Allah () said in the Quran: And whoever desires other than Islam as religionnever will it be accepted from him, and in the Hereafter, he will be among the losers. (3:85) And He (the Most High) said: Verily, those who disbelieve (in the religion of Islam) among the People of the Scripture (Jews and Christians) and the Pagans will abide in the Fire of Hell. They are the worst of creation. (98:6) So, how are the Jews who disbelieved in Jesus and Muhammad (and disbelieved in the Books revealed to these Prophets) be the REAL followers of Moses?!
If they were [as Qadhi claims] the REAL followers of Moses (peace be upon him), they would follow the Prophet Muhammad () because that is what Moses (peace be upon him) would do, just as the Prophet () said: I have certainly come to you with that which is pure and clear proof... By the One in whose Hand is my soul, even if Moses (peace be upon him) was alive, he would have no choice but to follow me. (Imm Ahmad in al-Musnad, 3/387 no. 14859, graded authentic by al-Albn)
Furthermore, The Talmudic stories make fun of Jesus birth from a virgin, fervently contest his claim to be the Messiah... and maintain that he was rightfully executed as a blasphemer and idolater. (Jesus in the Talmud, Peter Schfer)
Our brethren believe in all of Gods Prophets including Moses, Jesus and Muhammad (peace be upon them all). The Prophet () said: By the One in whose hand is the soul of Muhammad, there is not a person from this nation, whether he is a Jew or a Christian, who hears of me, and then dies without believing in the message I was sent with except that he will be among the people of Hellfire. (Muslim, no. 153)""",0.43847275,0.46812692,0.06590796,0.46812692,"No decision, maximum is Salafi jihadi",0.03187308
"""Misguided modernists who'll unite with anyone, and stand with anyone because the end justifies the means: Tahir Wyatt, Yasir Qadhi, Omar Suleiman, et. al. are astray callers leading others astray. Their philosophy: If the goal is important enough, any method employed in getting there is acceptable.
Shaikh lih Al-Fawzn said: As for the person who wishes to unite the lizard and the fish, as they saymeaning, that he seeks to unite the animals of the land with animals of the sea, altogether, then this is not possibleor that he wants to gather fire and water in the same pan. Likewise, it is not possible to unite Ahlus-Sunnah wal-Jamah with the paths of those who oppose them such as the Khawrij, the Mutazilah, the Hizbs (group partisans) from those who call themselves contemporary Muslims. So,he wishes to unite the misguided ones of this age with the Methodology of the Salaf, but we say: The latter part of this Ummah will not be rectified except by that which rectified its early part. So, it is important to distinguish matters and clarify them. (Al-Ajwibah Al-Mufeedah an Asilah Al-Manhij Al-Jadeedah, p. 35-39) Read the 13-page PDF here:",0.109088816,0.15427437,0.46104214,0.46104214,"No decision, maximum is Salafi taklidi",0.03895786000000001
"""Who Is The Khariji?

Shaykh Rslan",0.02958544,0.07698636,0.8982062,0.8982062,Salafi taklidi,0.39820619999999995
"""Sheikh Al-Fawzan Makes Dua Against Everyone Who Seeks Harm For The Muslims And Everyone Who Caused The Destruction Of Their Homes",0.6235664,0.20425661,0.05642916,0.6235664,Irrelevant,0.12356639999999997
"""The people of the Sunnah will say the truth even if the whole world is against them.""",0.37385726,0.030505875,0.3473707,0.37385726,"No decision, maximum is Irrelevant",0.12614273999999998
"""Shaykh Salih al-Fawzan   regarding the Saudi Soldiers:

- They are performing Jihad and Ribat for the Sake of Allah.

- They are Sacrificing themselves and their time to protect Islam and Muslims

- Asks Allah to grant them victory, success and aid them

- Quotes the Hadith ""Ribat (protecting the borders) for one day and night is greater than the world and what's in it and it is from the best of deeds if not the best

This the position of our scholars regarding the muslim armies and leaders, contrast this with the khawarij who view them as tawaghit, kuffar, munafiqin, shayatin and enemies of Allah.

So tell me,

Who correct?

Shaykh al-Allamah Salih al-Fawzan   and the Imams of Ahlus Sunnah

Or

Tiktok generation 20 yr old children, no knowledge nothing just vibes.""",0.07840126,0.3001787,0.48381585,0.48381585,"No decision, maximum is Salafi taklidi",0.016184150000000008
"""Hear and obey the ruler even if he beats your back and takes your wealth. (Muslim)

Abu Htim Ar-Rzi (d. 277H) and Abu Zurah Ar-Rzi (d. 264H) cited ijm (consensus) in their work, Aqdatur-Rziyain stating, We hold that it is impermissible to rebel against the rulers.""",0.25053966,0.020654798,0.708319,0.708319,Salafi taklidi,0.20831900000000003
"The new shauyk of @salafidawahmcr  @AbdullahJallow9 @DawahTH  fawaz madkhali 

An example of fawaz Facebook  page where he spreads tabloid news as if your watching bbc news worse he makes dua against the entire Muslim nation of emirates  he says may Allah not grant them safety this is an entire Muslim nation ?!!!!  

In reality we know they dont rate fawaz they only supporting him becasue abu iyaad has said we are going down this way so their tassub has lead them to follow him !",0.065025516,0.40278748,0.55484825,0.55484825,Salafi taklidi,0.05484825000000004
"""

Reciting more than the Surah al Faathiha is Mustahab(Recommended) and not from Waajibaath. Even in the 3rd Rakah it's permissible to recite more than al Faathiha ( the Opening Surah by which the Salah begins). 
  """,0.82997984,0.010812372,0.1344718,0.82997984,Irrelevant,0.32997984
"""3/3 Unfortunately, this disrespect is what has been seen in the writings of Amjad Rafiq -may Allah rectify him- towards Shaykh Abdullah Bukhari on more than one occasion. 

I advise the people of Sunnah not to turn to any of it.""",0.023244794,0.22916967,0.8555373,0.8555373,Salafi taklidi,0.27083033
"Ibn Taymiyyah:

The further a person is from tawd and the Sunnah, the closer he is to shirk, innovation, and lying.

Just like the Rfiah, who are the most deceitful of the people of innovation and the most indulged in shirk.",0.072263695,0.022538854,0.87318444,0.87318444,Salafi taklidi,0.37318443999999995
"al-Dhahab:

Ibn Taymyyah has admirers among scholars and the righteous, among soldiers and commanders, among merchants and notable figures, and the general public all love him, because he was devoted to benefiting them day and night with his speech and his pen.",0.2560868,0.012965199,0.84727806,0.84727806,Salafi taklidi,0.2439132
"""Sheikh Ibn Baz   said: When I lost my sight as a child, I heard my aunt say to my mother, thinking I was asleep, ""Poor Abdul Aziz, how will he get a job to support himself?"".

- He later became the Grand Mufti of the Kingdom, Chairman of the Council of Senior Scholars, Chairman of the Islamic Jurisprudence Academy, and winner of the King Faisal Prize for Service to Islam""",0.7691849,0.16868308,0.037136853,0.7691849,Irrelevant,0.26918489999999995
"What group of muslim claimants are still following this guy?

Own up!

Sufis?
Shias?
Asharis?
Maturidis?
Kharijis?
Liberals?
Ikhwanis?
Ahmadis?
Hadith rejectors?

Why on earth does he have 84k followers?",0.8750645,0.14183597,0.024809822,0.8750645,Irrelevant,0.35816402999999997
"""Brand new series by AMAU! 

Inspired by the Salaf taught by Sheikh Abu Bakr Al-Khalafi

 Our first episode uncovers a hard truth: many of us have turned worship into content and attention into a habit. 

The Salaf hid their good deeds, while we chase visibility.

 If youve ever checked who viewed your story this one is for you.

Watch here :",0.66694576,0.019915204,0.1269583,0.66694576,Irrelevant,0.16694576000000005
""" Al-Binaa is back!

After a short break, the Al-Binaa Programme returns with Season 2, continuing its journey of structured Islamic #learning and personal growth.

Note: First lesson will start on Wednesday 5th November. 

Not to be missed. Spread the word. Share the Khayr!",0.5563876,0.00796189,0.63180983,0.63180983,Salafi taklidi,0.05638759999999998
""" Introducing ""Majalis Ilmiyyah"", our brand new series on issues that matter to students of Islamic knowledge.

 In every episode, our teachers discuss topics students rarely hear about on social platforms: the challenges, the methods, and the moments of growth that unfold quietly in circles of knowledge.

 In this episode, Ustadh Muhammad Tim Humble and Sheikh Abu Bakr Al-Khalafi open that door with a discussion about books, building a library, reading habits, and much more:",0.46352693,0.010922409,0.72452116,0.72452116,Salafi taklidi,0.036473069999999996
"The Salaf safeguarded the honour of Muslims, assuming innocence until proven otherwise, yet when necessity required, they exposed the liar or innovator with due proof.

They combined protecting honour with clarifying truth, without oppression or reckless slander.",0.2322154,0.17555782,0.28666762,0.28666762,"No decision, maximum is Salafi taklidi",0.21333238
"The death of a disbeliever? They rush to eulogise him

A Rfi who curses the Prophet s wives &amp; companions, spilled the blood of Muslims? They mourn him

But a Salafi scholar who defended tawd dies? They mock, curse, &amp; rejoice

This is Ikhwnism in its true, rotten form",0.26175496,0.19987215,0.16348293,0.26175496,"No decision, maximum is Irrelevant",0.23824504000000002
"""May Allah make us humble and die upon Tawheed and Sunnah. No gain is sought for position or wealth. Just rectification and to Him we trust.""",0.13461861,0.02784834,0.6487712,0.6487712,Salafi taklidi,0.1487712
"""Al-Istiqaama to be sincere to fulfill the commandments of Allah, keep away from prohibited and not be like the dodgy fox
    """"         
        
Tafseer alBaghawi""",0.12523238,0.018957598,0.79444104,0.79444104,Salafi taklidi,0.29444104000000004
"""Shaykh al-Fawzn:

Without doubt, keeping a wife without financially supporting her is not acceptable.

[Al-Mulakhas al-Fiqh, 2/380]""",0.054232195,0.052164182,0.82975906,0.82975906,Salafi taklidi,0.32975906
"""Alhamdulillah!

A young sister accepted Islam this evening at the dawah table. May Allah keep her steadfast and fill her life with guidance 

May Allah reward our brothers for their  effort @WalesCCDawah",0.5938237,0.007934953,0.3502936,0.5938237,Irrelevant,0.09382369999999995
"""Holding on to the Sunnah with the onslaught of all it's enemies may be difficult at times.. but remain patient upon the truth..",0.8979215,0.008621728,0.12900043,0.8979215,Irrelevant,0.37099957
"""                 

The Messenger of Allh ('alaihis-salm) said:

""There is no person who abandons a Muslim at a situation where his sanctity is violated and his honour is diminished, except that Allah, The Mighty and Majestic, will abandon him in a situation where he would love to receive His support.""

Reported by Imm Ahmad and graded hasan by Shaykh al-Albani""",0.025844691,0.08649929,0.89222866,0.89222866,Salafi taklidi,0.39222866
"""Criticisms are accepted based on specific criteria:

1. trustworthiness of the criticizer
2. proof

The 'lim is returned to for clarity and explanation; they are the inheritors of the Prophet sallallhu 'alaihi wa sallam. They are a source of learning and knowledge. They are respected and loved, but this does not mean:

1. Their criticism is accepted without proof
2. Criticism is not accepted, even when there is proof, because the criticizer is not an 'lim.""",0.30028632,0.03947304,0.28316447,0.30028632,"No decision, maximum is Irrelevant",0.19971368
"""3/3 Unfortunately, this disrespect is what has been seen in the writings of Amjad Rafiq -may Allah rectify him- towards Shaykh Abdullah Bukhari on more than one occasion. 

I advise the people of Sunnah not to turn to any of it.""",0.023244794,0.22916967,0.8555373,0.8555373,Salafi taklidi,0.27083033
"""Islam is spreading, and the false propaganda is just noise in the background. 

157 people embraced Islam in 21 days @GtownMasjid 

May Allah bless them all on their journey.",0.846168,0.007817143,0.13829166,0.846168,Irrelevant,0.34616800000000003
""""" Ramadan Opportunity

We have the chance to secure 17,000 sq ft near our Masjid.

Safe parking for our community.
Usable space for our children.

Were raising $100,000 to secure it. Insha Allah. 

Donate. Share. Secure your reward.


""
--------------

This will be an invaluable necessary purchase, completing the masjid project! Aid our beloved brothers reach the goal in Ramadhn! Spending this Ramadhn with the community here I see clearly how much this rapidly growing community needs support! Allahumma Baarik!",0.8160864,0.009805774,0.2274863,0.8160864,Irrelevant,0.27251369999999997
"""""7000 left to reach 30K!

DEADLINE: 1 DAYS

May Allah bless you all, accept our deeds, and make us  among those honoured with seeing His Noble Face. Please support:

 NEW MASJID APPEAL

 Target: 100,000

 Remaining: 76.451.36

Give for the sake of Allah and be part of something beneficial for all.

The Prophet  said:
""Whoever builds a mosque for the sake of Allah, Allah will build for him a house in Paradise.""
[Sahih al-Bukhari, Sahih Muslim]

The Prophet  Said; ""Charity does not decrease wealth, no one forgives another but Allah increases his honour, and no one humbled himself for the sake of Allah but that Allah raises his status."" Sahih Muslim 2588

 Bank Transfer
Markaz Al-Rahma
Sort Code: 20-92-63
Acc No: 53805387

 
""
--------------

Lets aid our beloved brother in @MarkazRahma reach this goal! The clock is ticking and they are running out of time! The amount is not large it is achievable if we all help in some way!",0.865105,0.011630642,0.1431686,0.865105,Irrelevant,0.3568314
"Audio File Update: The Tafseer of Ayaat 152-163 (6 Audios) have now been added!



We will complete the Tafseer of the last two Ayaat of Suratul An'aam in Tomorrows Dars Inshallah!",0.5067673,0.01067317,0.5599411,0.5599411,Salafi taklidi,0.006767300000000032
Roasting Terrible opponent @mohammed_hijab,0.3875664,0.02271076,0.4315448,0.4315448,"No decision, maximum is Salafi taklidi",0.0684552
"""""Shout out to the brothers, and the sisters! 
""
--------------

Muslim mom is doing great work follow her on @TheMumMuslim for great content",0.22328684,0.011621196,0.82038695,0.82038695,Salafi taklidi,0.27671316
"""Neo-Darwinism breaks stuff to bring about limited change. But building life? That's intelligent design. Catch the second half of @AMcDiarmid's conversation with molecular biologist Dr. @DougAxe and biochemist Dr. Michael Behe. Link in comments! @DiscoveryCSC @TSOEfilm",0.6583168,0.019351773,0.40636238,0.6583168,Irrelevant,0.09363761999999998
"""Umar bin khattab marriage to
the daughter of Ali ibn Abi Talib.""",0.8964446,0.041914243,0.0417096,0.8964446,Irrelevant,0.39644460000000004
"""The Sinning Salaf in Contrast to the Religious Person upon Innovation",0.35946655,0.056025833,0.24453834,0.35946655,"No decision, maximum is Irrelevant",0.14053345
"""  NEW: [1] Sects and Splinter Groups 

Excerpt: In The Name of Allah, The Most Merciful, The Bestower of Mercy.
The Shia
The Jarudiyyah among the Zaydiyyah
Firstly: They are the followers of a person known as Abu al-Jrd. They claimed that the Prophet, peace and blessings of Allah be upon him, appointed Al as leader by description and not by name. They also claimed that the Companions disbelieved by abandoning the pledge of alleg...

 Read the full post: 

 Join our Telegram Channel:",0.08565082,0.015750151,0.8869772,0.8869772,Salafi taklidi,0.3869772
"""Alhamdulillah just another Friday night at @SmokeyBeardsQ",0.87380075,0.012190824,0.10143397,0.87380075,Irrelevant,0.37380075
"""Before altal-Maghrib [4] @taqwatravels",0.5309767,0.20010202,0.064538226,0.5309767,Irrelevant,0.030976699999999968
"""Masjid al-Aqsa after Fajr prayer, and before Jummu'ah [3] @taqwatravels",0.12528524,0.039919693,0.63662434,0.63662434,Salafi taklidi,0.13662434
"""Taqwa Travels @taqwatravels-  Palestine Trip, Rajab 1444H | January 2023 | Album

The Old City, Jerusalem &amp; the Hotel",0.16413645,0.026684124,0.60794985,0.60794985,Salafi taklidi,0.10794985000000001
"""Imam al-Dhahabi: May Allah Curse Those Who Spread Slander and Namimah

Certain individuals conveyed false reports to Imam Ibn Khuzaymah concerning some of his companions and students, leading him to declare them liars and to warn against them on the basis of what had reached him.

After mentioning this story and what Ibn Khuzaymah said about them, Imam al-Dhahabi commented: 

They are not liars; rather, they are reliable Imams. The Shaykh only spoke according to what was conveyed to him about them. So may Allah curse those who spread slander, and those who go about with namimah (tale-carrying).

(Siyar Alam al-Nubala 14/380)""",0.050490584,0.18778287,0.67233807,0.67233807,Salafi taklidi,0.17233807
"""Shaykh al-Albn: It Is Inappropriate to Comment on Audio Clips from a Cassette Without Listening to All of It from Beginning to End

Read here:",0.8750767,0.016614223,0.05905749,0.8750767,Irrelevant,0.37507670000000004
"""What is to be done when there is a conflict between the Jar (Disparagement) and Tadeel (Praise) of a person?
By the Imm and Muhaddith of his era, Muhammad Nsir ad-Deen al-Albn (Allahs mercy be upon him)

Read here:",0.1380573,0.010149977,0.8871257,0.8871257,Salafi taklidi,0.3619427
"""Only those who seek authority and leadership, like Arafat, spread this type of speech in a cunning manner.

Shaykh Ubayd said:
I advise that after me you invite the likes of Shaykh Abdullah al-Bukhari and likewise Shaykh Arafat al-Muhammadi , that you invite them similarly from the Mashaiykh to participate in these Dawrt (Conferences)  (with Tele-Links)

In the Maldives, Arafats followers circulate this statement and other tazkiyah of mention of ""Allaama"" as a sole reference point, claiming that Salafis must return to Dr. Arafat and Shaykh al-Bukhari in all disputes. Anyone who does not return to them is practically deemed misguided, as if they have abandoned the major Salafi scholars. They have given Arafat and others a level they do not deserve, placing him at the top of a mountain where no one can touch him, and treating any correction of his errors or refutation as unacceptable. 

This is done by deliberately mistranslating the statement and presenting it as an exclusive endorsement and the only point of reference for all Salafis after the Shaykh.

This is how they translated and spread it in the Maldives:

After me (as individuals to be returned to       or to be asked questions, to have matters clarified, or to be brought to your lands to give dawah), for you, the ones I select and point to are Shaykh Abdullah ibn Abd al-Rahim al-Bukhari and Shaykh Arafat ibn Hasan al-Muhammadi.

They turned an invitation to participate in conferences into a claim of sole authority to be returned to. This resembles a form of tahazzub, as their partisanship toward Dr. Arafat and Shaykh al-Bukhari is evident from their actions.""",0.051799826,0.38534203,0.70015776,0.70015776,Salafi taklidi,0.11465797
"""An entire family of five - husband, wife &amp; children entered Islam today 

           

Alhamdu lillah! 

This was @iiinaudio with @hikmahpubs Hassan Somali 

May Allah bless them and make them firm.",0.7135603,0.011388687,0.1612636,0.7135603,Irrelevant,0.21356030000000004
"""Perhaps the most impactful piece to reducing gun crimes

The efforts of @GtownMasjid to improve  the safety and growth of the community are being recognized nationally. 

May Allah bless everyone involved.",0.7311431,0.010052312,0.35680345,0.7311431,Irrelevant,0.14319654999999998
"""Between 2000-2020, Saudi Arabia has provided more than $6,473,586,361 in aid to the State of Palestine,



People want to act like Saudi does nothing for the Muslims of Palestine, when in reality they have donated billions of dollars.

If we gathered all these people shouting and marching the streets in Protests, or those online making takfir of Salafis and Saudi en masse as we speak, (calling them munafiqin, kuffar)

Would we even reach 100 million total donated? Hmm... food for thought, who is really helping the Muslims in Palestine and who is really just giving lip service, posturing and acting as if they care,

But when it comes to, as they put your money where your mouth is.... it's silence...""",0.4576828,0.67102844,0.07755824,0.67102844,Salafi jihadi,0.0423172
"""Hamas Is Not Going To Give Victory To Islaam  Shaykh Muqbil Bin Hadi Al-Wadiee",0.08540617,0.493834,0.49098665,0.493834,"No decision, maximum is Salafi jihadi",0.006166000000000005
"""Allahu Akbar! 

Weve witnessed similar efforts with our memorable conference 2 months ago, where a group of Salafis left Philadelphia on less then a days notice and drove over 18 hrs total there and back to deliver books for the conference in Toronto. 

Unity, brotherhood and striving across the East coast. May Allh bless the efforts of our teachers and elders.""",0.21798661,0.027513878,0.56706834,0.56706834,Salafi taklidi,0.06706833999999995
"""Hamas is not going to give victory to Islam,

Those who will are the ones upon Quran and Sunnah.

Hamas are Hizbis with them is the Ikhwani and the Rafidhi

If they had any victory then thereafter they would start killing one another

- Allamah Muqbil ibn Hadi al-Wadi'i",0.16257152,0.54884,0.22399683,0.54884,Salafi jihadi,0.048839999999999995
"""Sam Shamoun &amp; his side chick STRUGGLE to answer how there isnt only 1 human in the world 

@BruceSaiFun @CapturingChrist",0.57113665,0.044719506,0.1587492,0.57113665,Irrelevant,0.07113665000000002
"""How grave-worshippers talk about al-Imam al-Mujaddid Muhammad ibn Abd al-Wahhab  """,0.7748912,0.013230514,0.14773796,0.7748912,Irrelevant,0.2748912
"""God inspired the author of Matthew to use Circular Reasoning 

Aye @muslimorthodoxy we found the circle mayne that theyve been obsessing about its within matthew",0.89899284,0.009986092,0.16453229,0.89899284,Irrelevant,0.33546771
"""""Daniel is right. The Mu'tazila who held that view and the Karramis who held the view of the Quran being Muhdath (emergent) are not Kuffar. They are Mubtadi'ah. That's the dominant position of the Sunni schools.

""
--------------

Sufyn ibn Uyaynah  :

 The Quran is the speech of Allah . 

 Whoever says that it is created is a disbeliever,

 And whoever doubts the disbelief of such a person is also a disbeliever.",0.03272059,0.08510292,0.8579787,0.8579787,Salafi taklidi,0.3579787
"Ibn al-Qayyim: Closing eyes in Salah?

 The correct view is that if keeping the eyes open does not affect khush, then it is preferred. 

However, if opening the eyes affects a persons khush because of decorations, designs, or anything else in front of them that distracts",0.7452676,0.012315753,0.25318196,0.7452676,Irrelevant,0.24526760000000003
"""   

We ask Allah to guide and rectify all of our affairs.

Due to recent matters and the lack of a clear public stance regarding the situation surrounding Abu Iyad, which has had an impact on the community, a decision has been made in accordance with what we believe is in the best interest of the Ummah. As Muslims, when clarity comes to us, it is upon us to stand firmly upon it.

Effective immediately, our brother Kashif Khan will no longer serve as the Imam or teacher of our masjid.

For any questions or concerns, please direct them to the administration.

  """,0.05018009,0.1079443,0.77159417,0.77159417,Salafi taklidi,0.27159416999999997
"""May 2024: A formal signed document publicly listing Abu Muadh Taqweems shortcomings  distributed network-wide.
April 2026: Abu Khadeejah posts Shaykh al-Fawzan on the impermissibility of publicising peoples shortcomings.
The dates speak for themselves.""",0.03070987,0.2783312,0.81783366,0.81783366,Salafi taklidi,0.2216688
"""Part 3| Refutation of @AbuIyaadSP

2 topics in this video:
-Lies in the article South Yemen
-Using the same principles (qawid) as Abu al-Hassan",0.03208633,0.14480652,0.8262583,0.8262583,Salafi taklidi,0.3262583
"""Sheikh Mustafa Mabram -hafidhahullaah- wrote:

The continued presence of the people of knowledge in the ummah is a safety valve for it, and people will remain in a good state so long as they recognize the status of their scholars.

It was narrated from Abdullah ibn Amr, may Allah be pleased with him, that the Prophet  said:
Indeed, Allah does not remove knowledge by snatching it away from people, but He takes away knowledge by taking away the scholars. Until when He leaves no scholar, the people will take ignorant ones as leaders. They are asked, and they give fatwa without knowledge; thus they go astray and lead others astray.

Agreed upon by al-Bukhari and Muslim.

Goodness will remain in the ummah as long as there is a scholar among them. And among the loftiest principles in dealing with the people of knowledge is knowing their ranks in knowledge.

Among the scholars who are known to the ummah, and whom those before them testified to for their knowledge and that they should be returned to, are: 

- Shaykh al-Fawzaan
- Shaykh al-Abbaad
- Shaykh Muhammad ibn Hasan Aal al-Shaykh
- Shaykh Abdullah al-Bukhaari.

And across the world are noble mashayikh who have a status and connection with these scholars.""

Source: official Telegram channel of the shaikh",0.032884624,0.06295443,0.8992401,0.8992401,Salafi taklidi,0.3992401
"""Learn Usool al-Fiqh! (Islamic Legal Maxims)

What's the difference between Towfeeqiyyah &amp; Towqeefiyyah?

Learn the principles &amp; work through some scenarios with @1MMeducation as he shows you how Shaykh Ibn 'Uthaymeen ( ) would apply them.

VIDEO:",0.06093312,0.026678182,0.8381593,0.8381593,Salafi taklidi,0.33815930000000005
"""Talk tomorrow insha'Allah by Sheikh Abubakar Al-Khalafi",0.16144839,0.015869249,0.77568954,0.77568954,Salafi taklidi,0.27568954
"""Talk this Saturday after Salatul Maghrib (7.49pm) insha'Allah by Sheikh Abubakar Al-Khalafi: Missing Ramadan. All welcome!",0.23883457,0.015554035,0.5965679,0.5965679,Salafi taklidi,0.09656790000000004
"Scary how Muslims are relying on AI apps like ChatGPT for Islamic knowledge instead of going to scholars.

These apps need to be fact-checkedthey even make up Qurn verses!

@MuslimCouncil shared a khutbah quoting a verse that doesnt exist.



Wake up!",0.54919684,0.011549431,0.3283491,0.54919684,Irrelevant,0.04919684000000002
"Muftis &amp; teachers must approach fiqh rulings with balanceharshness in issues where scholars differed only breeds confusion &amp; poor practice.

When a matter doesnt oppose a clear text or consensus, present it with respect.

Wisdom lies in balanced discourse, not rigid harshness.",0.73606354,0.015766734,0.13638575,0.73606354,Irrelevant,0.23606353999999996
"""The Straight Path is clear if you are athari, Upon following the Sunnah with the narrations of the Companions, their students then their students.",0.7139288,0.009133768,0.4466851,0.7139288,Irrelevant,0.0533149
One may sleep and not get up!  Sheikh Abdulaziz Bin Baz rahimahullah:,0.058676932,0.095416054,0.7789088,0.7789088,Salafi taklidi,0.27890879999999996
"The Straight Path is clear if you are athari, Upon following the Sunnah with the narrations of the Companions, their students then their students.",0.32100812,0.0123213455,0.81812155,0.81812155,Salafi taklidi,0.17899188
"""#Ramadan Reminders 1447  Day 01

It is not from the Sunnah to specifically recite only the Qurn in this blessed month...

Read on:",0.77208084,0.011873289,0.48922393,0.77208084,Irrelevant,0.010776070000000026
"""#Ramadn1447 Start Tonight!

Well be Open from 11 am to 5 pm every day during Ramadn. Support the fastest-growing Dawah in the West by shopping at the Salafi Bookstore & Islamic Centre!

Also, stay tuned! Our Daily Ramadn Reminders Are Back!""",0.74197716,0.060083326,0.05113655,0.74197716,Irrelevant,0.24197716000000002
"Silence is not always golden. Shaykh Ibn Bz (may Allh have mercy on him) said:
If the people of truth were to remain silent about clarifying it, those who err would continue in their errors, and others would imitate them in that...",0.63386935,0.008856358,0.3911917,0.63386935,Irrelevant,0.10880830000000002
"""""From Thursday 19th of February 2026 every day in Ramadhn we will continue the Tafseer of Suratul Anaam inshallah

Telegram

Mixlr
 
""
--------------

*LIVE NOW!*",0.65974224,0.010638203,0.2749503,0.65974224,Irrelevant,0.15974224000000004
"""From Thursday 19th of February 2026 every day in Ramadhn we will continue the Tafseer of Suratul Anaam inshallah

Telegram

Mixlr",0.14522882,0.043572262,0.54058695,0.54058695,Salafi taklidi,0.04058695000000001
"In preparation for Ramadhan! 

Here are previous Tafseer lessons arranged by Surah. We are at the end of Suratul Anam will be continuing this Ramadhan Inshallah with its completion and theBeginning of the tremendous Suratul Arf!

1Tafseer Suratul Faatihah (Complete)


2Tafseer Suratul Baqarah (Complete)


3Tafseer Suratu li Imrn (Complete)


4Tafseer Suratun Nis (Complete)


5Tafseer Suratul Midah (Complete)


6Tafseer Suratul Anaam (Ongoing)


Be sure to follow the accounts for Ramadhan:

YouTube (1 Year old will be uploading to it more regularly)



Telegram



Mixlr



Website



Soundcloud",0.49804193,0.020267436,0.42750528,0.49804193,"No decision, maximum is Irrelevant",0.0019580699999999784
