text,id
"""SNEAKO goes OFF on PBD interrupting Terrence Howard opening up about having int*rcourse at 4 yrs old, asking if the females were Muslim 

""They weren't even Muslim dumb id*ot! Terrence Howard is revealing his childhood trauma and PBD is using this as an opportunity to push anti-MusIim propaganda. You see this coordinated effort?""""",
"""Look at these useless, corrupt fools - bought and owned by the Israeli lobbies. They airlifted free of charge hundreds of Israelis to Britain during Irans bombing campaign but would not offer its own UK citizens from the flotilla to Gaza any form of protection or help after we had been kidnapped and held hostage. There is a day of reckoning coming in May during the Holyrood elections and in England during the council elections. Tiocfaidh r l """,83.0
Loving Others Like Allah Is Shirk |ClickDEEN360  via @YouTube,
"""""#Taliban spokesman Zabihullah Mujahid to Radio Tehran: We hope the war between US and #Iran does not occur. However, if such a conflict happens, Iran will emerge victorious and #Afghans will cooperate with Iranian people to fullest extent of our capabilities. 
""
--------------

The Taliban and their Rafidha brothers Mushriks in one camp.  Ya Allah destroy them like you destroyed the people of Madyan",
None Worthy of Worship Except Allah |ClickDEEN360  via @YouTube,
"""Exciting Announcement for Manchester!

Were delighted to announce the opening of our new location in Manchester. Visit us for an extensive selection of Authentic English Literature and Prophetic Medicine.

The Salafi Bookstore & Islamic Centre Manchester

Address: 100 Claremont Road, Moss Side, Manchester, M14 4RR
Tel: 01612220850
Email: manchester@salafibookstore.com""",
#IslamicReminder #Quran #Health #selfdestruction  via @YouTube,
"""Shaykh Ahmad Musa Jibril warns against those who misuse statements of scholars to make mass Takfir.

Note: This is NOT in reference to falling into clear kufr like Shirk without valid Ikrah (coercion).",
"""Iran vs United States",
"""We visited Dallori Balla, a remote village in Swabi where landslides caused by the floods killed 37 villagers, including 13 members of one household
We found a young boy there that constantly sits on the rubble of his house where all of his family perished, may Allh bless him

PayPal  

DonorBox",
"""Statement on the Tragic Terror Attack in New Orleans",
"""""Haqiqatjou has to be the least masculine anti-lgbt and anti-feminist, constantly engaging in zesty and bizarrely feminine behavior, emulating women in voice and gestures, with endless snorts and other unbearable sound effects. This guy is such a psyop. 
""
--------------

It is genuinely laughable. This zindiq Haqiqatjou postures as some kind of giga chad because he loudly attacks liberalism, yet the moment shirk and Rafidism appear he turns into a full-blown simp. When tawhid demands an actual backbone, he completely collapses, waters down the creed, prostitutes Athari principles, and humiliates himself by twisting every line of belief just to accommodate every mushrik zindiq, all in the name of a hollow, fraudulent unity.  He has even adopted their majoosi lingo (Wahhabi takfiri this and that) and their effeminate mannerisms.",40.0
"""Is This Your Thanks to Allah?",
#allah  via @YouTube,
""" 2 Short Reminders Added.
Raman 1447 | 2026  Daily Reminders  Birmingham: @MasjidSalafi  &amp; @AstonMasjid",
"""Shaykh Muqbil never mentioned specific rulers., absolute copium, here he called specific people Tawagheet. The brainlets have 2 options

1. Claim he retracted these statements (They are all on his website) &amp; admit he was a Khariji before this.

2. Accept that this was his view.""",
"""@brandon_maly @AAGDhillon @BillAckman @tedcruz @LauraLoomer @benshapiro @VivekGRamaswamy @KatiePavlich @GovMikeHuckabee @EYakoby Settle down jew, nobody is reading that and nobody cares""",
I am looking for fluent Arabic speakers who can translate into English. DM me if interested,3.0
"""Katie Johnson  was just 13, looking to be a model in New York. Ghislaine Maxwell lured her to Jeffrey Epsteins 71st St townhouse, where Trump raped her in 1994. Its all there in the Epstein files. She was interviewed by the FBI. They covered it up.",
"""We were visited on site by an elderly uncle today who lived across the road. He said since he's got older it has become difficult for him to walk far, and he can longer pray in jama'ah. He said he's been making du'a that Allh opens a Masjid near his house so he can start going for his salah again. 

When we informed him of the salawat, duroos and children's classes we have planned, he became emotional and said he'd inform his family so they can donate so we can open quicker for him to re-establish his prayers in jama'ah after all these years!

This is where your donations will be going inshAllh. Let TODAY be the day! Be the one who is compensated by Allh due to the charity you gave to our Markaz campaign! Donate generously NOW for the sake of Allh! 

Dont delay in clicking this link  & giving a portion of the wealth that Ar-Razq gave you!""",
"Posting Othman Khabeeth in pics with martyred Syrian fighters doesnt change fact that he called the soldiers of Kuwait fighting for American interests Murabitun lol 
You can cope as long as you want but Khabeeth called out Hamas for aligning with Iran 
Allah exposes him and you",
"""With the arrival of Ramadan,
some may be faced with an abundance of tasks;
However, do not deprive yourself of:
- Praying in congregation in the Masjid, for men
- Reciting Qura'an and pondering over it
- Taraweeh prayers
- Charity
- As-Sunan Ar-Rawatib
- Guarding your limbs [from sins]
- Supplication at the time of Iftaar

And in all of that, follow the guidance of your Prophet Muhammad .""",
Madkhals never surprise me with their nifq,101.0
"To them - defending awght who replace and abolish the Sharah is part of the Sunnah that none may defy, and anyone who is willing to defend Muslims from aggression of kuffr is a ""khrij"" and/or ""emotional.""

 .",102.0
"""""Olunu istihada gnderen anne 
""
--------------

This was an operation under JN where Jolani gave a speech talking about heroism of the brother who blew himself up so that an Islamic Emirate in Sham can be established, praising the mothers resilience
What do you think this brother would say to him and his cult followers today?",
"""May Allah bring the downfall of Benjamin Netanyahu next",
"""Increase in your supplications during this blessed month...",
"""@HaqqRemains_ Retracting ones opinion on this issue is a common matter among scholars, and it differs from the thinking of Daesh, who carry out istitabah because of it and consider anyone who permits it to be automatically a disbeliever..""",
Your Duty Ends at Conveying  |ClickDEEN360  via @YouTube,
"""BREAKING: Tony Blair has been appointed to the Gaza Board of Peace after Satan was unavailable and Genghis Khan said ""no"" because he thought it might be harmful to his reputation x",84.0
"""""Little Mai and her mother ask for your continued support. Winter has arrived, their living conditions are harsh, and Ramadan is approaching while donations are very limited. Please consider donating and sharing to help make a difference. 

Please spare 5 if you can 
""
--------------

Keep our little sister Mai and her mother in your dua's and continue to donate for the sake of Allaah BarakAllahu Feekum",53.0
"""That's my position too. There is no contradiction in takfiring Rawafid, particularly their leaders, yet still standing with them against Zionists. This is different from the approach of shirk defenders like the zindiq Daniel Haqiqatjou, who went as far as painting Khamenei and his cult as some sort of heroes of Islam and canonising him into a martyr saint.

So there are two extremes:

- Those cheerleading this attack on Iran, although most casualties are innocent civilians, including Sunnis.

- Those who try to water down all the crimes and shirk of the Rawafid.

As Muslims, we should support even mushrik Christian non-Zionists against Zionists and, by extension, Rawafid. However, that does not mean we cannot takfir them or expose their kufr and falsehood (notice how the Sudani general at the end did not even add takfir for the Rawafid).""",
"""         .
Sheikh Abdullah Al-Anqari reprimands those who affiliate themselves with Salafism while defending Asharism.",
"""Shall I tell you about the people of Paradise?

#Jannah #Paradise #BukhariBenefits",
#dua #viral #trending #foryou  via @YouTube,
#islamicreminder #quran #health #healthyfood #halalfood  via @YouTube,
"""25 | #Ramadan1447 | ALLAH WILL ANSWER THIS SUPPLICATION | Shaykh Musa Jibril (  )
PDF:",
"""Effects of the private sins ....

 Sheikh Muhammad Al hajiri.",
""" How to be Certain that You Catch Laylatul-Qadr",
"Shaykh Sad bin Zuayr, one of the students of Shaykh amd bin Uql ash-Shuayb, mentioned that Shaykh Muammad ibn Ibrhm would not issue a fatw until he presented it to his student Shaykh amd bin Uql.",11.0
"""Shaykh li al-Fawzn speaks about those who allow the disbelievers into the lands of muslims when assisting them against the muslims and how this is disbelief even if he hates their religion.

Interestingly, he then speaks about those who bring them in and enabled them to build churches and the likes, and this is what he says :

_

Shaykh Sulaymn ibn Abd Allh ibn Muammad ibn Abd al Wahhb said: [That if someone openly displays their] agreement with their religion [of the Mushrikin]

Shaykh li al-Fawzn said: Meaning: He enabled them [the mushrikin] to establish churches in the lands of the Muslims, and granted them freedom, and said to the Muslims: Do not prevent them from anything; whatever they request from you, comply with it. This is mudhanah, because our religion forbids this.



Shaykh Sulaymn ibn Abd Allh ibn Muammad ibn Abd al-Wahhb said: [And if he does this then] indeed he is a disbeliever like them.

Shaykh li al-Fawzn commentates: Because he enabled the [religion of the] disbelievers and was pleased with their religion, and he forewent what the religion of Islm obliged upon him  namely disassociating the religion of the disbelievers and disavowing it. He did not disavow it; rather, he permitted it, justified it, and granted them freedom [to establish their religion] in the lands of the Muslims.

Shaykh Sulaymn ibn Abd Allh ibn Muammad ibn Abd al-Wahhb said: [And if he does this then indeed he is a disbeliever like them] even if he detests their religion and hates them.

Shaykh li al-Fawzn commentates: Meaning: if he loves their religion, then this makes him a disbeliever (kfir), an apostate, if he establish them. And if he establishes them while he hates their religion, then this act of his constitutes apostasy from Islm, because he has assisted them against the Muslims.

        (31,32)""",
"""When you want to commit a war crime, you appoint a war criminal.",76.0
"""Inside the New York Town Invaded by Welfare-Addicted Jews...",27.0
"""Shia vs Yahd: The War Between Two Friends

Ustadh Abu Ousayd",
"""""A Messege From Shamsi To Br Sneako
@DusDawah 
""
--------------

Zindeeq Shamsi why is Murtad bin Salman praying for forgiveness and paradise for a Mushrik Rafidhi?",
"""Remember all those moronic Madkhalis blindly defending their lord MBS? Some claiming the photo is fake, some claiming its a completely different guy, some claiming its AI. The original photo was released in the recent Epstein file dump by the American (in)justice department. 



Keep in mind, this meeting occurred after he was a convicted sex offender. This is who your Taghut MBS spends his time with, and whom your rabbis bootlick and condition Salafiyyah with. Look at that beaming smile! A picture of close friends. 

May Allah continue to expose these Tawagheet.""",
"""""Hey @grok , remove the flag that kills children 
""
--------------",57.0
"""Those happy with the bombing of Iran &amp; the killing of the khabith Ali Khamenei need to be remember what the apostate Arab &amp; Gulf states have done to Ahlus-Sunnah &amp; the Muwahideen!

These tawagheet are two sides of the same coin, anyone who can not see this reality is an imbecile""",
"""Audio lectures: #Zakat and Its Rulings In Islam by @AbuKhadeejahSP 
#Ramadan",
""" The Odd Nights Of Raman Cannot Be Known With Certainty

By Sh. Ab akeem Bill Davis @AbuHakeemBilal   

Read more here: 

Dont limit your search for Laylatul Qadr to the commonly mentioned odd nights. If Raman is 29 days, the last ten begin on the 20th night, meaning what we count as even could actually be among the nights intended in the narrations.

Start striving from the 20th night onward and seek the blessing of every night of the last ten. The reward is too great to gamble with.""",
Those Who Worship Others Besides Allah Are Misguided |ClickDEEN360  via @YouTube,
"Beware of Shirk, Worship Allah Alone |ClickDEEN360  via @YouTube",
"""On this day in 1961, the US, UK and Belgium assassinated Patrice Lumumba, the first democratically elected leader of the Republic of Congo, because he sought to restore national control over the country's mineral reserves. Remember Lumumba!",23.0
"""A separatist from somaliland region is asking young people in Somaliland to donate blood to help injured IDF (Israeli army) soldiers.
He also said that Kids under 18 should save their lunch money so they can send it to help with Israels war effort.
Thats the tweet.",
""" [Playlist] Two Raman Reminders Added. 

 @AbuKhadeejahSP  @AbuIdrees 

Raman 1447 | 2026  Daily Reminders  Birmingham: @MasjidSalafi  &amp; @AstonMasjid",
Saudi Army of Kufr Shaykh Turki al-Binali Rahimahullah,
"The targeting of the Iranian ""Kish"" International airport of Iran's Radar site by the IDF-USAF Joint Coalition.

 POV coordinates:
26.52558611, 54.01388611
 Radar site coordinates:
26.53389167, 53.99012778",
"""In sha Allah I will be going for umrah tomorrow

If anyone has any duas they would like me to make on their behalf please let me know",52.0
"""""NOW - Netanyahu: ""You see the difference. The tyrants of Tehran target civilians, we target the tyrants of Tehran to protect civilians."" 
""
--------------

Never forget Gaza",
"""""..Dont Deceive The Muslims .. 
""
--------------

Funny how this Munafiq is speaking about Iran allying with America what about your Taghut kingdomof Saudi Arabia ya Munafiq 
(Check thread)",
"Daniel Haqiqatjou is a disgusting Iranian agent

Look at how he mocks Saudi Arabia while it was being unjustly attacked",
"Social media making it easily accessible while also encouraging promiscuity from women is what makes those who fall in weaker each time.

Practical actions for are to stay busy, avoid places that encourage it, fast to diminish it's strength. And the best, if you can, get married.",67.0
"Watch Pahlavist Zionists trying to storm an embassy, featuring the mental asylum escapee Goldie Ghamari and the Kermit-the-Frog-voiced Armin Navabi",46.0
"""On this day, March 8th, 2005
Aslan (Khalid) Maskhadov was martyred.",
"""The testimony of the 13 year old who said Trump raped her was released by the DOJ on 5th March 2026. 

The FBI spoke to her 4 times.  

Did you hear about this?",
"""Our sister Aafia Siddiqui turns 54 today on March 2nd and spent nearly half her life in prison due to the Taghut Pakistani government surrendering an innocent woman.
#IAmAafia #SaveAafia #FreeAafiaSiddiqui",
Those You Call Besides Allah Cannot Help You |ClickDEEN360  via @YouTube,
"""""Reza Pahlavis daughter is posting messages on IG about how people in Iran are killing themselves because they dont think Trump is going to attack. Incredible stuff. 
""
--------------

The mushrik is the most humiliated and vilest of creation.",39.0
"""@yairlapid Its been about 48 hours since you called for a campaign of Israeli attacks on Iranian energy infrastructure and civilians

Everyone knows you are the worlds worst terrorist",
""" and  are the two websites to follow for uncompromising Dawah in our era.

Free from bowing down the Taghut and free from sugarcoating to please the masses.",
"""13 | #Ramadan1447 | WHOEVER KNOWS ALLAH MORE WILL FEAR HIM MORE | Shaykh Musa Jibril (  )
PDF: 
SRT:",
The Prophets Duty Is to Convey Clearly  |ClickDEEN360  via @YouTube,
"""Yasir Qadhi didnt dismantle any myth, he only dismantled his credibility &amp; integrity. 

By his own admission, after immersing himself in Western institutions, he began to experience doubts about his faith.

The romanticization of Orientalism raises serious concerns &amp; questions.""",
"""Alawites are moving based on coordination and orders of SDF. 

One of their goal is to provoke a Sunni reaction that could trigger chaos and instability that serves agendas of SDF, shabiha Assadists, alawites, druze and Israel.""",
"""        .        .       '    . 

1/2""",
"""What if you died today? 

Point to reflect on. May Allah grant us good ends whilst He is pleased with us. 
 
Masjid Daar us Sunnah are losing their premises. 

We are raising funds to buy a building urgently. 
Donate today:",
"""We support the Red Ribbon Campaign demanding the freedom of all Palestinian hostages.Their freedom is inseparable from the liberation of Palestine! #FreePalHostages #_""",28.0
False Intercessors Besides Allah |ClickDEEN360  via @YouTube,
"""""
""
--------------

Wallahi anyone who believes this Grifter Zindeeq Sneako is Muslim is either a jahil or Zindeeq himself who should re learn the basics of Islam!",
"""New Arrival!
The Warning of Ahlus-Sunnah, the Salafiyyn, Against Sitting and Mixing with the People of Desires and Innovation.

By ash-Shaikh al-Allmah: Rab Ibn Hd al-Madkhal (may Allhs mercy be upon him). Translated by Shaikh Ab Khadeejah Abdul-Wid Alam @AbuKhadeejahSP 

Order Here:",
"""E P S T E I N""",
"""Masjid Imam Ibn Taymiyyah, Islamabad  @IkhlaasTrust @SalafiMaktabah  Watch the video and share with friends and family. Donate securely:",
"""New Publication:
 
The History and Origins of the Kalm Theology of the Ashars and Mturds 

A Handbook of historical facts and concealed realities.
Paperback, 100 pages.

Available 4th quarter 2025 inshAllh from",
"""When one reflects upon the religion of Islm, one comes to realise its profound beauty in bringing about the betterment and rectification for all of mankind. Among the blessings and favours of Allh are the prescribed acts of worship, within which lie tremendous benefits, both for the individual and for society as a whole. #Ramadn #Ramadhan #Ramadaan2026""",
"""A lady in her 40s just took shahadah at the table   
May Allah keep her firm. Ameen""",
"""Rfidah are worse than donkeys! 

- Shaykh Ahmad Musa Jibril",
"The targeting of the IRGC's ""Heydar Karrar"" SSM Tunnel Entrance in Tehran's Damavand, Iran by the IDF-USAF coalition.

 Coordinates:
35.686431 52.143692",
"""A Person is Raised in Rank After Death because of the Du of the Son or Daughter.",
"""These three brothers are some of the most famous Zionists in America. Their parents live in Israel. 

They were friends with EVERYBODY. 

They drugged, raped, and trafficked at least 60 girls and women.""",
"""Did Gal Gadot open an acting school in France or something?",
"""10 | #Ramadan1447 | RIGHTEOUS CONDUCT | Shaykh Musa Jibril (  )
PDF: 
SRT:",
"""This is the 3rd world: a race of mystery meat monkeys grinding & gyrating on each other indiscriminately. Male, female, trans means nothing. All that matters is, can I fuck it? People say theyre animals but animals are at least ruled by instinct and therefore, follow Gods order. 

These people are something worse. They are something between animal and human but somehow worse than either. Theyve overthrown instinct but they havent replaced it with consciousness. 

This is why the third world never builds anything of value. Their whole existence centers around, who can I fuck? They never have a thought that isnt about fulfilling a base pleasure. This is why sexual immorality always leads to the collapse of civilization. 

This is who they want to import en masse. It is easy to rule over people who are already slaves.""",
"""07 | #Ramadan1447 | AL-WALA WAL BARA' | Shaykh Musa Jibril (  )
PDF: 
SRT:",
""" Card: Winter Is a Time for Increased Contemplation and Worship",
"""""          
""
--------------

It's an actual cult",36.0
"""  
The team is back in Leicester city centre calling the people to Islam, Tawheed and Sunnah. 
Visit us for islamic information located near the click tower.",
"""I am not associated with the Muslim Brotherhood or any political group, but I say: the slipper used for the toilet by a Muslim Brotherhood leader is more noble than the entire Zionist UAE.

To hell with the UAE. 

May Allah ruin them; by Allah, they know that they will eventually receive a divine punishment that will haunt their descendants for generations.""",8.0
"""A thread on why Al-Qaeda was never an agent of America.",
""" Generosity in the Month of Raman

 Sh Abu Fuayl Abdur Raqb ( ).

 

 - Seeking nearness to Allh by way of giving in charity and being plentiful in generosity in this blessed month of Raman.
- Believe in Allh and His Messenger and spend out of that in which He has made you successors. For those who have believed among you and spent, there will be a great reward. [Srah al-Hadd 57:7]
- So fear Allh as much as you are able and listen and obey and spend [in the way of Allh]; it is better for your selves. And whoever is protected from the stinginess of his soul - it is those who will be the successful. [Srah at-Taghbun 64:16]
- Small deeds that will benefit us in the hereafter and protect us from the punishment of Allh.
- How Allh cultivates charity given from lawful earnings.
- So whoever does an atom's weight of good will see it. And whoever does an atom's weight of evil will see it. [Srah az-Zalzalah 99:7-8]
- The meaning of .
- A adth that highlights the outcome of a deed that emanates from fear of Allh, mercy, love or sincerity, even if it is small.
- Focusing on recitation and implementation of the Qurn in Raman.
- The reason for the Messengers  increased generosity in the month of Raman.
- Fruits of reciting and reflecting upon the Qurn.
- The Messengers  detachment from the duny.""",
"""Whoever prays Fajr prayer is under the protection of Allah || Shaykh Abdurrazzaq al-Badr",64.0
"Alhamdulilah tickets are still available for the iftar tomorrow @MrkzIbnMubarak, with a Kalimah from our beloved teachers and companions @Abdulilah_UK and @AbuTalhahTahir. Lets keep giving in what might be that special night of this blessed month",
"""""What war?! We are not afraid.""

An Israeli reporter asks a Palestinian woman in Jerusalem her feelings on the current war with Iran

Translation: translating_palestine - IG",
"""Tremendous advice from Ibn Al-Qayyim   about Worries, Sorrow and Sadness.  

Follow our official telegram group:",
"""Israel did it in 1948
Israel did it in 1956
Israel did it in 1967
Israel did it in 1982
Israel did it in 2002
Israel did it in 2008
Israel did it in 2014
Israel did it in 2021
Israel did it in 2023
Israel did it in 2024
Israel is currently doing it in 2026

78 years of genocide.",78.0
Zakat distributed (in cash) in Al-Qadarif Sudan,
"""Can IDF degrade the clip more so that I can see absolutely nothing?""",
"""As we pass the halfway mark of #Ramadan, we kindly ask for your support in helping us reach our fundraising goal for the #Masjid.

The Prophet  was known to be most generous in Ramadan, let us follow his example and give for the sake of Allah.

Donate:",
"""First they came for Canada, and I said nothing. Then they came for Texas-- and I spoke.""",
"""URGENT: Markaz us-Sunnah has only 21 days to secure our property or we may lose it and have nowhere to pray, do lessons or Madrasah.

RAISED: 220,000
REMAINING: 780,000

Target: 1M to secure our future BY THE END OF RAMADAN.

DONATE NOW

GoFundMe:


Website:


#Roadto1mill""",
"""""I get certain Hizbs hating on the Students Movement, but to argue that its less Islmic than other official governments is mental retardation that has nothing to do with the Jinn.""
""
--------------

Its coping 
Nothing more, nothing else 
The moment you criticise their Gulf scholars or doings of the new Syrian government in any way, they slander you for not being retarded in your criticism of IEA (even if half your posts about IEA is actually criticism)
Unfair assessment",
"""I have not found a single Salafi-Haraki or Sururi shaykh who fully supports al-Jolani 

Most of the Salafi-Haraki, and even Sururi, scholars I know criticize many of al-Jolanis actions...""",
"""This is what happens when you let secular lawyers larp as Islamic law experts:

""[The Shari'ah] is a broad ethical framework concerned with justice, welfare, and accountability...""

-Faisal Kutty, a lawyer and legal academic""",
"Coordinates:
Shahid Bagheri = 27.03958, 56.16119
Shahid Mahdavi  = 27.01787, 56.10956",
The one time in its life it told the truth!,
"""I find it pathetic when Muslims argue online. 

Why are you wasting your time with someone youve never even met?

Why do you even care what someone random says about you?

Let the dogs bark.

In person, if a dog barksyou can always put it down.""",60.0
"""3rd World Sinwarian-Accelerationist Techno Jihadism in the Age of al Dajjal""",
"""""Most Muslims don't understand that Shias getting weaker and defeated is in favour of the Ummah.""
""
--------------

True 
But what about crusaders and your Zionist cousins getting stronger 
Also in favour of the Ummah?",
"Dont understand the shitstorm Prof Jiang is getting
He reduces complex issues to their core
While this leads to serious mistakes (keep in mind hes not a Muslim), his game theory approach often works
The world isnt as complicated as some claim just to appear more intellectual",
"""I'm listening to callsigns you can't pronounce on frequencies you've never heard of.""",
#testimony #declaration #viral  via @YouTube,
"""@tasleemio Nobody cares about your stupid little P@j33t village wars between two fat Halwa molvis

Your both the exactly same

Grow up!""",
"""Everything happening to me now is revenge for my victory on 25/09/2025 where I defended my medical licence against the 'israeli' jewish lobby and won.

In retaliation, they forced a repeat tribunal retrying me on the same material (with pressure from 'israeli' funded @wesstreeting) leading to my suspension and had me arrested four times.

This is the price for winning. This is how they enforce their will.""",82.0
"""Some nice and simple dus for the last 10 days and nights (updated 2025 version). Please read and share with friends and relatives.

Click this link for the phone-friendly booklet, brakallhu-feekum.",
May Allah bring the downfall of Benjamin Netanyahu next,
"""After years of unjustly targeting brothers and scholars, one of SPUBs leaders is now crying foul as he faces the same attacks. How sad.",62.0
"""This is exactly how they want to treat all goyim""",
"""""To all men who have conquered lust, whats your secret?""
""
--------------

It is an innate human feeling, and anyone who claims they have none is lying or castrated

However to avoid it, simply stay away from its triggers. If you're the weak minded, no focus, no goals, no self-respect, follows half-naked women type of person, of course you fall into it",66.0
"""Birmingham Winter Conference 2025 dates and theme announced, alhamdulillh. May Allh bless it.

Wednesday 24th and Thursday 25th December 2025.

Book your hotels and make travel arrangementsmay Allh bless you.

Please share the details with family, friends and acquaintances.",
Do Not Take Two Gods  Allah Alone Is One |ClickDEEN360  via @YouTube,
"""Reposting for no reason in particular.""",
"""Total Sinwarification. We're all just pawns in the game of a man who died in battle more than a year ago.""",
"""Alhamdulillah! My First Book ""The Path to Pure Tawheed: Breaking the Chains of Shirk"" is now officially launched! 

Free with Amazon Select, available in Kindle &amp; hardcopy via Amazon.

Get your copy here:
 

Please share!",
"""No one deserves it more",
""" [Playlist New Track] Raman Reminders 1447 | 2026.

 Ahlul-adth Do Not Take the Opinions of Men Over the Hadith. - Sh Abu Khadeejah Abdul Wid.

 @MasjidSalafi | @AstonMasjid | @AbuKhadeejahSP",
"""If we truly understood what Allh prepared in Paradise &amp; Hell, we wouldnt tire of striving, nor let sleep distract us. The Prophet  marvelled: how can one sleep while fleeing Hell or seeking Jannah?",
"""@JakeLang",
"""The Salafi position on the UAE's aggression against Sudan. - Shaykh Nizar bin Hashim Al-Abbas.",
"""The Mother of The Believers - Umm al-Mu'minn - 'ishah (raiAllhu anh) said: 

O Messenger of Allh! What if I knew which night Laylatul Qadr was, what should I say in it?...

 The Du' + an explanation of the Name of Allh 'Al-Afuww' by Imm Ibn Rajab ( )",
"""Under that rubble there are babies.

There are children.

There are mothers, and fathers.

Grandmothers, and grandfathers.

All of them died, slow, alone, while the west said we stand with Israel!

I will never forget it.

And I will never forgive it.",77.0
"""Visit our Bradford branch for all your Ramadn essentials! 

Browse a vast selection of authentic Islamic literature, free dawah materials, prophetic medicines, perfumes, and more! Plus, dont miss their exclusive range of Thoubs and Jilbbs.

461 Great Horton Rd, Bradford BD7 3DS""",
"""As of tonight, Israel pretending that they are only targeting military sites in Iran came to an end. They wanted not to alienate the anti-regime sections and encourage them protest but their bet failed. So Israel has started bombing civilian infrastructure, water, oil and other facilities. They want to make life harder for all Iranians regardless of affiliation. The aim is to force them go out and protest. And if this failed too, they will move to their favorite phase of the war which carpet bombing cities and killing as many people as possible to force the enemy into submission. 

Jewish supremacy is the single biggest threat on humanity today.""",
Those Who Call Upon Others Besides Allah |ClickDEEN360  via @YouTube,
#allah #clickdeen360 #clickdeen #clickhadith #viralreels  via @YouTube,
"Reminder
One trait of nifaq is to transgress when arguing
(using racism, vile language etc)
Some ppl here claim Islam yet act disgusting when theres disagreement
This is a sign of nifaq
Behave for your own sake
As Nifaq is cancerous and spreads until you become a full munafiq",
"Alhamdulillah! 

This man and his militias were responsible for the killing of your muslim brothers, sisters and children in Syria, Iraq and Yemen. He was a Rafidhi, the successor of Khomeini who cursed the sahabah (may Allah be pleased with them).

   .",
"""Low IQ is a prerequisite to being a Madkhali. This is the same guy (left photo) theyre claiming is the one in the photos instead of Epstein (right photo). How on earth do you mistake the two? Answer: be a brain dead Madkhali.",
""" Safeguarding Your Deeds From Sin in Raman.

 Sh Abu Khadeejah Abdul Wid ( ).

 @AbuKhadeejahSP | @MasjidSalafi 

 

 - The obligation of safeguarding our limbs and deeds inside and outside of Ramadn.
- Jbir b. Abdillh (  ) on making the day we are fasting distinct from the day we are not fasting.
- The reality of fasting.
- The unmatched generosity of the Prophet .
- The one whose fast is deprived of its purpose, even if he withheld from eating and drinking.
- How nearness to Allh ( ) is attained.
- The two moments of joy for the fasting person.
- Hastening to break the fast.
- The blessing of suhr.
- Three supplications that are not rejected.
- Allhs support for the one who is oppressed.
- Striving to give dawah to our relatives in this blessed month.""",
"""The Salafi mashayakh in the West, such as @AbuKhadeejahSP, @AbuIyaadSP, @Abdulilah_UK, @uwaysT, @hikmahpubs, @AbuHafsahKK, @IbnAkhdar (and those with them) have acquired a profound understanding of knowledge and wisdom through their decades-long companionship with the kibaar 'ulama. This unique blend of academic excellence and spiritual guidance far surpasses the limitations of mere academic study.

In contrast, individuals who study Arabic without the benefit of guidance from the 'ulama lack the comprehensive understanding and wisdom that these mashayakh provide. It is essential to recognize the value of their guidance and to hold fast to it.

Beware of those who seek to mislead you by claiming that learning Arabic renders the guidance of these mashayakh unnecessary. Such claims are baseless and intended to divert you from the path of guidance.

Furthermore, do not heed the criticisms of those who attack @SalafiPubs and their companions, whether publicly or privately. The Da'wah at @MarkazAnas has been established under the guidance of these mashayakh, even when some troublemakers were against it, and we remain united in our commitment to the same 'Aqeedah, Manhaj, and purpose.

We are not beholden to personalities or organizations, and we reject anyone who seeks to harm the Salafi Da'wah and its callers, regardless of how much they claim to adhere to Salafiyyah. These are empty claims!""",
"""May Allah protect our countries, the Muslims, the weak, the oppressed, the innocent and deal with the wicked oppressors""",
#darood #daroodshareef #daroodsharif #viral  via @YouTube,
"""This video serves as an example of the importance of staying in your lane. 

      
Whoever speaks in matters external to his field ends up producing strange positions 

In this video, this speaker has ostracised millions of Muslims who trace their creed back to the time of the pious predecessors. 
He speaks as if the Salaf creed was born with Sh. Muhammad bin Abd al-Wahhb, whilst any basic student of Aqdah is aware that scholars of this creed predate Ibn Abd al-Wahhb by circa a thousand years. Even those who critique this creed and claim that it doesnt represent the Aqdah of the Salaf acknowledge the point that it predates Ibn Abdil Wahhb, citing Ibn Taymiyyahs creed as a prime example (d. 728AH). 

Furthermore, his categorisation of acceptable creeds into Ashar, Mturd and the Tahw creed is bizarre for multiple reasons. First, he argues that these creeds are the Aqidat al-Salaf, whilst ignoring & sidelining the creed of the Imm of Ahlus Sunnah, Ahmad bin Hanbal. Was his creed not the creed of the Salaf? Second, his mentioning of the Tahw creed as the third creed adds to his blunders. Both the Ashirah and the Mturdyyah would claim that the creed of al-Tahw reflects their Aqdah, as would the Athars. Specialists in this field from each of these schools do not treat the Tahw creed as a separate school of Aqdah. 

As for his immature, ridiculous comments like you have a mind of a nine-year-old and you have some IQ in your head?  they do not deserve a response. Such statements only reflect badly upon the one who says them. 

This is just a brief response; much more could be said on this mess of a video.""",
