text,id
"""A separatist from somaliland region is asking young people in Somaliland to donate blood to help injured IDF (Israeli army) soldiers.
He also said that Kids under 18 should save their lunch money so they can send it to help with Israels war effort.
Thats the tweet.",
""" [Playlist] Two Raman Reminders Added. 

 @AbuKhadeejahSP  @AbuIdrees 

Raman 1447 | 2026  Daily Reminders  Birmingham: @MasjidSalafi  &amp; @AstonMasjid",
Saudi Army of Kufr Shaykh Turki al-Binali Rahimahullah,
"The targeting of the Iranian ""Kish"" International airport of Iran's Radar site by the IDF-USAF Joint Coalition.

 POV coordinates:
26.52558611, 54.01388611
 Radar site coordinates:
26.53389167, 53.99012778",
"""""NOW - Netanyahu: ""You see the difference. The tyrants of Tehran target civilians, we target the tyrants of Tehran to protect civilians."" 
""
--------------

Never forget Gaza",
"""""..Dont Deceive The Muslims .. 
""
--------------

Funny how this Munafiq is speaking about Iran allying with America what about your Taghut kingdomof Saudi Arabia ya Munafiq 
(Check thread)",
"Daniel Haqiqatjou is a disgusting Iranian agent

Look at how he mocks Saudi Arabia while it was being unjustly attacked",
"Watch Pahlavist Zionists trying to storm an embassy, featuring the mental asylum escapee Goldie Ghamari and the Kermit-the-Frog-voiced Armin Navabi",46.0
"""On this day, March 8th, 2005
Aslan (Khalid) Maskhadov was martyred.",
"""Our sister Aafia Siddiqui turns 54 today on March 2nd and spent nearly half her life in prison due to the Taghut Pakistani government surrendering an innocent woman.
#IAmAafia #SaveAafia #FreeAafiaSiddiqui",
Those You Call Besides Allah Cannot Help You |ClickDEEN360  via @YouTube,
"""""Reza Pahlavis daughter is posting messages on IG about how people in Iran are killing themselves because they dont think Trump is going to attack. Incredible stuff. 
""
--------------

The mushrik is the most humiliated and vilest of creation.",39.0
""" and  are the two websites to follow for uncompromising Dawah in our era.

Free from bowing down the Taghut and free from sugarcoating to please the masses.",
"""13 | #Ramadan1447 | WHOEVER KNOWS ALLAH MORE WILL FEAR HIM MORE | Shaykh Musa Jibril (  )
PDF: 
SRT:",
The Prophets Duty Is to Convey Clearly  |ClickDEEN360  via @YouTube,
"""Yasir Qadhi didnt dismantle any myth, he only dismantled his credibility &amp; integrity. 

By his own admission, after immersing himself in Western institutions, he began to experience doubts about his faith.

The romanticization of Orientalism raises serious concerns &amp; questions.""",
"""Alawites are moving based on coordination and orders of SDF. 

One of their goal is to provoke a Sunni reaction that could trigger chaos and instability that serves agendas of SDF, shabiha Assadists, alawites, druze and Israel.""",
"""        .        .       '    . 

1/2""",
"""What if you died today? 

Point to reflect on. May Allah grant us good ends whilst He is pleased with us. 
 
Masjid Daar us Sunnah are losing their premises. 

We are raising funds to buy a building urgently. 
Donate today:",
False Intercessors Besides Allah |ClickDEEN360  via @YouTube,
"""""
""
--------------

Wallahi anyone who believes this Grifter Zindeeq Sneako is Muslim is either a jahil or Zindeeq himself who should re learn the basics of Islam!",
"""Masjid Imam Ibn Taymiyyah, Islamabad  @IkhlaasTrust @SalafiMaktabah  Watch the video and share with friends and family. Donate securely:",
"""New Publication:
 
The History and Origins of the Kalm Theology of the Ashars and Mturds 

A Handbook of historical facts and concealed realities.
Paperback, 100 pages.

Available 4th quarter 2025 inshAllh from",
"""When one reflects upon the religion of Islm, one comes to realise its profound beauty in bringing about the betterment and rectification for all of mankind. Among the blessings and favours of Allh are the prescribed acts of worship, within which lie tremendous benefits, both for the individual and for society as a whole. #Ramadn #Ramadhan #Ramadaan2026""",
"""A lady in her 40s just took shahadah at the table   
May Allah keep her firm. Ameen""",
"""Rfidah are worse than donkeys! 

- Shaykh Ahmad Musa Jibril",
"The targeting of the IRGC's ""Heydar Karrar"" SSM Tunnel Entrance in Tehran's Damavand, Iran by the IDF-USAF coalition.

 Coordinates:
35.686431 52.143692",
"""A Person is Raised in Rank After Death because of the Du of the Son or Daughter.",
"""Did Gal Gadot open an acting school in France or something?",
"""10 | #Ramadan1447 | RIGHTEOUS CONDUCT | Shaykh Musa Jibril (  )
PDF: 
SRT:",
"""This is the 3rd world: a race of mystery meat monkeys grinding & gyrating on each other indiscriminately. Male, female, trans means nothing. All that matters is, can I fuck it? People say theyre animals but animals are at least ruled by instinct and therefore, follow Gods order. 

These people are something worse. They are something between animal and human but somehow worse than either. Theyve overthrown instinct but they havent replaced it with consciousness. 

This is why the third world never builds anything of value. Their whole existence centers around, who can I fuck? They never have a thought that isnt about fulfilling a base pleasure. This is why sexual immorality always leads to the collapse of civilization. 

This is who they want to import en masse. It is easy to rule over people who are already slaves.""",
"""07 | #Ramadan1447 | AL-WALA WAL BARA' | Shaykh Musa Jibril (  )
PDF: 
SRT:",
""" Card: Winter Is a Time for Increased Contemplation and Worship",
"""I am not associated with the Muslim Brotherhood or any political group, but I say: the slipper used for the toilet by a Muslim Brotherhood leader is more noble than the entire Zionist UAE.

To hell with the UAE. 

May Allah ruin them; by Allah, they know that they will eventually receive a divine punishment that will haunt their descendants for generations.""",8.0
"""A thread on why Al-Qaeda was never an agent of America.",
""" Generosity in the Month of Raman

 Sh Abu Fuayl Abdur Raqb ( ).

 

 - Seeking nearness to Allh by way of giving in charity and being plentiful in generosity in this blessed month of Raman.
- Believe in Allh and His Messenger and spend out of that in which He has made you successors. For those who have believed among you and spent, there will be a great reward. [Srah al-Hadd 57:7]
- So fear Allh as much as you are able and listen and obey and spend [in the way of Allh]; it is better for your selves. And whoever is protected from the stinginess of his soul - it is those who will be the successful. [Srah at-Taghbun 64:16]
- Small deeds that will benefit us in the hereafter and protect us from the punishment of Allh.
- How Allh cultivates charity given from lawful earnings.
- So whoever does an atom's weight of good will see it. And whoever does an atom's weight of evil will see it. [Srah az-Zalzalah 99:7-8]
- The meaning of .
- A adth that highlights the outcome of a deed that emanates from fear of Allh, mercy, love or sincerity, even if it is small.
- Focusing on recitation and implementation of the Qurn in Raman.
- The reason for the Messengers  increased generosity in the month of Raman.
- Fruits of reciting and reflecting upon the Qurn.
- The Messengers  detachment from the duny.""",
"""Whoever prays Fajr prayer is under the protection of Allah || Shaykh Abdurrazzaq al-Badr",64.0
"Alhamdulilah tickets are still available for the iftar tomorrow @MrkzIbnMubarak, with a Kalimah from our beloved teachers and companions @Abdulilah_UK and @AbuTalhahTahir. Lets keep giving in what might be that special night of this blessed month",
"""""What war?! We are not afraid.""

An Israeli reporter asks a Palestinian woman in Jerusalem her feelings on the current war with Iran

Translation: translating_palestine - IG",
"""Tremendous advice from Ibn Al-Qayyim   about Worries, Sorrow and Sadness.  

Follow our official telegram group:",
"""Israel did it in 1948
Israel did it in 1956
Israel did it in 1967
Israel did it in 1982
Israel did it in 2002
Israel did it in 2008
Israel did it in 2014
Israel did it in 2021
Israel did it in 2023
Israel did it in 2024
Israel is currently doing it in 2026

78 years of genocide.",78.0
Zakat distributed (in cash) in Al-Qadarif Sudan,
"""Can IDF degrade the clip more so that I can see absolutely nothing?""",
"""First they came for Canada, and I said nothing. Then they came for Texas-- and I spoke.""",
"""URGENT: Markaz us-Sunnah has only 21 days to secure our property or we may lose it and have nowhere to pray, do lessons or Madrasah.

RAISED: 220,000
REMAINING: 780,000

Target: 1M to secure our future BY THE END OF RAMADAN.

DONATE NOW

GoFundMe:


Website:


#Roadto1mill""",
"""""I get certain Hizbs hating on the Students Movement, but to argue that its less Islmic than other official governments is mental retardation that has nothing to do with the Jinn.""
""
--------------

Its coping 
Nothing more, nothing else 
The moment you criticise their Gulf scholars or doings of the new Syrian government in any way, they slander you for not being retarded in your criticism of IEA (even if half your posts about IEA is actually criticism)
Unfair assessment",
"""I have not found a single Salafi-Haraki or Sururi shaykh who fully supports al-Jolani 

Most of the Salafi-Haraki, and even Sururi, scholars I know criticize many of al-Jolanis actions...""",
"""I find it pathetic when Muslims argue online. 

Why are you wasting your time with someone youve never even met?

Why do you even care what someone random says about you?

Let the dogs bark.

In person, if a dog barksyou can always put it down.""",60.0
"""""Most Muslims don't understand that Shias getting weaker and defeated is in favour of the Ummah.""
""
--------------

True 
But what about crusaders and your Zionist cousins getting stronger 
Also in favour of the Ummah?",
"Dont understand the shitstorm Prof Jiang is getting
He reduces complex issues to their core
While this leads to serious mistakes (keep in mind hes not a Muslim), his game theory approach often works
The world isnt as complicated as some claim just to appear more intellectual",
"""I'm listening to callsigns you can't pronounce on frequencies you've never heard of.""",
#testimony #declaration #viral  via @YouTube,
"""@tasleemio Nobody cares about your stupid little P@j33t village wars between two fat Halwa molvis

Your both the exactly same

Grow up!""",
"""Some nice and simple dus for the last 10 days and nights (updated 2025 version). Please read and share with friends and relatives.

Click this link for the phone-friendly booklet, brakallhu-feekum.",
May Allah bring the downfall of Benjamin Netanyahu next,
"""After years of unjustly targeting brothers and scholars, one of SPUBs leaders is now crying foul as he faces the same attacks. How sad.",62.0
"""This is exactly how they want to treat all goyim""",
"""""To all men who have conquered lust, whats your secret?""
""
--------------

It is an innate human feeling, and anyone who claims they have none is lying or castrated

However to avoid it, simply stay away from its triggers. If you're the weak minded, no focus, no goals, no self-respect, follows half-naked women type of person, of course you fall into it",66.0
"""Birmingham Winter Conference 2025 dates and theme announced, alhamdulillh. May Allh bless it.

Wednesday 24th and Thursday 25th December 2025.

Book your hotels and make travel arrangementsmay Allh bless you.

Please share the details with family, friends and acquaintances.",
"""Reposting for no reason in particular.""",
"""Total Sinwarification. We're all just pawns in the game of a man who died in battle more than a year ago.""",
""" [Playlist New Track] Raman Reminders 1447 | 2026.

 Ahlul-adth Do Not Take the Opinions of Men Over the Hadith. - Sh Abu Khadeejah Abdul Wid.

 @MasjidSalafi | @AstonMasjid | @AbuKhadeejahSP",
"""@JakeLang",
"""The Salafi position on the UAE's aggression against Sudan. - Shaykh Nizar bin Hashim Al-Abbas.",
"""The Mother of The Believers - Umm al-Mu'minn - 'ishah (raiAllhu anh) said: 

O Messenger of Allh! What if I knew which night Laylatul Qadr was, what should I say in it?...

 The Du' + an explanation of the Name of Allh 'Al-Afuww' by Imm Ibn Rajab ( )",
"""Under that rubble there are babies.

There are children.

There are mothers, and fathers.

Grandmothers, and grandfathers.

All of them died, slow, alone, while the west said we stand with Israel!

I will never forget it.

And I will never forgive it.",77.0
"""Visit our Bradford branch for all your Ramadn essentials! 

Browse a vast selection of authentic Islamic literature, free dawah materials, prophetic medicines, perfumes, and more! Plus, dont miss their exclusive range of Thoubs and Jilbbs.

461 Great Horton Rd, Bradford BD7 3DS""",
"""As of tonight, Israel pretending that they are only targeting military sites in Iran came to an end. They wanted not to alienate the anti-regime sections and encourage them protest but their bet failed. So Israel has started bombing civilian infrastructure, water, oil and other facilities. They want to make life harder for all Iranians regardless of affiliation. The aim is to force them go out and protest. And if this failed too, they will move to their favorite phase of the war which carpet bombing cities and killing as many people as possible to force the enemy into submission. 

Jewish supremacy is the single biggest threat on humanity today.""",
Those Who Call Upon Others Besides Allah |ClickDEEN360  via @YouTube,
#allah #clickdeen360 #clickdeen #clickhadith #viralreels  via @YouTube,
"Reminder
One trait of nifaq is to transgress when arguing
(using racism, vile language etc)
Some ppl here claim Islam yet act disgusting when theres disagreement
This is a sign of nifaq
Behave for your own sake
As Nifaq is cancerous and spreads until you become a full munafiq",
"Alhamdulillah! 

This man and his militias were responsible for the killing of your muslim brothers, sisters and children in Syria, Iraq and Yemen. He was a Rafidhi, the successor of Khomeini who cursed the sahabah (may Allah be pleased with them).

   .",
""" Safeguarding Your Deeds From Sin in Raman.

 Sh Abu Khadeejah Abdul Wid ( ).

 @AbuKhadeejahSP | @MasjidSalafi 

 

 - The obligation of safeguarding our limbs and deeds inside and outside of Ramadn.
- Jbir b. Abdillh (  ) on making the day we are fasting distinct from the day we are not fasting.
- The reality of fasting.
- The unmatched generosity of the Prophet .
- The one whose fast is deprived of its purpose, even if he withheld from eating and drinking.
- How nearness to Allh ( ) is attained.
- The two moments of joy for the fasting person.
- Hastening to break the fast.
- The blessing of suhr.
- Three supplications that are not rejected.
- Allhs support for the one who is oppressed.
- Striving to give dawah to our relatives in this blessed month.""",
"""The Salafi mashayakh in the West, such as @AbuKhadeejahSP, @AbuIyaadSP, @Abdulilah_UK, @uwaysT, @hikmahpubs, @AbuHafsahKK, @IbnAkhdar (and those with them) have acquired a profound understanding of knowledge and wisdom through their decades-long companionship with the kibaar 'ulama. This unique blend of academic excellence and spiritual guidance far surpasses the limitations of mere academic study.

In contrast, individuals who study Arabic without the benefit of guidance from the 'ulama lack the comprehensive understanding and wisdom that these mashayakh provide. It is essential to recognize the value of their guidance and to hold fast to it.

Beware of those who seek to mislead you by claiming that learning Arabic renders the guidance of these mashayakh unnecessary. Such claims are baseless and intended to divert you from the path of guidance.

Furthermore, do not heed the criticisms of those who attack @SalafiPubs and their companions, whether publicly or privately. The Da'wah at @MarkazAnas has been established under the guidance of these mashayakh, even when some troublemakers were against it, and we remain united in our commitment to the same 'Aqeedah, Manhaj, and purpose.

We are not beholden to personalities or organizations, and we reject anyone who seeks to harm the Salafi Da'wah and its callers, regardless of how much they claim to adhere to Salafiyyah. These are empty claims!""",
"""May Allah protect our countries, the Muslims, the weak, the oppressed, the innocent and deal with the wicked oppressors""",
#darood #daroodshareef #daroodsharif #viral  via @YouTube,
"""This video serves as an example of the importance of staying in your lane. 

      
Whoever speaks in matters external to his field ends up producing strange positions 

In this video, this speaker has ostracised millions of Muslims who trace their creed back to the time of the pious predecessors. 
He speaks as if the Salaf creed was born with Sh. Muhammad bin Abd al-Wahhb, whilst any basic student of Aqdah is aware that scholars of this creed predate Ibn Abd al-Wahhb by circa a thousand years. Even those who critique this creed and claim that it doesnt represent the Aqdah of the Salaf acknowledge the point that it predates Ibn Abdil Wahhb, citing Ibn Taymiyyahs creed as a prime example (d. 728AH). 

Furthermore, his categorisation of acceptable creeds into Ashar, Mturd and the Tahw creed is bizarre for multiple reasons. First, he argues that these creeds are the Aqidat al-Salaf, whilst ignoring & sidelining the creed of the Imm of Ahlus Sunnah, Ahmad bin Hanbal. Was his creed not the creed of the Salaf? Second, his mentioning of the Tahw creed as the third creed adds to his blunders. Both the Ashirah and the Mturdyyah would claim that the creed of al-Tahw reflects their Aqdah, as would the Athars. Specialists in this field from each of these schools do not treat the Tahw creed as a separate school of Aqdah. 

As for his immature, ridiculous comments like you have a mind of a nine-year-old and you have some IQ in your head?  they do not deserve a response. Such statements only reflect badly upon the one who says them. 

This is just a brief response; much more could be said on this mess of a video.""",
"""Medical Appeal for Auntie with Cancer

   

As Salaamu Aleikum

There is an auntie who my brothers Anwar (Oxford) and his cousin Zuhair (St Albans) raised money for a couple of years ago to get her a house to live in.

She is undergoing dialysis due to failing kidneys and has recently been diagnosed with cancer, she has no immediate family to help her where she lives in Settat, Morocco.

I'm looking to raise 35,000 Dirhams (~2750) for her to cover for medical costs, scans, blood tests, treatments and daily amenities. She is poor without any income, please let us try and aid her. She has reached out to Zuhair for help because she is struggling everyday. 

Karim Al Maghribi 

PayPal: Karimhadeq@msn.com
(Choose *Friends & Family option ONLY*) 

UK Bank:
Mr K Hadeq 
40-13-10 
42046016 
HSBC  

Reference: Auntie Medical 

BaarakaAllahu Feekum""",
"""This is getting tragically humorous.

Egypt, Pakistan, Turkey, and KSA are all controlled, directly or indirectly, by Zionists, since Zionists control the US, UK, and Europe.

Turkey wants too bad to be part of Europe. Half the people think they're Greek.

Pakistan hasn't dreamed of having a thought independent of what the US wants since 2001.

The KSA has over 170 billion dollars tied up in investments with the US. Over 70% of Saudi weapons come from the US.

Egypt is a vassal state to the US with its military receiving the most military funding second only to Israel.

Forming a military alliance only solidifies US influence over Egypt, KSA, Turkey, and Pakistan.""",19.0
"""Muhajir Abdirahman Zeynudiin Ali May Allah accept him

      
And do not forget the bond of brotherhood between us

We will remain faithful to the covenant, Insha Allah.",
"""""Turkish photographer Uur Gallenku portrays two different worlds within a single image.

""
--------------

This dunya will remain unjust, where the wicked do as they please until the law of Allah is established
We may pretend were not responsible for bringing change but on the Day of Reckoning each of us will answer for how we lived comfortably while others starved and suffered",
"""Ibn al Qayyim gives pointers on how to achieve patience in times of tests and trials... v2 (revised)",
"""Iran is not an ""Islamic Republic""
Iran is not ruled by ""Muslims""
Iran's rule has nothing to do with ""Islam""",
"""Surely those who disbelieve and die as disbelievers are cursed by Allah, the angels, and all of mankind.""

-Quran 2:161",
""" [Playlist New Track] Raman Reminders 1447 | 2026.

 Ahlul-adth: Closest to Guidance and Furthest from Opinions - Sh Abu Khadeejah Abdul Wid.

 @MasjidSalafi | @AbuKhadeejahSP",
"""Exclusive -- We obtained leaked high-level Israeli government documents.

They reveal how the Israeli government waged a ten-year lobbying campaign in Britain to protect its officials from war crimes arrests",75.0
"""Jordan was solely created as a geopolitical buffer to protect Israel at the expense of Muslim casualties instead of Jewish.""",
"""""BREAKING: 'Violent disorder' at Iran's London embassy leaves four police officers in hospital - as 14 arrested

 Read more 

""
--------------

Someone must study this Iranian savagery and extremism among monarchist Pahlavists here in the West. Could be rooted in Iranian culture of azadari (pagan self-flagellation/excessive mourning), with which their parents and grandparents were raised and which undoubtedly had an effect on them.",37.0
"""The police stole a camera and a phone case during my last arrest.

I had just set up my studio and appeared on one show (@UnityNewsNet) two days before. It's as if they know when I'm back on my feet and ready to share my story with the world. They don't want the public to know the truth.

The phone case is for the phone they stole during my second arrest, along with my mum's phone.

They did all of this without allowing us to watch or film them. We were blocked by two officers in the lounge downstairs while the others rummaged through our rooms upstairs.

This is what Britain is doing to its citizens for 'israel'. Never mind that we are Palestinians and 'israel' is murdering our families and friends.

Four arrests. Zero charges. Draconian bail conditions. Pure harassment and terrorism by the London Met Police under the direct orders of the 'israeli' jewish lobby.""",87.0
None Can Originate or Repeat Creation Except Allah |ClickDEEN360  via @YouTube,
"""1 hour long discussion of the Muhaddith, Al Albani, criticizing the Saudi Arabian government for inviting American troops into Saudi to ward off Saddam Hussain. 

[English translation]",
"The Prophet  said:

    
""The duny is the prison of the believer and paradise of the disbeliever."" [a Muslim, #2956]",92.0
"""@abuhamzahmalizi Sunnis iraqis killed more American soldiers than all of the axis of resistance""",
"""Listen to what Muslims say in their prayers in English. Islam is unique.",
"""In the past 19 days, we have witnessed 149 people embrace Islam.

March 4: 4
March 5: 4
March 6: 5
March 7: 8

Allahu Akbar.

May Allah keep them firm upon the truth.",
Shirk Destroys All Good Deeds |ClickDEEN360  via @YouTube,
"""Know your enemy well.

After 9/11, under the strategic guidance of Abu Musab al-Suri, Al-Qaeda shifted from a hierarchical structure to a decentralized model. This change ensured the organizations survival and the global spread of its ideology through independent local groups.",
"""What is the Nisb of cash money today? How much Zakt do you pay?

Question: How much is a gram of silver today?

Answer: 2.03

Question: What is the Nisb for silver upon which Zakt is paid?

Answer: 595 grams (or above)

Question: What is the Nisb for paper money or money saved in banks?

Answer: Same as the Nisb of silver  i.e., 595 grams (silver).

Question: So, what does that come to today?

Answer: 
It is 595 grams x 2.03 = 1,207.85 GBP
(Which is $1,620.03 USD and 1,394.53 EUR)

If you have this amount or aboveand you've had it for a yearyou must pay Zakt upon it.

Conclusion: If you have this amount of cash [or more] in your possession for a year, you are obligated to pay 2.5% on all of it  as Zakt.

Quick Example:
You have 5,000 in total savings (that you've had for a year): Therefore, you must pay 2.5% of that as your annual Zakt, which comes to 125.

Abu Khadeejah.

Pay online to our UK based registered charity:",
"""The perspective of people is so skewed. Imagine if you were to go on the Minbar of The Messenger of Allah    , and tell your congregation that they shouldnt hate the pedophile, they should only hate the action of pedophilia. They shouldnt hate the rapist, but the action of rape. Imagine if they said we should unite with Epstein for the sake of some worldly benefits. Imagine a man said this about Netanyahu? He would be beaten on his way out of the masjid. Yet even worse than this is disseminated upon the western pulpits, for the act of Shirk is far worse than ANY crime in this universe. How many have tried to unite between the Muslim and the Mushrik?! Despite the clear command from Allah to do the contrary, at a minimum with your heart! It seems that every current event is a reminder of how far the Muslim/muslims have strayed from the Millah of Ibrhim, whom Allah Says our Messenger followed!    .""",
"""""MONGOLIA STANDS WITH PERSIA.
As in the 13th century, so in the 21st.
A CIVILIZATION DESERVES FREEDOM. 
""
--------------",38.0
"""Firewood of Jahannam, InshaAllah.""",
"""""Throughout this war, our entire government body has been clear on every step it takes. So, for Jerusalem Post to announce on behalf of The UAE that it has attacked desalination facilities in Iran is flat out wrong. False information. The UAE has the guts to announce its moves, we dont hide in bunkers.""
""
--------------


Raudas redemption arc",
Those Who Deny Allahs Signs |ClickDEEN360  via @YouTube,
"""Reminder to fast tomorrow. Iftaar is at 3:55pm

An easy way to get reward. Make the double intention for the Sunnah of its Thursday and white day""",
"""06 | #Ramadan1447 | O ALLAH, LORD OF ALL DOMINION | Shaykh Musa Jibril (  )
SRT:",
"""Zio-Emiratism is a tool of 

The reality, as i stated before, is that many of these  funded Emiratis hate Islam and Tawheed

May Allah have mercy on Shaykh Muhammad Ibn Abdulwahhab

He is free from the lies you associate with him""",
"""This fucking retard larping as a white Christian is jewish.

This is what jews do, they pretend to be white to spread white, black and Muslim hate only to later separate themselves later by saying oh but Im not white Im jewish.""",
"""Shirk is not a minor difference

We only unite on Islam

Say, ""O People of the Scripture, come to a word that is equitable between us and you - that we will not worship except Allah and not associate anything with Him and not take one another as lords instead of Allah..."" [3:64]""",
"""One of the most beautiful ways to excuse a friend is to say: perhaps he has an excuse I do not know.""",
The difference between a Palestinian date and an Israeli date,
""" Muslim woman stabbed in Anti-Muslim Attack in Russia

In Saratov, Russia, 17-year-old pro-Zionist Russian student, Daniil Matasov, carried out a knife attack on a Muslim woman wearing a Hijab. He followed the Muslim woman and launched his attack from behind. He tried to kill her by stabbing and then fled the scene. 

The Muslims are about to be finished. Maybe I'll send you some photos of their bodies.

After the attack, Matasov boasted about his attack on social media and openly declared his actions were motivated by hatred towards Muslims and the fact that the woman was wearing a Hijab .

The authorities arent treating this incident as a terrorist act. The suspect has been arrested and charged with attempted murder.""",
"""""Condoleezza Rice, former U.S. Secretary of State, was seen walking into the White House.

Source: CNN 
""
--------------

Iblis is serious, calls his team to the table",
"""AN EXCITING UPDATE: Biithnillah, a video update will be shared soon of the progress onsite! Our construction team have been working full-time throughout the last few months and now into Ramadan  and the Markaz is taking shape. We need a final 250,000 for the FINAL PHASE. The donations have started to come in already, but we need to keep pushing!

CARD & PAYPAL



BANK TRANSFERS
Bank Name: HSBC
South West London Islamic Society

Sort Code: 40-01-07
Account Number:41771787""",
"""Cheers for sharing it and giving it more publicity guys, couldnt have done it without you!

Anyway if you want to donate, check out the link below",
"One True God, Not Many|ClickDEEN360  via @YouTube",
"""One advice my grandmother would always give me is to increase my relationship with the book of Allah. 

She passed away last Sunday... And I've never known a loss that stings deeper than that. Pls make du'a for her and our family. Would deeply appreciate it. """,
"""WERE OFF! A WALKTHROUGH VIDEO of Markaz Abdullah ibn Mubarak below  the same site, just over 100 days apart. 

The old walls have been taken down, the new walls are going up and soon we will be ready to start fitting out the interior. All that stands between this point and the doors opening to the community is the final amount of 250,000 inshaAllah. Donate now, share with family and friends. Let us work together to establish this centre of Tawheed and Sunnah in South London.

CARD & PAYPAL



BANK TRANSFERS
Bank Name: HSBC
South West London Islamic Society

Sort Code: 40-01-07
Account Number: 4177 1787""",
"""BREAKING! Heartbreaking: A baby tragically died in Gaza due to the severe cold.",12.0
False Partners Will Abandon You |ClickDEEN360  via @YouTube,
"""""Professor John Mearsheimer: From 1971 to 2021, the US murdered 38 million people 
""
--------------

This is mongol scale of devastation 
Yet the mongols would kill you instantly
But these American Satanists will kill you slowly by spreading hunger, diseases, embargos and creating misery over decades 
May Allah take revenge on them like he did with Ad and Thamud and Saddum",
"""A believer should strive sincerely in the Last Ten Nights of Ramadn, and ponder over how quickly the month has passedand likewise, his life will pass quicklythen he shall meet his Lord, and have to answer.
Allh said about the loser, He will say, Alas! If only I had sent forth good deeds for my life! So, on that Day, none will punish as He will punish. And none will bind [the wrongdoer] as He will bind. (Al-Fajr: 24-26)
The Prophet () said: Whoever stands in prayer on Laylat al-Qadr with imn and hoping for reward, his previous sins will be forgiven. (Al-Bukhri)
And he () said: There are those in the month of Ramadan in every day and every night whom Allah grants freedom from the Fire  and there is a supplication for every Muslim which will be granted. (Al-Bazzr, Ahmad, Ibn Mjah).
Read this article and share it with your relatives and friends:",
"""  :        ?   

A thread containing over 90 different sources, exposing the rampant practice of shirk, superstition and irreligiosity within the Muslim world before, during and after the time of Muammad Ibn Abd al-Wahhb.

[1] European explorers
[2] Muslim scholars, historians & travellers
[3] Opponents of Wahhbism
[4] Wahhb testimonies""",
#quran  via @YouTube,
"""A beautiful human who was always in the Frontline calling for the freedom of Muslims unjustly held behind the bars, only to have himself be one of the prisoners.

He spent the first half of his life dedicated to raising awareness for the Muslim prisoners, and now sentenced for the remaining of his life to being one.

Anyone who slanders him, just know this...if you ever get locked up, brother Anjem would be the one calling for your release when your own friends and family would've disowned you. Even if that meant he himself gets sent to prison as a result.

#WeStandWithBrotherAnjem #FreeTheAseer""",
"""Prevention in Shariah vs Intervention in Taghut Law

Shaykh Abdullah al-Faisal",
"""""This is the Red Army burning burqas and other Islamic veils on March 8, 1927, in honor of International Womens Day in the town square in Andijan, Uzbekistan.

Forced secularization of Central Asian countries by the Soviet Union is one of the reasons they are not like Afghanistan today.""
""
--------------

Straight from the horses mouth
If Amanullah had succeeded, wed be what these countries are today 
Therefore may Allah have mercy on Habibullah Kalakani (Bache Saqaw) for chasing him out of Afg
And alhamdulillah for all the Mujahideen in the eighties who fought the communists",
"Question to Imm an-Nawaw: which is better - engaging in J or in knowledge?""

Answer: as long as J is a communal obligation (far kifyah) - then engaging in knowledge is better. And if J becomes an individual obligation (far ayn) - then engaging in J is better.",13.0
"""it is not permissible for a person to become a legal consultant in man-made laws, or to study in such laws in institutions that teach them, or to enter colleges that teach man-made laws and disbelief in Allah, may Allah protect us and you from that, as exists in some countries.
 
You find an ignorant person with no knowledge studying law. First, he should learn the Shariah of Allah and know it well. Whoever learns the Shariah and becomes knowledgeable may refute the falsehood of the Kuffar. But for a person to say he is studying what the Kuffar brought and similar matters, this is misguidance, may Allah protect us and you.

There is nothing in Islam called a college of law in this sense; rather, there are Shariah colleges that teach the Book and the Sunnah. These are the legitimate institutions that teach the law of Allah.

Shaykh Abdullah as Sa'd (may Allah free him) -Explanation of Sunan al-Tirmidhi, Kitab al-Salah,Lesson 73""",
"""Pakistani Army Field Marshal, Asim Munirs misinterpretation of Jihad ruling refuted by Shaykh Ahmad Musa Jibril
#Pakistan #AsimMunir",
"""Wallahi an unforgettable journey! From Kuwait to Makkah, it was truly beautiful! and that is the same sentiment anyone who attended has. The many sittings, whether with the people of knowledge or the students of knowledge or just the many brotherly sittings over good food or coffee, the whole occasion was monumental and hugely beneficial for the soul!

It brings to mind the statement of Imm Ibnil Qayyim:

Keeping the company of the righteous transforms you from six states to six others:
1.From doubt to certainty.
2.From showing off (riy) to sincerity.
3.From heedlessness to remembrance (dhikr).
4.From desiring the worldly life to desiring the Hereafter.
5.From arrogance to humility.
6.From bad intention to genuine sincere naah.

(Ighthat al-Lahfn 1/136)

May Allah return us for many more!""",
