tweet_id,text,model_text,label,source_file,normalized_text
2xzcr9we6,"MADKHALISM EXPOSED BY TRUMP! - Saudi Humiliation - MBS Attacked Publicly! 
@Haqiqatjou @SapienceOrg @Cryptodownbad @AA_andalusi @Abo_mohap6 @almass3ari @RashidRants @Islam21c @propandco @5Pillarsuk 
Crimes of Ibn Salman",MADKHALISM EXPOSED BY TRUMP! - Saudi Humiliation - MBS Attacked Publicly! @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Crimes of Ibn Salman,Salafi jihadi,python/tweetsFromSite/tweets_from_the_site3.csv,MADKHALISM EXPOSED BY TRUMP! - Saudi Humiliation - MBS Attacked Publicly! @Haqiqatjou @SapienceOrg @Cryptodownbad @AA_andalusi @Abo_mohap6 @almass3ari @RashidRants @Islam21c @propandco @5Pillarsuk Crimes of Ibn Salman
4tboqb20g,"The Trials Faced by Imam Ahmad   

Shaykh Aziz Farhan",The Trials Faced by Imam Ahmad Shaykh Aziz Farhan,Salafi taklidi,python/tweetsFromSite/tweets_from_the_site3.csv,The Trials Faced by Imam Ahmad Shaykh Aziz Farhan
l7ksbwaz3,"""Now don't come to me with the 8th naqid al Islam, shaykh an najmee has already refuted this doubt

Subhaan Allah, this video really pierces  into the heart! The one living in kaafir countries, suffering oppression would understand

- Shaykh Abu khadeejah  ( )","""Now don't come to me with the 8th naqid al Islam, shaykh an najmee has already refuted this doubt Subhaan Allah, this video really pierces into the heart! The one living in kaafir countries, suffering oppression would understand - Shaykh Abu khadeejah ( )",Salafi taklidi,python/tweetsFromSite/tweets_from_site5.csv,"""Now don't come to me with the 8th naqid al Islam, shaykh an najmee has already refuted this doubt Subhaan Allah, this video really pierces into the heart! The one living in kaafir countries, suffering oppression would understand - Shaykh Abu khadeejah ( )"
5qo2n64pm,"""Complete Playlist, Seven Lessons.

The 'Aqeedah of the Imms of Hadeeth.

Read by Shaykh 'Abdulilah Lahmami @Abdulilah_UK (may Allh protect him).","""Complete Playlist, Seven Lessons. The 'Aqeedah of the Imms of Hadeeth. Read by Shaykh 'Abdulilah Lahmami @USER (may Allh protect him).",Salafi taklidi,python/tweetsFromSite/tweets_from_site5.csv,"""Complete Playlist, Seven Lessons. The 'Aqeedah of the Imms of Hadeeth. Read by Shaykh 'Abdulilah Lahmami @Abdulilah_UK (may Allh protect him)."
hxruak1pg,The Blood Of A Muslim! - Prophetic Constitution of Medina by Al-Mass'ari  via @YouTube,The Blood Of A Muslim! - Prophetic Constitution of Medina by Al-Mass'ari via @USER,Irrelevant,python/tweetsFromSite/tweets_from_the_site3.csv,The Blood Of A Muslim! - Prophetic Constitution of Medina by Al-Mass'ari via @YouTube
6nzn3p7gz,"Have we forgotten how the Saudi rulers were on the verge of recognising Israel or how the Arab rulers legitimised the assad regime not long before his fall by inviting him to some Arab summit?
Dont believe these madkhalis who have taken these rulers as their gods.",Have we forgotten how the Saudi rulers were on the verge of recognising Israel or how the Arab rulers legitimised the assad regime not long before his fall by inviting him to some Arab summit? Dont believe these madkhalis who have taken these rulers as their gods.,Salafi jihadi,python/tweetsFromSite/tweets_from_site4.csv,Have we forgotten how the Saudi rulers were on the verge of recognising Israel or how the Arab rulers legitimised the assad regime not long before his fall by inviting him to some Arab summit? Dont believe these madkhalis who have taken these rulers as their gods.
ptf9vwurj,"Guidance Lost Through Shirk (Associating Partners with Allah)  |ClickDEE...  via @YouTube,","Guidance Lost Through Shirk (Associating Partners with Allah) |ClickDEE... via @USER,",Salafi taklidi,python/tweetsFromSite/tweets_from_the_site1.csv,"Guidance Lost Through Shirk (Associating Partners with Allah) |ClickDEE... via @YouTube,"
f8tifev6j,"""WHY DO MUSLIMS FAST? Some of the wisdoms behind fasting and what a Muslim ought to seek through fasting - Shaykh al-Fawzan.,","""WHY DO MUSLIMS FAST? Some of the wisdoms behind fasting and what a Muslim ought to seek through fasting - Shaykh al-Fawzan.,",Salafi taklidi,python/tweetsFromSite/tweets_from_the_site1.csv,"""WHY DO MUSLIMS FAST? Some of the wisdoms behind fasting and what a Muslim ought to seek through fasting - Shaykh al-Fawzan.,"
21nnamrtg,""" Safeguarding Your Deeds From Sin in Raman.

 Sh Abu Khadeejah Abdul Wid ( ).

 @AbuKhadeejahSP | @MasjidSalafi 

 

 - The obligation of safeguarding our limbs and deeds inside and outside of Ramadn.
- Jbir b. Abdillh (  ) on making the day we are fasting distinct from the day we are not fasting.
- The reality of fasting.
- The unmatched generosity of the Prophet .
- The one whose fast is deprived of its purpose, even if he withheld from eating and drinking.
- How nearness to Allh ( ) is attained.
- The two moments of joy for the fasting person.
- Hastening to break the fast.
- The blessing of suhr.
- Three supplications that are not rejected.
- Allhs support for the one who is oppressed.
- Striving to give dawah to our relatives in this blessed month."",",""" Safeguarding Your Deeds From Sin in Raman. Sh Abu Khadeejah Abdul Wid ( ). @USER | @USER - The obligation of safeguarding our limbs and deeds inside and outside of Ramadn. - Jbir b. Abdillh ( ) on making the day we are fasting distinct from the day we are not fasting. - The reality of fasting. - The unmatched generosity of the Prophet . - The one whose fast is deprived of its purpose, even if he withheld from eating and drinking. - How nearness to Allh ( ) is attained. - The two moments of joy for the fasting person. - Hastening to break the fast. - The blessing of suhr. - Three supplications that are not rejected. - Allhs support for the one who is oppressed. - Striving to give dawah to our relatives in this blessed month."",",Salafi taklidi,python/tweetsFromSite/tweets_from_the_site1.csv,""" Safeguarding Your Deeds From Sin in Raman. Sh Abu Khadeejah Abdul Wid ( ). @AbuKhadeejahSP | @MasjidSalafi - The obligation of safeguarding our limbs and deeds inside and outside of Ramadn. - Jbir b. Abdillh ( ) on making the day we are fasting distinct from the day we are not fasting. - The reality of fasting. - The unmatched generosity of the Prophet . - The one whose fast is deprived of its purpose, even if he withheld from eating and drinking. - How nearness to Allh ( ) is attained. - The two moments of joy for the fasting person. - Hastening to break the fast. - The blessing of suhr. - Three supplications that are not rejected. - Allhs support for the one who is oppressed. - Striving to give dawah to our relatives in this blessed month."","
nr7a0eo4h,"""Cheikh Al-Islam Muhammad Ibn Abd Al-Wahhb Ibn Sulaymn At-Tamm   a dit :

Concernant la parole dAllah : {Quiconque fait un mal sera rtribu pour cela..}, Al-Bukhari la inclus dans son chapitre sur la mdecine, car ces maladies que le serviteur dteste font partie des moyens par lesquels Allah expie les pchs du croyant et le purifie. Sa parole : {Quiconque fait un mal sera rtribu pour cela..} englobe la rtribution ici-bas et dans lau-del.

  Fatawa wa Masail, p.36.","""Cheikh Al-Islam Muhammad Ibn Abd Al-Wahhb Ibn Sulaymn At-Tamm a dit : Concernant la parole dAllah : {Quiconque fait un mal sera rtribu pour cela..}, Al-Bukhari la inclus dans son chapitre sur la mdecine, car ces maladies que le serviteur dteste font partie des moyens par lesquels Allah expie les pchs du croyant et le purifie. Sa parole : {Quiconque fait un mal sera rtribu pour cela..} englobe la rtribution ici-bas et dans lau-del. Fatawa wa Masail, p.36.",Irrelevant,python/tweetsFromSite/tweets_from_site5.csv,"""Cheikh Al-Islam Muhammad Ibn Abd Al-Wahhb Ibn Sulaymn At-Tamm a dit : Concernant la parole dAllah : {Quiconque fait un mal sera rtribu pour cela..}, Al-Bukhari la inclus dans son chapitre sur la mdecine, car ces maladies que le serviteur dteste font partie des moyens par lesquels Allah expie les pchs du croyant et le purifie. Sa parole : {Quiconque fait un mal sera rtribu pour cela..} englobe la rtribution ici-bas et dans lau-del. Fatawa wa Masail, p.36."
6zuulxipp,Eid Mubarak,Eid Mubarak,Irrelevant,python/tweetsFromSite/tweets_from_site5.csv,Eid Mubarak
i4bpirrvb,"""Whoever says that the seventy-two sects have all committed kufr in a way that puts them beyond the pale of Islam has gone against the Quran, Sunnah""","""Whoever says that the seventy-two sects have all committed kufr in a way that puts them beyond the pale of Islam has gone against the Quran, Sunnah""",Salafi taklidi,python/tweetsFromSite/tests_from_site4.csv,"""Whoever says that the seventy-two sects have all committed kufr in a way that puts them beyond the pale of Islam has gone against the Quran, Sunnah"""
vuilzjsge,"The IRGC has attacked the US Consulate in the UAE's city of Dubai.

 Coordinates:
2515'49.58""N 5518'43.89"",","The IRGC has attacked the US Consulate in the UAE's city of Dubai. Coordinates: 2515'49.58""N 5518'43.89"",",Irrelevant,python/tweetsFromSite/tweets_from_the_site1.csv,"The IRGC has attacked the US Consulate in the UAE's city of Dubai. Coordinates: 2515'49.58""N 5518'43.89"","
gvo5j5akb,"""His face is so stereotypical that if an artist drew him, theyd be labeled Antisemitic."",","""His face is so stereotypical that if an artist drew him, theyd be labeled Antisemitic."",",Irrelevant,python/tweetsFromSite/tweets_from_the_site1.csv,"""His face is so stereotypical that if an artist drew him, theyd be labeled Antisemitic."","
rs995bbhx,"""""Hilarious thing is yasir al Hanafi is sectarian in chief. Doesnt have the best manners.

Asharis and quburis are so hypocritical. They despise us in every way but pretend to be cordial""
""
--------------

Dear brother Adnan

And then will probably start attacking wahabis and accuse our ulema of kufr.

lol","""""Hilarious thing is yasir al Hanafi is sectarian in chief. Doesnt have the best manners. Asharis and quburis are so hypocritical. They despise us in every way but pretend to be cordial"" "" -------------- Dear brother Adnan And then will probably start attacking wahabis and accuse our ulema of kufr. lol",Salafi taklidi,python/tweetsFromSite/tweets_from_site5.csv,"""""Hilarious thing is yasir al Hanafi is sectarian in chief. Doesnt have the best manners. Asharis and quburis are so hypocritical. They despise us in every way but pretend to be cordial"" "" -------------- Dear brother Adnan And then will probably start attacking wahabis and accuse our ulema of kufr. lol"
3uxadoycp,"""This statement is very interesting:

I dont know who said it first, but both scholars wrote it in their sharh of Wsitiyyah &amp; both taught in Riyadh:

- Sh Abdul-Azz Ar-Rashd
- Sh Abdul-Azz As-Salmn

While Sh Taqi got it from Sh As-Salmn

May Allah have mercy on them","""This statement is very interesting: I dont know who said it first, but both scholars wrote it in their sharh of Wsitiyyah &amp; both taught in Riyadh: - Sh Abdul-Azz Ar-Rashd - Sh Abdul-Azz As-Salmn While Sh Taqi got it from Sh As-Salmn May Allah have mercy on them",Salafi taklidi,python/tweetsFromSite/tweets_from_site5.csv,"""This statement is very interesting: I dont know who said it first, but both scholars wrote it in their sharh of Wsitiyyah &amp; both taught in Riyadh: - Sh Abdul-Azz Ar-Rashd - Sh Abdul-Azz As-Salmn While Sh Taqi got it from Sh As-Salmn May Allah have mercy on them"
edrn7dxhe,"""Shaykh Al al-udhayf ( ): 

Advice to Ahl al-Sunnah Regarding Oppression, Upholding Truth and Loyalty to Personalities

Audio and translation:","""Shaykh Al al-udhayf ( ): Advice to Ahl al-Sunnah Regarding Oppression, Upholding Truth and Loyalty to Personalities Audio and translation:",Salafi taklidi,python/tweetsFromSite/tweets_from_site5.csv,"""Shaykh Al al-udhayf ( ): Advice to Ahl al-Sunnah Regarding Oppression, Upholding Truth and Loyalty to Personalities Audio and translation:"
a9uhly4uu,"""Sh Ibn Sulayman rh
mn is not by adornment nor by wishful thinking, but rather what settles firmly in the hearts and is confirmed by the deeds.
The reality is that whoever opposes the command of the Qurn &amp; its prohibitions has not believed in it, whether he wishes it or not.","""Sh Ibn Sulayman rh mn is not by adornment nor by wishful thinking, but rather what settles firmly in the hearts and is confirmed by the deeds. The reality is that whoever opposes the command of the Qurn &amp; its prohibitions has not believed in it, whether he wishes it or not.",Salafi taklidi,python/tweetsFromSite/tweets_from_site5.csv,"""Sh Ibn Sulayman rh mn is not by adornment nor by wishful thinking, but rather what settles firmly in the hearts and is confirmed by the deeds. The reality is that whoever opposes the command of the Qurn &amp; its prohibitions has not believed in it, whether he wishes it or not."
vpjuz0w3b,"""Incorporate a minimum 20-40 minute walk into your daily routine, not only for its tremendous health benefits but also because it allows you to do your daily adhkar,seek istighfar, and much more at the same time.This way, you can simultaneously exercise both the heart and the body,","""Incorporate a minimum 20-40 minute walk into your daily routine, not only for its tremendous health benefits but also because it allows you to do your daily adhkar,seek istighfar, and much more at the same time.This way, you can simultaneously exercise both the heart and the body,",Irrelevant,python/tweetsFromSite/tweets_from_the_site1.csv,"""Incorporate a minimum 20-40 minute walk into your daily routine, not only for its tremendous health benefits but also because it allows you to do your daily adhkar,seek istighfar, and much more at the same time.This way, you can simultaneously exercise both the heart and the body,"
ix8terjj6,""" 2 Short Reminders Added.
Raman 1447 | 2026  Daily Reminders  Birmingham: @MasjidSalafi  &amp; @AstonMasjid,",""" 2 Short Reminders Added. Raman 1447 | 2026 Daily Reminders Birmingham: @USER &amp; @USER,",Salafi taklidi,python/tweetsFromSite/tweets_from_the_site1.csv,""" 2 Short Reminders Added. Raman 1447 | 2026 Daily Reminders Birmingham: @MasjidSalafi &amp; @AstonMasjid,"
f35zoyvwk,"""   !     
#Boycott_Nagad

 @Save0urSisters",""" ! #Boycott_Nagad @USER",Irrelevant,python/tweetsFromSite/tweets_from_site4.csv,""" ! #Boycott_Nagad @Save0urSisters"
21b6e2ecy,"""Smotrich is the Judeo-Nazi who said it was justified and moral to starve 2 million Palestinians to death in Gaza"",","""Smotrich is the Judeo-Nazi who said it was justified and moral to starve 2 million Palestinians to death in Gaza"",",Irrelevant,python/tweetsFromSite/tweets_from_the_site1.csv,"""Smotrich is the Judeo-Nazi who said it was justified and moral to starve 2 million Palestinians to death in Gaza"","
chgfp6187,"Ibn Abdal Barr
Waki (teacher of Imam Ahmad)

literally the majority of the fuqaha. It is the mutamad view for three of the four madhahib. Meaning three of the four madhahib hold a deviant belief according to this one over here.

We dont split the jamaah over valid dispute",Ibn Abdal Barr Waki (teacher of Imam Ahmad) literally the majority of the fuqaha. It is the mutamad view for three of the four madhahib. Meaning three of the four madhahib hold a deviant belief according to this one over here. We dont split the jamaah over valid dispute,Irrelevant,python/tweetsFromSite/tweets_from_the_site3.csv,Ibn Abdal Barr Waki (teacher of Imam Ahmad) literally the majority of the fuqaha. It is the mutamad view for three of the four madhahib. Meaning three of the four madhahib hold a deviant belief according to this one over here. We dont split the jamaah over valid dispute
au1sh8jzp,"""Preserving the deen of Allah in leaving off that which causes greater harm. Much wisdom is gained from these beautiful lines of poetry by the great scholar of Tafseer and Usool al-Deen:","""Preserving the deen of Allah in leaving off that which causes greater harm. Much wisdom is gained from these beautiful lines of poetry by the great scholar of Tafseer and Usool al-Deen:",Irrelevant,python/tweetsFromSite/tweets_from_site5.csv,"""Preserving the deen of Allah in leaving off that which causes greater harm. Much wisdom is gained from these beautiful lines of poetry by the great scholar of Tafseer and Usool al-Deen:"
gaz6oiozs,"""Found it, may Allah preserve and free our Shaykh Muhammad Saalih al-Munajjid.","""Found it, may Allah preserve and free our Shaykh Muhammad Saalih al-Munajjid.",Salafi taklidi,python/tweetsFromSite/tests_from_site4.csv,"""Found it, may Allah preserve and free our Shaykh Muhammad Saalih al-Munajjid."
wh3bq4vxp,"""""Uzbekistan is rolling out Islamic banking system. 

 The main principle of the Islamic banking system is ban on interest. Money cannot generate profit simply by being lent. 
""
--------------

The blessing of having a neighbour that establishes Islam while youre not interested in harming him 
Youll adapt
May Allah guide ppl of Uzbekistan to establish sharia completely and help them to get rid off those who wont let go from secularism and tribalism","""""Uzbekistan is rolling out Islamic banking system. The main principle of the Islamic banking system is ban on interest. Money cannot generate profit simply by being lent. "" -------------- The blessing of having a neighbour that establishes Islam while youre not interested in harming him Youll adapt May Allah guide ppl of Uzbekistan to establish sharia completely and help them to get rid off those who wont let go from secularism and tribalism",Irrelevant,python/tweetsFromSite/tweets_from_site5.csv,"""""Uzbekistan is rolling out Islamic banking system. The main principle of the Islamic banking system is ban on interest. Money cannot generate profit simply by being lent. "" -------------- The blessing of having a neighbour that establishes Islam while youre not interested in harming him Youll adapt May Allah guide ppl of Uzbekistan to establish sharia completely and help them to get rid off those who wont let go from secularism and tribalism"
mrbvplclw,"""@abubakarkhalafi Beautiful post. I cant get over the days when I took part in those Usul uth-Thalatha classes with you, these foundational reminders on Tawhid and remembrance give life to the heart.. May Allah accept it from you Ustadh. I really hope we return to these lessons in the future.""","""@USER Beautiful post. I cant get over the days when I took part in those Usul uth-Thalatha classes with you, these foundational reminders on Tawhid and remembrance give life to the heart.. May Allah accept it from you Ustadh. I really hope we return to these lessons in the future.""",Salafi taklidi,python/tweetsFromSite/tweets_from_site5.csv,"""@abubakarkhalafi Beautiful post. I cant get over the days when I took part in those Usul uth-Thalatha classes with you, these foundational reminders on Tawhid and remembrance give life to the heart.. May Allah accept it from you Ustadh. I really hope we return to these lessons in the future."""
m3a432nck,"""If you shelter murderers and give them a head quarters to attack from, dont play the victim card when youre attacked by the murderers victims.

Shaykh Younus Kathrada  "",","""If you shelter murderers and give them a head quarters to attack from, dont play the victim card when youre attacked by the murderers victims. Shaykh Younus Kathrada "",",Irrelevant,python/tweetsFromSite/tweets_from_the_site1.csv,"""If you shelter murderers and give them a head quarters to attack from, dont play the victim card when youre attacked by the murderers victims. Shaykh Younus Kathrada "","
zu1mu6nfk,"""Muwaffaq Abu Safiya, brother of Dr. Hussam Abu 

""We are afraid that Dr. Hussam is one of those names that will be listed (for execution).
Dr. Hussam's situation is very bad

We demand the whole world to take a stand.""","""Muwaffaq Abu Safiya, brother of Dr. Hussam Abu ""We are afraid that Dr. Hussam is one of those names that will be listed (for execution). Dr. Hussam's situation is very bad We demand the whole world to take a stand.""",Irrelevant,python/tweetsFromSite/tweets_from_site5.csv,"""Muwaffaq Abu Safiya, brother of Dr. Hussam Abu ""We are afraid that Dr. Hussam is one of those names that will be listed (for execution). Dr. Hussam's situation is very bad We demand the whole world to take a stand."""
7nezx4mb0,"""Exciting Announcement for Manchester!

Were delighted to announce the opening of our new location in Manchester. Visit us for an extensive selection of Authentic English Literature and Prophetic Medicine.

The Salafi Bookstore & Islamic Centre Manchester

Address: 100 Claremont Road, Moss Side, Manchester, M14 4RR
Tel: 01612220850
Email: manchester@salafibookstore.com"",","""Exciting Announcement for Manchester! Were delighted to announce the opening of our new location in Manchester. Visit us for an extensive selection of Authentic English Literature and Prophetic Medicine. The Salafi Bookstore & Islamic Centre Manchester Address: 100 Claremont Road, Moss Side, Manchester, M14 4RR Tel: 01612220850 Email: manchester@salafibookstore.com"",",Salafi taklidi,python/tweetsFromSite/tweets_from_the_site1.csv,"""Exciting Announcement for Manchester! Were delighted to announce the opening of our new location in Manchester. Visit us for an extensive selection of Authentic English Literature and Prophetic Medicine. The Salafi Bookstore & Islamic Centre Manchester Address: 100 Claremont Road, Moss Side, Manchester, M14 4RR Tel: 01612220850 Email: manchester@salafibookstore.com"","
8dlugm1zp,"""Yllardr ""insan haklar"" masallaryla dnyay uyutanlar, konu esirler olunca kr ve sar kesiliyorlar. Biz biliyoruz ki; kfr tek millettir! 

Esirlerin hayat, iki yzl sahtekarlarn szm ona bar grmelerinde deil, ancak mminlerin vakarl duruuyla korunur.

#damaSessizKalma""","""Yllardr ""insan haklar"" masallaryla dnyay uyutanlar, konu esirler olunca kr ve sar kesiliyorlar. Biz biliyoruz ki; kfr tek millettir! Esirlerin hayat, iki yzl sahtekarlarn szm ona bar grmelerinde deil, ancak mminlerin vakarl duruuyla korunur. #damaSessizKalma""",Irrelevant,python/tweetsFromSite/tests_from_site4.csv,"""Yllardr ""insan haklar"" masallaryla dnyay uyutanlar, konu esirler olunca kr ve sar kesiliyorlar. Biz biliyoruz ki; kfr tek millettir! Esirlerin hayat, iki yzl sahtekarlarn szm ona bar grmelerinde deil, ancak mminlerin vakarl duruuyla korunur. #damaSessizKalma"""
ltqs2i8nx,""" [Playlist New Track] Raman Reminders 1447 | 2026.

 Ahlul-adith and the 73 Sects - By Sh Abu Khadeejah Abdul Wid.

 @MasjidSalafi | @AstonMasjid | @AbuKhadeejahSP",""" [Playlist New Track] Raman Reminders 1447 | 2026. Ahlul-adith and the 73 Sects - By Sh Abu Khadeejah Abdul Wid. @USER | @USER | @USER",Salafi taklidi,python/tweetsFromSite/tweets_from_the_site3.csv,""" [Playlist New Track] Raman Reminders 1447 | 2026. Ahlul-adith and the 73 Sects - By Sh Abu Khadeejah Abdul Wid. @MasjidSalafi | @AstonMasjid | @AbuKhadeejahSP"
d1hsphwu2,"""#BREAKING 
ISWAP Public Radio in Northeastern Nigeria announces that ISSP has captured Menaka.  
Al-Ra'id Radio, operating out of Buhairah Province within ISWAP, has claimed that the city of Menaka is under control of ISSP members.   
This suggests that Africa Corps and Mali has retreated from Menaka, however there has been no comment by the central command of the Islamic State, or their Amaq news agency.""","""#BREAKING ISWAP Public Radio in Northeastern Nigeria announces that ISSP has captured Menaka. Al-Ra'id Radio, operating out of Buhairah Province within ISWAP, has claimed that the city of Menaka is under control of ISSP members. This suggests that Africa Corps and Mali has retreated from Menaka, however there has been no comment by the central command of the Islamic State, or their Amaq news agency.""",Irrelevant,python/tweetsFromSite/tweets_from_site4.csv,"""#BREAKING ISWAP Public Radio in Northeastern Nigeria announces that ISSP has captured Menaka. Al-Ra'id Radio, operating out of Buhairah Province within ISWAP, has claimed that the city of Menaka is under control of ISSP members. This suggests that Africa Corps and Mali has retreated from Menaka, however there has been no comment by the central command of the Islamic State, or their Amaq news agency."""
t4y8qkmmt,"""Ali al-Hudhayfi your fellow Salafi brother would make bara from you 

We will listen to him and al-Shuraym recite Quran. You can listen to Abu Khadijah.","""Ali al-Hudhayfi your fellow Salafi brother would make bara from you We will listen to him and al-Shuraym recite Quran. You can listen to Abu Khadijah.",Salafi taklidi,python/tweetsFromSite/tweets_from_site4.csv,"""Ali al-Hudhayfi your fellow Salafi brother would make bara from you We will listen to him and al-Shuraym recite Quran. You can listen to Abu Khadijah."
unlsf0032,"Pro Saudi ""Salafis"" from Pakistan Lol.

"" We pay tribute to Crown Prince Mohammed bin Salman for thwarting the joint war plot of the United States, Israel and Iran against the Arab countries and for not joining Saudi Arabia in this war. ""

Markazi Jamiat Ahle Hadith","Pro Saudi ""Salafis"" from Pakistan Lol. "" We pay tribute to Crown Prince Mohammed bin Salman for thwarting the joint war plot of the United States, Israel and Iran against the Arab countries and for not joining Saudi Arabia in this war. "" Markazi Jamiat Ahle Hadith",Salafi jihadi,python/tweetsFromSite/tweets_from_site5.csv,"Pro Saudi ""Salafis"" from Pakistan Lol. "" We pay tribute to Crown Prince Mohammed bin Salman for thwarting the joint war plot of the United States, Israel and Iran against the Arab countries and for not joining Saudi Arabia in this war. "" Markazi Jamiat Ahle Hadith"
7yzgb1j6l,"""Israel kidnapped and tortured a one-year-old child in front of his father for 10 hours, burning cigarettes and inserting nails into his legs, in an attempt to extract a false confession under duress.

Israel kidnapped and tortured a baby!","""Israel kidnapped and tortured a one-year-old child in front of his father for 10 hours, burning cigarettes and inserting nails into his legs, in an attempt to extract a false confession under duress. Israel kidnapped and tortured a baby!",Irrelevant,python/tweetsFromSite/tweets_from_the_site3.csv,"""Israel kidnapped and tortured a one-year-old child in front of his father for 10 hours, burning cigarettes and inserting nails into his legs, in an attempt to extract a false confession under duress. Israel kidnapped and tortured a baby!"
rcpz315zb,"""Afghans don't have much, but they definitely have heart.""","""Afghans don't have much, but they definitely have heart.""",Irrelevant,python/tweetsFromSite/tweets_from_site5.csv,"""Afghans don't have much, but they definitely have heart."""
x6op69r50,"""Dome of the Rock - Post Fajr alah [5] @taqwatravels","""Dome of the Rock - Post Fajr alah [5] @USER",Irrelevant,python/tweetsFromSite/tweets_from_site5.csv,"""Dome of the Rock - Post Fajr alah [5] @taqwatravels"
54lhpyqk4,"""Where did the doctrine of negating Allah's attributes (ta'til) actually originate?

Imam al-Safarrini al-Hanbali mentions:

Shaykh al-Islam Ibn Taymiyyah said in al-Risalah al-Hamawiyyah:

The foundation of the doctrine of ta'til (negating the divine attributes) was taken from the disciples of the Jews, the polytheists, and the misguided Sabians. The first person in Islam from whom this statement is known to have been transmitted was Ja'd ibn Dirham.

Jahm ibn Safwan then took it from him and openly propagated it, so the doctrine came to be attributed to the Jahmiyyah.

 Lawami' al-Anwar""","""Where did the doctrine of negating Allah's attributes (ta'til) actually originate? Imam al-Safarrini al-Hanbali mentions: Shaykh al-Islam Ibn Taymiyyah said in al-Risalah al-Hamawiyyah: The foundation of the doctrine of ta'til (negating the divine attributes) was taken from the disciples of the Jews, the polytheists, and the misguided Sabians. The first person in Islam from whom this statement is known to have been transmitted was Ja'd ibn Dirham. Jahm ibn Safwan then took it from him and openly propagated it, so the doctrine came to be attributed to the Jahmiyyah. Lawami' al-Anwar""",Salafi taklidi,python/tweetsFromSite/tweets_from_site5.csv,"""Where did the doctrine of negating Allah's attributes (ta'til) actually originate? Imam al-Safarrini al-Hanbali mentions: Shaykh al-Islam Ibn Taymiyyah said in al-Risalah al-Hamawiyyah: The foundation of the doctrine of ta'til (negating the divine attributes) was taken from the disciples of the Jews, the polytheists, and the misguided Sabians. The first person in Islam from whom this statement is known to have been transmitted was Ja'd ibn Dirham. Jahm ibn Safwan then took it from him and openly propagated it, so the doctrine came to be attributed to the Jahmiyyah. Lawami' al-Anwar"""
o4aje7vqu,"""He was clearly being consistent with the ones who accuse Ibn Abd al Barr of kufr. 

Those who accuse the students of imam Ahmad as mujassima 

Those who say the salaf were logically incoherent 

All Asharis, maybe the same as the kid in the video..""","""He was clearly being consistent with the ones who accuse Ibn Abd al Barr of kufr. Those who accuse the students of imam Ahmad as mujassima Those who say the salaf were logically incoherent All Asharis, maybe the same as the kid in the video..""",Salafi taklidi,python/tweetsFromSite/tweets_from_site4.csv,"""He was clearly being consistent with the ones who accuse Ibn Abd al Barr of kufr. Those who accuse the students of imam Ahmad as mujassima Those who say the salaf were logically incoherent All Asharis, maybe the same as the kid in the video.."""
fqfd7nxn8,"Advice to the brothers. 

Don't mention polygany at all when getting married, some people think it's good to let them know your intention, but honestly it's not wise at all especially if you are from south&amp; west Asia.","Advice to the brothers. Don't mention polygany at all when getting married, some people think it's good to let them know your intention, but honestly it's not wise at all especially if you are from south&amp; west Asia.",Irrelevant,python/tweetsFromSite/tweets_from_site5.csv,"Advice to the brothers. Don't mention polygany at all when getting married, some people think it's good to let them know your intention, but honestly it's not wise at all especially if you are from south&amp; west Asia."
y7gwl49jp,"""Who Is The Khariji?

Shaykh Rslan","""Who Is The Khariji? Shaykh Rslan",Salafi taklidi,python/tweetsFromSite/tweets_from_site4.csv,"""Who Is The Khariji? Shaykh Rslan"
mbf7a75j7,"The main lesson to be learned is that Taqwa and Ikhls take precedence over intelligence.

As Imm adh-Dhahab said:

          

May Allah curse intelligence without faith, and may Allah be pleased with simpleness with piety.""","The main lesson to be learned is that Taqwa and Ikhls take precedence over intelligence. As Imm adh-Dhahab said: May Allah curse intelligence without faith, and may Allah be pleased with simpleness with piety.""",Irrelevant,python/tweetsFromSite/tests_from_site4.csv,"The main lesson to be learned is that Taqwa and Ikhls take precedence over intelligence. As Imm adh-Dhahab said: May Allah curse intelligence without faith, and may Allah be pleased with simpleness with piety."""
rebvnvjt2,"""Starting in August In Sha Allah please repost and share, Baarakallahufeekum,","""Starting in August In Sha Allah please repost and share, Baarakallahufeekum,",Irrelevant,python/tweetsFromSite/tweets_from_the_site1.csv,"""Starting in August In Sha Allah please repost and share, Baarakallahufeekum,"
ypggyn8iw,"""@HaqqRemains_ Retracting ones opinion on this issue is a common matter among scholars, and it differs from the thinking of Daesh, who carry out istitabah because of it and consider anyone who permits it to be automatically a disbeliever.."",","""@USER Retracting ones opinion on this issue is a common matter among scholars, and it differs from the thinking of Daesh, who carry out istitabah because of it and consider anyone who permits it to be automatically a disbeliever.."",",Salafi taklidi,python/tweetsFromSite/tweets_from_the_site1.csv,"""@HaqqRemains_ Retracting ones opinion on this issue is a common matter among scholars, and it differs from the thinking of Daesh, who carry out istitabah because of it and consider anyone who permits it to be automatically a disbeliever.."","
