text,label_Salafi jihadi,label_Salafi taklidi,label_Irrelevant,max_prob,model_decision
"""@BrantPhilip_ waiting for the slaughtering """,4.7778158e-05,0.00026764782,0.9996846,0.9996846,Irrelevant
"""@Maul18BBY @maghribii16 Undoubtedly, the situation in Mali, where Russian Africa Corps are getting slaughtered, would also affect Russian support for the Nigerien military regime, giving IS new opportunities to benefit in Niger.""",0.00070361997,8.106444e-06,0.99928826,0.99928826,Irrelevant
"""@chitowngirl1982 Just because they don't negotiate( not always) that doesn't mean they aren't interested  in state building. You know who they operate and what khilafah is they Then you wouldn't be saying this""",1.9151017e-05,0.0005236663,0.9994572,0.9994572,Irrelevant
"""Ibn Taymiyyah  :
""Indeed it is one of the greatest evils that ignorants have possessed doing takfir of the muslim scholars. The basis (asl) of this takfir is from khawarij and rawafidh, who declare the leaders (imams) of the Muslims to be kuffar.

Majmu al-Fatawa 35/100",0.00011731308,0.9893282,0.0105544785,0.9893282,Salafi taklidi
"""Islam over your culture.

Its reported that a man greeted the Prophet  with Good morning, and he  said:

Allah has honored us above your greeting, and made our greeting the greeting of the people of Paradise, which is al-Salam [alaykum].

[Maghazi of Musa of bin Uqbah]",0.00043294285,0.266193,0.73337406,0.73337406,Irrelevant
"""It is narrated that a woman came to al-Hasan al-Basri and said: O Abu Said! I have a daughter who has died, and I wish to see her in a dream. Teach me something special. So he taught her a prayer.",1.7009721e-05,0.00058738317,0.9993956,0.9993956,Irrelevant
"""Cheikh Al Islam Ibn Al Qayyim   a divis le nafs en 3 catgories :

1) Le nafs confiant et totalement tourn vers Allah ; c'est l'me la plus noble et la plus pure

2) Le nafs qui lutte et fait preuve de patience

3) Le nafs sduit par les passions et les dsirs ; c'est l'me malheureuse, destine  la douleur, au chtiment et  l'loignement d'Allah

[lghatha Al Lahfan]""",3.9090595e-05,0.9993774,0.00058354595,0.9993774,Salafi taklidi
"""The truth is: a pious woman who strives to follow the Qur'an &amp; Sunnah is more precious than gold.

Imam Muqbil ibn Hadi said: Salafi women are more precious than red gold.",5.4762673e-05,0.99333715,0.006608087,0.99333715,Salafi taklidi
"""Cheikh Muqbil Ibn Hadi Al-Wadii   a dit :

Comme est bonne la science, meilleur que lor, le papier [largent], meilleur que les belles femmes, et bien meilleur encore que le pouvoir.

  Al-Bashair fi As-Sama Al-Mubashir, p.82.",0.0011692755,0.9969062,0.0019244689,0.9969062,Salafi taklidi
"""Rab bin Hdi:
- All Govs are kuffar

Sh Saleh l-Shaykh:
- Those revolting against Algeria arent Khawarij neither Bught as Algerian Gov isnt muslim

Ar-Rayyis, Head of Madkhilah:
- Sh Saleh l-Shaykh was wrong to takfr Govs of whole world for ruling by other than Sharah",0.999421,0.00056503236,1.3977471e-05,0.999421,Salafi jihadi
"""Sh Muqbil rh confirmed around 30 years that Saudi Arabia was the graveyard of scholars &amp; dut &amp; they had more than 500 of them locked up

May Allah set them free

- Sh Nasir Fahd
- Sh Sulayman Alwan
- Sh Ali Khudayr


He also confirmed the Saudi gov wanted to destroy Yemen",0.05659992,0.9431692,0.00023095186,0.9431692,Salafi taklidi
""" Imam of Mufassirin, Imam Tabari on Tahakumm to Taghut 

""Whoever says this to Prophet than calls to seeking Judgment elsewhere in disputes are not believers 

-",0.9952473,4.678583e-05,0.0047060144,0.9952473,Salafi jihadi
"""eyh Halid Raidin tutukland o yrek paralayan an. Allah onun zgrln tez vakitte nasip etsin.
Hak zere olan limlerimizi, haksz yere hapsedilen Mslman kardelerimizi dualarnzda unutmayn. Onlarn ne kadar byk bir sknt iinde olduunu hayal bile edemeyiz.",0.0067674723,0.5436352,0.44959733,0.5436352,Salafi taklidi
"""A young Jewish man named Yusuf bin Musa converted to Islam through Imam Ahmad bin Hanbal.

After becoming Muslim, he traveled to different regions to study and became one of Imam Ahmad bin Hanbals close companions.

Source: Tabaqat of Abu Bakr al-Khallal",0.00027206462,0.9635274,0.03620055,0.9635274,Salafi taklidi
"""        !             +   

     ??

#Hindutva terror in Bangladesh",0.13634741,6.654343e-05,0.86358607,0.86358607,Irrelevant
"""Surely, anyone who knows of the actions of Muhammad al-Eesa, and ascribes Islam to him  let alone believes him to be a senior scholar [of Islam]  has not smelt the scent of Islam. This goes without mentioning those that fund and promote his activities of heresy. (i.e., MBS and co.), and how that itself is enough proof for the Riddah of these enemies of Islam.

Two possible options for Fawzan:

1) He knows Muhammad al-Eesa is a Murtad, but cant say anything because hes afraid of those who inserted him in this position (i.e., MBS & co.). If he cant call out or fix such blatant Kufr, then his appointment is nothing more than a spectacle.

2) He doesnt know the reality of Muhammad al-Eesa, and thus affirms Islam for him. The problem with this, is that how can a Mufti of a land, be so ignorant of who and whats going on in that very land. Moreover, how can the leader of the committee of senior scholars, be so ignorant of the blatant and out in the open Zandaqa of the very members of that committee. Again, it just goes back to his appointment being nothing more than a spectacle.

A shame, Fawzan who is on the doorstep of his coffin, may Allah destroy him  and only Allah Knows when he will perish  cant even take a simple stand of truth, publicly, so that the truth is not clouded nor lost. What will he meet Allah with, to counter his decades worth of legitimizing the thrones of the Tawagheet who fight Islam and the Muslims?!

His current trajectory, and we ask Allah for Salmah, appears to follow in the footsteps of a [Temu] Balm, and be like how Allah Describes:

                             

And had We willed, We would surely have elevated him therewith but he clung to the earth and followed his own vain desire. So his parable is the parable of a dog: if you drive him away, he lolls his tongue out, or if you leave him alone, he (still) lolls his tongue out. Such is the parable of the people who reject Our Ayt (proofs, evidence, verses, lessons, signs, revelations, etc.). So relate the stories, perhaps they may reflect. [7:176]

What a terrible fate awaits the evil scholars that legitimize the Tawagheet. Verily, they themselves are Tawagheet,   .""",0.0006851062,0.9942362,0.005078701,0.9942362,Salafi taklidi
""",      ??   '      ?    ...   ?? (  '    )

 @Save0urSisters 

#saveoursisters #bhagwalovetrap #SaveBangladeshiMuslims",0.00076354446,0.9621425,0.037093896,0.9621425,Salafi taklidi
"""Some Salafis on here are more angry about Sudanese people criticising the UAE than the fact that the UAE are butchering Sudan

Check your imaan folks",0.9408808,0.055896662,0.0032225503,0.9408808,Salafi jihadi
"Traveling with a Maliki student, we started to use miswak randomly 
He pointed out that using it publicly is discouraged as acts of purification belong in private
That shifted my perspective:

What we treated as outward identity and aesthetics lacked true fiqh

Now look at this-&gt;",0.0001894426,0.35076788,0.64904267,0.64904267,Irrelevant
"""""Bacteria move around using a molecular machine called the flagellar motor that rotates faster than the flywheel of a race car engine and switches directions in an instant. After 50 yrs, scientists have finally figured out how it works. My lifelong quest is now fulfilled. Link 
""
--------------

Amazing
Yet it makes the atheist stubborn in denying a Creator, attributing creation to objects themselves, thus committing shirk in worst way and it humbles those who believe in a Creator
From smallest detail to vastest galaxy, everything is perfectly designed
Subhana al Khaliq",0.00012205145,0.942665,0.057212923,0.942665,Salafi taklidi
"""""@ikrimah114 How many Americans you think died in the war.""
""
--------------

Its definitely higher than the official numbers given by the US as they hide their military casualties 
Plus probably the same amount of private contractors got smoked who operate with the military as mercenaries doing the dirt work
They dont count as casualties for the US",0.000102538586,0.0034227693,0.9964747,0.9964747,Irrelevant
"""""No Muslim country helped Afghanistan against USA and NATO: absolutely nobody

In contrast Pakistan made billions by giving bases and fired 7000 rockets on our cities on the first day of US invasion

Iran betrayed us too

Other Muslim countries labelled us khawarij and munafiqeens 
""
--------------

Not only did they not help, they also assisted in invasion and later in occupation
From Iran to Pakstan and our northern neighbours
From mighty Turkey to insignificant Bosnia and wealthy Gulf etc
Even Axis moron Bashar assisted CIA in torturing POWs from Afg
Allah will not forget",0.9944722,3.102605e-05,0.0054966686,0.9944722,Salafi jihadi
"This is so wrong
you try to pick the least bad thing tha happened and make it seem like the biggest one and excuse this one 
Dont forget why you made your Hijra Abdussamed
Youll be held accountable on the Day of Judgement as we will and your excuses for this man wont help you",0.00022201976,0.052209012,0.9475691,0.9475691,Irrelevant
Every Muqalid of the four madhahib should read this book written in the light of authentic ahadith.,0.0011414122,0.8234003,0.17545828,0.8234003,Salafi taklidi
"""""Amad bin Nar al-Khuz and his khurj against Al-Wthiq, the caliph of his time.

What did Imm Amad say regarding him? Did he insult him or praise him?
But do the izbs and madkhals tell you this and teach you this? 
""
--------------

Imam Ahmed   didn't call him a khariji but praised him and made dua, and others had good dreams about  Nar al-Khuz. 

Madkhali scholars and their muqalidin never teach this or even mention it.",0.9962547,0.003669426,7.594335e-05,0.9962547,Salafi jihadi
"NGL link that is shared by brothers and sisters, do you know that it collects all kinds of data including you online activity on your phone. 

Don't trust every app that you download and avoid this app.",1.628761e-05,0.0008411329,0.9991425,0.9991425,Irrelevant
"""""four madhabs lived together in harmony.

The apparent unity mahhib have brought to the ummah:

Here is a picture of the maqamt of each Mahab.(destroyed in 1925) each Mahab would make alh behind their respective place. As reported by ibn Jubayr and others. 
""
--------------

All of this ""unity"" nonsense they talk about.  They say "" l madhabs"" brought disunity to the ummah, BUT history shows that the madhabists all 4 hated eachother and at times even killed and beat one another.",0.00023580978,0.9893602,0.01040396,0.9893602,Salafi taklidi
"""Refutation of the mahabists: 

If they say you must blind follow a mahab if you're not a mujtahid, then let's see what Imm Amad said.

Ab Dwd from Imm Amad (can they now claim the chain is weak?)",7.7646575e-05,0.9976695,0.0022528113,0.9976695,Salafi taklidi
"""four madhabs lived together in harmony.

The apparent unity mahhib have brought to the ummah:

Here is a picture of the maqamt of each Mahab.(destroyed in 1925) each Mahab would make alh behind their respective place. As reported by ibn Jubayr and others.",0.0003262175,0.8581288,0.141545,0.8581288,Salafi taklidi
"""@ElyasWahyain This guy is a mushrik , he also believes Allah and his messenger  became one in one of his bayan years ago.""",2.5218565e-05,0.0014264861,0.9985482,0.9985482,Irrelevant
"""The Kufr of laws that oppose the Shari'ah, permit Haraam &amp; the legitimacy of the rulers who implement them

- Shaykh Abdullah bin Humayd",0.0010357541,0.9987589,0.00020538455,0.9987589,Salafi taklidi
"""The legislator is a Kaafir, whether he makes Istihlaal or not. The legislator who has made himself a rival to Allah is His right of legislation &amp; legislates man made laws that oppose the Shari'ah of Allah, is a Kaafir.",5.187622e-05,0.9990693,0.0008789118,0.9990693,Salafi taklidi
"From Mishary al-Afasis new belly dancing song, he mentions the tyrants of the Gulf by name &amp; says We are the people of Tawheed, symbol of chivalry.",0.00036615427,0.17699485,0.8226389,0.8226389,Irrelevant
From the trenches of Iraq &amp; Syria to watching a dance performance with a Missy Elliot song as president. Ahmad al-Sharaa has lived an interesting life to say the least.,0.00060455943,0.98917216,0.010223287,0.98917216,Salafi taklidi
New meme just dropped,1.6806813e-05,0.00035072718,0.9996325,0.9996325,Irrelevant
"""Even the Kuffar are noticing the patterns amongst the Madkhalites.""",0.9841017,0.01580963,8.8708155e-05,0.9841017,Salafi jihadi
"""Sayyidun Abdullh ibn Umar    was among the most devoted, scrupulous, and steadfast Companions of the Messenger of Allh . He was a man whose life became a living embodiment of the Sunnah, so precise in his adherence that he would follow even the smallest actions of the Prophet  out of love and reverence.

He was Abdullh ibn Umar ibn al-Khab al-Adaw al-Qurash, the son of the great Caliph Sayyidun Umar ibn al-Khab   . He was born in Makkah before the Hijrah and embraced Islm at a young age alongside his noble father. He emigrated to al-Madnah al-Munawwarah at the age of ten, and thus was counted among the early Muhjirn, those whom Allh, Most High, praised in His Book:

And the foremost, the first of the Muhjirn and the Anr and those who followed them with excellence, Allh is pleased with them, and they are pleased with Him, and He has prepared for them gardens beneath which rivers flow, wherein they will abide forever. That is the great success.

[Qurn 9:100]

In his youth, he longed to participate in battle alongside the Messenger of Allh . He was presented at Badr but was turned back due to his young age. He was again presented at Uud, when he was only thirteen years old, hoping to join the ranks, but he was sent back by the Prophet  due to his youth, alongside Sayyidun Usmah ibn Zayd   . That moment weighed heavily upon him, and he later said: 

A night like that never came my way, filled with sleeplessness, sadness, and weeping, because the Messenger of Allh  did not accept me.

After returning him from Uud, the Messenger of Allh  appointed him among those tasked with guarding the children in Madnah. 

Yet his heart remained attached to striving in the path of Allh, and his sincere supplication to be permitted to fight was soon answered. In the fifth year after Hijrah, when he reached the age of fifteen, he was allowed to participate in the Battle of al-Khandaq. 

From that point forward, he took part in the major campaigns of Islm. He participated in the campaign against Ban Qurayah, the journey to al-udaybiyyah, and was among those who pledged beneath the tree in the Pledge of al-Riwn, a moment honored by Allh, Most High:

Indeed, Allh was pleased with the believers when they pledged allegiance to you under the tree. He knew what was in their hearts, so He sent down tranquility upon them and rewarded them with a near victory.

[Qurn 48:18]

He later joined the campaigns of Khaybar, Mutah, the Conquest of Makkah, the expedition against Ban Judhaymah, the Battle of unayn, and the march to Tabk. He was also among the soldiers of the army of Sayyidun Usmah ibn Zayd   . 

After returning from this expedition, he volunteered in the wars against apostasy and had the honor of participating in the Battle of Yammah against Musaylamah al-Kadhdhb. 

He later marched to Shm and fought at al-Yarmk, then joined the campaigns in the Persian lands under Sayyidun Sad ibn Ab Waqq   , attending al-Qdisiyyah, Jall, and the conquest of al-Madin. He also took part in the conquest of Egypt and campaigns in North Africa. 

Even in his later years, he joined the expedition toward Constantinople, about which the Prophet  said: The first army to attack the city of Caesar is forgiven.

What distinguished Ibn Umar    above all was his extraordinary commitment to following the Sunnah. He would carefully observe where the Prophet  prayed, where he sat, and even the paths he walked, then imitate them with remarkable precision. 

If he saw the Prophet  perform prayer in a particular place, he would later pray in that very same place. If he saw him make supplication while standing, he would supplicate while standing; and if he saw him invoke Allh while sitting, he would do the same. His life was not merely one of narration, but of complete imitation.

He was among the foremost scholars of the Companions and a prolific narrator of hadith, transmitting over 2,600 narrations. His knowledge was paired with deep caution, he was known for his reluctance to issue legal verdicts without certainty, and he preferred silence over speculation. 

Due to his age, knowledge, and unwavering adherence to the Sunnah, he became known in his time as the Shaykh of the abah, and even powerful governors such as al-ajjj ibn Ysuf treated him with respect and deference due to his immense status amongst the Muslims. From the greatest testimonies to his precision in transmitting the Sunnah is that he stands at the head of one of the most authentic chains in hadith, the Golden Chain.

Mlik  Nfi  Ibn Umar.

A generation of leading Tbin took knowledge from him, including Sad ibn al-Musayyib, Thbit al-Bunn, ws, al-Zuhr, Muammad ibn Srn, Nfi (his freed servant), Mujhid, and many others. His influence thus extended deeply into the next generation of scholarship. 

His legacy was also carried forward through his own household, as several of his sons became scholars, most notably Slim ibn Abdullh ibn Umar, who was counted among the great jurists of Madnah. Through both his students and his family, his knowledge and methodology continued to shape the transmission of the Sunnah for generations.

During the periods of civil strife, having lived to witness both the First and Second Fitnah among the Muslims, Ibn Umar    consistently adopted a principled stance of restraint. He presented himself at the sittings of arbitration, demonstrating his desire for unity among the Muslims. 

He famously said: When you call me to prayer, I respond. However, when you call me to fight a Muslim, I do not. He never raised his sword against the believers. Yet, on the other hand, he answered every call to strive against the disbelievers, embodying the words of Allh, Most High:

Humble toward the believers, powerful against the disbelievers; they strive in the cause of Allh 

[Qurn 5:54]

He was known for his humility, generosity, and detachment from worldly life. Wealth would come to him, yet he would spend it freely in charity. He freed many slaves and cared deeply for the poor and needy. His nights were often spent in prayer, and his days in fasting and remembrance.

Sayyidun Abdullh ibn Umar    passed away in Makkah in 73 AH and was buried near Dh uw, leaving behind a legacy of unwavering adherence to the Sunnah and a life defined by sincerity and caution.

May Allh be pleased with Sayyidun Abdullh ibn Umar   , the devoted follower of the Sunnah and one of the greatest scholars among the Companions of the Messenger of Allh .""",5.570463e-05,0.008017762,0.99192655,0.99192655,Irrelevant
"""""Grown man whos been pushing the masculinity gimmick for years on here gets bullied by a pensioner in the real world. Cant make this shit up even on Eastenders!""
""
--------------

This is average redpill and Andrew Tate fanboys.

These mongrels will preach the loudest yet defend vilest of tawagheet and mushrikeen. So selective with toughness cus theyre projecting and pure homo. Xavier, ironfit, Dr Asif, all em are snakes in the grass and cowards",0.00095160457,6.227051e-05,0.99898607,0.99898607,Irrelevant
"""@akbereo Go with her. If she walked into a pool of Lava I'd walk in right after her.""",7.802206e-05,0.003180144,0.99674183,0.99674183,Irrelevant
Shroogis will be chanting baqiyah,0.00016362537,0.89790756,0.101928785,0.89790756,Salafi taklidi
"The same sheikh whos students raided the kabah?
Ubls call was for the tawagheet animals to rule according to Islam and to not take the Jews and Christians as protectors which is what the Quran and Sunnah call to.",0.00032326332,0.013525324,0.9861514,0.9861514,Irrelevant
Donkeys of the rulers,3.5717094e-05,0.000976203,0.9989881,0.9989881,Irrelevant
"""Rasulullah  led all of the Prophets   in Salah in Masjid al-Aqsa during the night journey.

#HandsOffAlAqsa",3.397787e-05,0.00029823792,0.99966776,0.99966776,Irrelevant
"""""Uncle Faris before the Iran war VS Uncle Faris after the Iran war 
""
--------------

Mbz tugged his leash",0.061686903,4.346459e-05,0.9382696,0.9382696,Irrelevant
"Seeing the most stupid discussions and q and as in madkhali circles like should one sway whilst reciting Quran or Covid mask nonsense, these deviants are lost.",7.580966e-05,0.9987656,0.0011586628,0.9987656,Salafi taklidi
"Have we forgotten how the Saudi rulers were on the verge of recognising Israel or how the Arab rulers legitimised the assad regime not long before his fall by inviting him to some Arab summit?
Dont believe these madkhalis who have taken these rulers as their gods.",0.9941434,0.002838463,0.0030181487,0.9941434,Salafi jihadi
"Today all the salafis are warning against the rawafidh, these same folk give bases to America giving the power over the Muslims forgetting what Allah has said
  '
Where are there warnings to the rulers who have been in bed with men for decades.",7.615113e-05,0.99962175,0.00030210006,0.99962175,Salafi taklidi
"Oh Allah humiliate the tawagheet, those who belittled your religion those who placed themselves above your majesty those who watched as the ummah was humiliated and women and children slaughtered, show them no mercy and raise them on that day with the Jews and Christians.",0.9972064,0.0026096464,0.00018391086,0.9972064,Salafi jihadi
"""""Believing that touching each other is Haram, because they're not married yet, the couple put on their rings in a contactless manner. 


""
--------------

Hows about you just leave off imitation of the kuffar",0.00021863573,0.80053717,0.19924422,0.80053717,Salafi taklidi
"""@BrantPhilip_",0.00013551363,0.0004608105,0.9994037,0.9994037,Irrelevant
""".@EpsomEwellBeat Still waiting for you to act after @RealDannyTommo incited violence and terror, and a womens refuge was attacked.""",6.560564e-05,0.0019347393,0.9979997,0.9979997,Irrelevant
"""@Aslan_Bey_1",0.0018042146,0.00032131944,0.9978745,0.9978745,Irrelevant
"""@Aslan_Bey_1 I have to remind myself when I see stuff like this.

Allah will Preserve this Perfect Deen.
Allah will continue to Honour the Muslimeen.
&amp; Allah Azzawajal most certainly will Humiliate &amp; Destroy all those who wish to extinguish His Light.

May Allah keep us Steadfast Ameen.""",0.17243493,0.8272367,0.00032839537,0.8272367,Salafi taklidi
"""@Sabh345 Why would a kafir fear Allah and disagreement is not about personal opinions , she was corrected with proofs""",0.0003975944,0.91103834,0.08856403,0.91103834,Salafi taklidi
"""This Rfidhi cult has openly identified itself as holding the same beliefs as the Jewish heretic Ibn Saba'. They consider him a martyr and a believer. They follow him in 'Aqdah.""",6.0973896e-05,0.0012874545,0.99865156,0.99865156,Irrelevant
"""""ATENO l Secretria-Geral da Presidncia, irm de Javier Milei usa tar e astrologia para decidir rumos do governo argentino 
""
--------------

They fool the world into thinking theyre rational and science based ppl yet theyre all into superstition, devil worship or esotericism, while convincing the middle class that anything beyond material world is just hocuspocus that only poor and uneducated believe in
All of them",6.650412e-05,0.0029944116,0.99693906,0.99693906,Irrelevant
"Dhu Nuwas killed 100k Christians when he attacked Najran, putting them to sword and burning them in trenches
This shocked the whole Christian world from Habasha to Byzantine, and even in Persia
Guess his religion
He was a Jew
Lovely relationship, this Judeo-Christian concept lol",0.005401561,0.0006865465,0.993912,0.993912,Irrelevant
"""""Irak Krdistan Blgesi Bakan Neirvan Barzani (@IKRPresident) Antalya Diplomasi Forumunda kendi olu dris Barzaniyi Trkiye Cumhuriyeti Cumhurbakan Recep Tayyip Erdoan ile tantrd!

Erdoan da dris Barzaninin yzn avularnn iine alarak takdir etti. 
""
--------------

Flattering each other on stage and letting the layman amongst them hate each other 
Politics 

Alhamdulillah that our rolemodels were not ppl who say one thing but mean something else and do something completely different 
The Sahaba",7.687525e-05,0.9995968,0.00032635155,0.9995968,Salafi taklidi
"If the end justified the means, the Prophet  would have compromised with Quraysh and Muawiyya r.a. wouldve fought Ali r.a. with the support of the Romans and so on

I know we cant do anything about the fact that you dont believe in these core principles, but we do",0.00014900549,0.98107064,0.01878042,0.98107064,Salafi taklidi
"""""Why is Feminism just another Kufri ideology?

I give you exhibit A. 
(Snippet of her rant - and yes she's filled this rant in the  rest room) 
""
--------------

It doesnt make sense to engage with ppl like this or with unstable takfiris or other con artists 
Many get pulled into debates but whats the point?
As long as Islam isnt established, theyll say whatever they want and nobody can do anything
Establish Islam and theyll shut up",0.0015735085,0.10563022,0.89279634,0.89279634,Irrelevant
"""""
""
--------------

Jiang believes humans worshipped a mother goddess and lived in matriarchal societies where women held orgies with men (his idea of ideal humanity)
He thinks the Monad is true god and our creator is evil
Some takes are interesting but as he admires Dugin I cant take him seriously",3.585059e-05,0.0011305661,0.9988336,0.9988336,Irrelevant
"The worst part with Jolanis endorsement of Easter and congratulation to Shirk and Kufr is that he knows exactly how serious this matter is
This isnt crackhead Ghaddafi or drunkyard Saddam who are from a secular background
This is someone who has no Udhr bil Jahl in this matter",0.98993427,0.009791697,0.00027401495,0.98993427,Salafi jihadi
"""""This ends once and for all the crude, crass, stupid imperial Divide and Rule tactic promoting a Sunni-Shi'ite divide. 
""
--------------

I see two Shia and two Qadiyanis standing together",0.99904865,6.078195e-05,0.00089065504,0.99904865,Salafi jihadi
""""" stanbul'daki srail konsolosluuna ynelik saldrnn ardndan ID sulamasyla gzaltna alnan kiiler adliyeye sevk edildi. 
""
--------------

Taking women into custody like this is very unmanly 
Even if shes the worst of the worse",0.00040003823,0.017045345,0.98255473,0.98255473,Irrelevant
"""Madkhalis never miss a chance to lecture about the Khawarij yet when it comes to RFS, their tongues go silent and you wont hear a single word of condemnation toward the UAE either. Selective outrage always exposes hypocrisy""",0.9958268,0.0035172007,0.00065603456,0.9958268,Salafi jihadi
"""The Kufr of the UAE summed up in under 2 minutes. Kufr Duna Kufr? Are these tyrants supposed to be listened to &amp; obeyed? The answer is clear.",0.000912683,6.980933e-05,0.9990175,0.9990175,Irrelevant
"""Sudan'da insanlk dram yaanyor.

#sudan",0.99324036,6.217654e-05,0.006697531,0.99324036,Salafi jihadi
"""Shaykhul Islam's fatwa, on the groups that refuse to adhere to any Shari'ah law that is mutawatir even if they don't reject it, become apostates doesn't need any introduction",0.031503957,0.7958883,0.1726077,0.7958883,Salafi taklidi
"""Shawkani

""Then this ugly methodology &amp; Kufri governance was followed by Tamerlane, for he did not act in the management of his kingdom except by the Book of Yasiq""",0.9993104,0.0006665831,2.3023207e-05,0.9993104,Salafi jihadi
""" Shaykh Taqiuddin Al Hilali 

""There is no doubt that anyone who turns away from book of Allah and Sunnah of his Messenger, and replaces them with Man Made laws  is a Kafir with Kufr that expels him from Religion.""",0.06839719,0.9315482,5.4606742e-05,0.9315482,Salafi taklidi
"""eyh Ebu Enes e-ami (Allah ona rahmet etsin), 2001 ylnda Bosna, Avrupadayken.",0.0018045561,0.20111537,0.7970801,0.7970801,Irrelevant
"""Ey kardelerim, bu din laf dini deildir! Bu, ne kadar bilgiye sahip olduunu gsterme dini de deildir! Bu din, Allah iin fedakrlk yapmaya ne kadar istekli olduunla ilgilidir.

eyh Enver el-Evlak ( )",0.00079914794,0.1650746,0.83412623,0.83412623,Irrelevant
"""eyh ez-Zerkavi ( )'n sesinden Ebu Enes e-ami ( )",9.711225e-05,0.004332342,0.9955706,0.9955706,Irrelevant
"""OBLs letter to ibn Baz : When the attacking Crusader and the Jewish Alliance - in collusion with the regime - decided in the Gulf War to occupy the country in the name of liberating Kuwait, you allowed this with an arbitrary Fatwa which justified this",0.0003612108,6.943433e-06,0.9996319,0.9996319,Irrelevant
"""Shawkani's takfir &amp; call for jihad against Yemenis who do tahakum to other than the Shariah

Among these is that they rule by the ght &amp; they do tahakum to those among them who are versed in the rulings of ght, in all of the matters that confront them &amp; arise for them..",0.9989176,0.00091577484,0.00016675168,0.9989176,Salafi jihadi
"""Ibn Taymiyyah on Hakimiyyah Part XVII

Whenever a scholar abandons what he knows from the Book of Allah &amp; the Sunnah of His Messenger  and follows the hukm of a ruler that contradicts the hukm of Allah and His Messenger, he becomes a murtad &amp; a kafir, ...",5.311423e-05,0.9953602,0.004586711,0.9953602,Salafi taklidi
"""In a book written about Shaykh Muqbil, a student compiled a vast number of Golden quotes of the Shaykh. Below are some quotes that would get anyone else labelled &amp; refuted.

I believe that the majority of the rulers of the Muslims have become a calamity upon Islam.",9.2919254e-05,0.99905854,0.0008485116,0.99905854,Salafi taklidi
"""Sh Hmd bin Uql Ash-Shuaybi rh:

- Last true Najdi
- Made takfr of l-Sad, supported J against kuffr
- Beloved close student of Mufti Ibn Ibrhim, Shinqt, Bin Bz
- Friend of Ibn Uthaymn who helped him leave prison
- Professor in Riyadh 20+ yrs",0.004591909,0.99539125,1.6892196e-05,0.99539125,Salafi taklidi
""""" The Land of Tawheed   
""
--------------

"" Etidal "" founded to combat extremist ideology (Al-wala' wa-l-bara') and promote tolerance and coexistence (wahdat  al-adyan) and the founders are Trump and Murtad king Salman al Saud.

Will the Madkhalis still say that Salman is a Muslim ?
and that Saudi is the land of tawhid ?",0.9994943,0.00035272384,0.00015295229,0.9994943,Salafi jihadi
"""""This is for every head of state that simps/salutes Trump thinking he would respect them in return. He knows youre kissing his ass and he will squeeze you for every last drop of utility then discard you. 

 
""
--------------

Madkhali's favourite leader MBS is kissing trump's butt, this is the respect your murtad leaders get in return.",0.08313709,0.004664813,0.91219807,0.91219807,Irrelevant
"""""    

Imam Nawawi RH said: 

 As for supplicating for the Sultan, our companions agree that it is neither obligatory nor recommended. The apparent meaning of the author's words and others is that it is an innovation, +""
""
--------------

Imm al-Shib    : 
He said regarding supplication for the previous caliphs : 
It's a bida' and shouldn't be practised. the best thing for him to supplicate for all the Muslims in general.

 : 29/1",0.011829959,0.00087751047,0.9872925,0.9872925,Irrelevant
"and all the messengers; for this is exactly the reality of the disbelievers of Quraysh, who believed that the truth is whatever their forefathers held, rather than what Allah sent with His Messenger . 

ad-Durrar as-Sanniyah Vol. 10, Pg. 510",0.00035204127,0.68235844,0.31728956,0.68235844,Salafi taklidi
"Imam Nawawi RH said: 

 As for supplicating for the Sultan, our companions agree that it is neither obligatory nor recommended. The apparent meaning of the author's words and others is that it is an innovation, +",5.136632e-05,0.9996147,0.00033385502,0.9996147,Salafi taklidi
"""Being a drunkard and fornicator, and a prostitute is less severe than being a madkhali""",0.01583021,0.9586228,0.025546992,0.9586228,Salafi taklidi
"""""

Thanks for the info ig""
""
--------------

Does anyone want to try my formula? Itll help satisfy you",3.1748663e-05,0.0010811657,0.998887,0.998887,Irrelevant
"""""Its permissible, as long as you both maintain cleanliness of your private parts, then theres really no issue

Oral is one of the most pleasurable things a wife can Receive from her husband

Dont listen to ppl who say its haram lol - nothing in Hadith or Quran says its haram""
""
--------------



Thanks for the info ig",3.9144063e-05,0.0043398463,0.995621,0.995621,Irrelevant
"""""BREAKING: The IRGC Navy is publicly calling Irans Foreign Minister Araghchi an ""idiot"" on international maritime Channel 16, broadcasting that the Strait of Hormuz ""is still closed"" and ""we will open it by the order of our leader Imam Khamenei, not by the tweets of some idiot.""

He added ""All vessels that have a connection with our enemies will be targeted if they try to pass.""""
""
--------------",0.00058311806,1.2940766e-05,0.99940395,0.99940395,Irrelevant
"Fucking ell Australian doctors make breadddd

No wonder niggas go deya. Didnt even clock that spider land got fruit like that",3.1149986e-05,0.00023515789,0.99973375,0.99973375,Irrelevant
""""" BREAKING: The Government is now investigating reports that asylum seekers are pretending to be gay to stay in the UK""
""
--------------

Afghans, Iraqis and Eritreans when tryna get free shelter and food:",0.0019045696,4.136406e-05,0.998054,0.998054,Irrelevant
